coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
AEC,3030C,$7.20,0155,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Culbertson,Avery L;",F,7-8,ROL,0306
AEC,3030C,$7.20,0156,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Culbertson,Avery L;",F,7-8,ROL,0310
AEC,3030C,$7.20,1440,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Culbertson,Avery L;Spencer,Kendrick Leroy;",W,7-8,ROL,0306
AEC,3030C,$7.20,1530,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Culbertson,Avery L;Spencer,Kendrick Leroy;",W,7-8,ROL,0310
AEC,3030C,$7.20,3702,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Culbertson,Avery L;Mott,Christopher Eugene;",F,5-6,ROL,0306
AEC,3030C,$7.20,3703,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Culbertson,Avery L;Mott,Christopher Eugene;",F,5-6,ROL,0310
AEC,3033C,$2.00,1582,3,M W F,2,CSE,E121,RESEARCH/BUSINES WRIT,"Holt,Jessica;",,,,
AEC,3033C,$2.00,6406,3,M W F,3,FAB,0103,RESEARCH/BUSINES WRIT,"Perry,Marian Linda;",,,,
AEC,3070C,$140.00,DEPT,3,M,7,TUR,2318,DIGITAL MEDIA PRODUCT,"Telg,Ricky W;",W,7-9,TUR,2318
AEC,3073,$5.00,4331,3,T,4-5,ROL,0205,INTERCUL COMMUNICA,"Hartmann,Marta M;",R,5,ROL,0205
AEC,3209,$7.00,5035,3,M,2-3,MCCB,3096,INSTRUCT/EVENT PLAN,"Raulerson,Rebekah G;",W,2,MCCB,3096
AEC,3413,$16.00,0854,3,M,5,MCCB,3096,INTERPERSONAL LEADERS,"Andenoro,Anthony Clyde;",W,5-6,MCCB,3096
AEC,3414,$16.00,0165,3,T,2-3,CSE,A101,LEADERSHIP DEVELOPMNT,"Stedman,Nicole Lamee Perez;",R,3,CSE,A101
AEC,4031,$140.00,DEPT,3,T,6,WEIM,1094,COM PROC AGR/LIFE SCI,"Telg,Ricky W;",R,6-7,WEIM,1094
AEC,4052,$105.00,DEPT,3,T,4-5,TUR,2342,COMMUNIC CAMPAIGN STR,"Perry,Marian Linda;",R,5,TUR,2342
AEC,4065,$5.00,0596,3,M,4,LEI,0104,ISSUES IN AG & LIFE,"Raulerson,Rebekah G;",W,3-4,LEI,0104
AEC,4200,$39.54,DEPT,3,TBA,,,,TCH METHODS IN AG ED,"Dyer,James E;",,,,
AEC,4323,,04H6,3,M W F,6,ROL,0205,DEV & PHIL AG EDUCA,"Myers,Brian E;",,,,
AEC,4323,$3.00,DEPT,3,,,WEB,,DEV & PHIL AG EDUCA,"Dyer,James E;",,,,
AEC,4434,,06C4,3,T,6,MCCA,3194,COMM/LDRSHP GRP/TEAMS,"Andenoro,Anthony Clyde;",R,6-7,MCCA,3194
AEC,4465,$6.00,3110,3,M,6-7,MCCA,2196,GLOBAL LEADERSHIP,"Hartmann,Marta M;",W,7,MCCA,2196
AEC,4504,$25.00,05AF,3,M W F,3,ROL,0205,CURRIC & PROGRAM PLAN,"Thoron,Andrew C;",,,,
AEC,4504,$25.00,DEPT,3,TBA,,,,CURRIC & PROGRAM PLAN,"Dyer,James E;",,,,
AEC,4905,,DEPT,3,TBA,,,,TCH INDUCTION PROGRAM,"Dyer,James E;",,,,
AEC,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,"Andenoro,Anthony Clyde;",,,,
AEC,4909,,DEPT,VAR,TBA,,,,HONORS PROJECT,"Carter,Hannah S;",,,,
AEC,4942,$15.00,DEPT,VAR,TBA,,,,AGRIC EDUC INTERNSHIP,"Dyer,James E;",,,,
AEC,5324,,1G50,3,M W F,6,ROL,0205,PHILOS & DEVEL AG ED,"Myers,Brian E;",,,,
AEC,5454,,5394,3,M,8-10,ROL,0306,LEADER DEV EXTEN/COMM,"Stedman,Nicole Lamee Perez;",,,,
AEC,5541,$53.00,DEPT,3,,,WEB,,COMM & INST TECH AG,"Telg,Ricky W;",,,,
AEC,5541,$50.00,14F7,3,,,WEB,,COMM & INST TECH AG,"Telg,Ricky W;",,,,
AEC,5541,$50.00,DEPT,3,M,7,TUR,2318,COMM & INST TECH AG,"Telg,Ricky W;",W,7-9,TUR,2318
AEC,5546,,14FF,3,M W F,3,ROL,0306,PROG PLANNING AG EDU,"Thoron,Andrew C;",,,,
AEC,6211,$4.00,DEPT,4,,,WEB,,DEL ED PRGMS AG SET,"Roberts II,Thomas G;",,,,
AEC,6211,,1647,4,,,WEB,,DEL ED PRGMS AG SET,"Roberts II,Thomas G;",,,,
AEC,6300,,5073,3,R,3-5,ROL,0306,METH OF PLAN CHANGE,"Harder,Amy Marie;",,,,
AEC,6543,,1E50,3,W,9-10,ROL,0306,TEACH & LEARN THEO AP,"Thoron,Andrew C;",F,2,ROL,0306
AEC,6905,,14F4,3,,,WEB,,HUMAN DYNAMICS IN LDR,"Andenoro,Anthony Clyde;",,,,
AEC,6905,$3.00,DEPT,3,,,WEB,,HUMAN DYNAMICS IN LDR,"Andenoro,Anthony Clyde;",,,,
AEC,6905,,DEPT,VAR,T,4-5,TUR,2342,COMM CAMPAIGN STRAT,"Perry,Marian Linda;",R,5,TUR,2342
AEC,6905,,7465,2,T,6-7,ROL,0409,STRAT FOR NEW FACULTY,"Osborne,Edward Wayne;",,,,
AEC,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,"Carter,Hannah S;Myers,Brian E;",,,,
AEC,6912,,DEPT,VAR,,,WEB,,NONTHESIS RESEARCH,"Barrick,R Kirby;Carter,Hannah S;Dyer,James E;Monaghan,Paul F;",,,,
AEC,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,"Andenoro,Anthony Clyde;Myers,Brian E;",,,,
AEC,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Harder,Amy Marie;Irani,Tracy Anne;Israel,Glenn D;Monaghan,Paul F;Myers,Brian E;",,,,
AEC,7979,,DEPT,2,TBA,,,,ADVANCED RESEARCH,"Telg,Ricky W;",,,,
AEC,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"Carter,Hannah S;Harder,Amy Marie;Irani,Tracy Anne;Israel,Glenn D;Myers,Brian E;Osborne,Edward Wayne;",,,,
AEC,7980,,DEPT,7,TBA,,,,DOCTORAL RESEARCH,"Thoron,Andrew C;",,,,
AOM,2520,$3.00,1H96,3,T,9,WEB,WEB,GLOBAL SUSTAIN ENERGY,"Porter,Wendell A;",,,WEB,
AOM,2520,$3.00,4038,3,T,9,WEB,WEB,GLOBAL SUSTAIN ENERGY,"Porter,Wendell A;",,,WEB,
AOM,2520,$3.00,DEPT,3,T,9,WEB,WEB,GLOBAL SUSTAIN ENERGY,"Porter,Wendell A;",,,WEB,
AOM,3220,$60.00,0177,3,T R,2,ROG,0129,AGRIC CONSTRUC & MAIN,"Porter,Wendell A;",M,8-9,ROG,0141
AOM,3220,$60.00,0178,3,T R,2,ROG,0129,AGRIC CONSTRUC & MAIN,"Porter,Wendell A;",W,8-9,ROG,0141
AOM,3220,$60.00,8146,3,T R,2,ROG,0129,AGRIC CONSTRUC & MAIN,"Porter,Wendell A;",R,8-9,ROG,0141
AOM,3333,$8.80,0179,3,M,7-9,ROG,0129,PESTICIDE APPLIC TECH,"Lee,Won Suk;",W,7,ROG,0129
AOM,4062,,0182,4,M W F,2,ROG,0129,PRIN FOOD ENGINEERING,"Leary,James Daniel;",T,6-7,ROG,0129
AOM,4062,,0906,4,M W F,2,ROG,0129,PRIN FOOD ENGINEERING,"Leary,James Daniel;",T,8-9,ROG,0129
AOM,4642,,0327,3,T R,5,ROG,0110,ENVIRON SYS AG STRUCT,"Bucklin,Ray A;",R,6-7,ROG,0110
AOM,4643,,05B9,3,M W F,2,ROG,0110,ENVIRON HYDROL PRIN,"Kiker,Gregory A;",,,,
AOM,4643,$3.00,DEPT,3,,,WEB,,ENVIRON HYDROL PRIN,"Kiker,Gregory A;",,,,
AOM,4905,,DEPT,VAR,TBA,,,,SPECIAL PROBLEMS,"Porter,Wendell A;",,,,
AOM,4933,,12B0,1,R,6,ROG,0129,PROFESSIONAL PRACTICE,"Welt,Bruce Ari;",,,,
AOM,4941,,DEPT,VAR,TBA,,,,FULL TIME PRAC WORK,"Porter,Wendell A;",,,,
AOM,6932,,DEPT,3,,,WEB,,GRAD ENVIRON HYDROLOG,"Kiker,Gregory A;",,,,
ALS,3923,,DEPT,1,W,10,MCCB,3096,HONORS ORIENTATION,"Goss,Erica M;",,,,
ALS,4404,,DEPT,3,TBA,,,,INTERNATIONAL STUDIES,STAFF;,,,,
ALS,4905,,DEPT,VAR,TBA,,,,PROBLEMS IN AGRICUL,"Turner,R Elaine;",,,,
ALS,4909,,DEPT,VAR,TBA,,,,HONORS PROJECT,"Turner,R Elaine;",,,,
ALS,4932,,01B3,3,M,9,MCCB,3096,HUMANITY'S 2050 CHALL,"Balser,Teresa C;",W,8-9,MCCB,3096
ALS,4932,,DEPT,2,TBA,,,,MENTOR SCIENTIF PROC,"Henken,Robin J;",,,,
ALS,4932,,DEPT,1,TBA,,,,PLANT COM. FL PANHAND,"Miller,Deborah Louise;Thetford,Mack;",,,,
ALS,4937,,1B62,2,T,1,MCCB,3096,CALS LI SEMINAR 2,"Coers,Natalie;",F,6,MCCB,3096
ALS,5932,,DEPT,1,TBA,,,,PLANT COM. FL PANHAND,"Miller,Deborah Louise;Thetford,Mack;",,,,
ALS,5932,,DEPT,2,TBA,,,,PLANT COM. FL PAN LAB,"Miller,Deborah Louise;Thetford,Mack;",,,,
