coursePrefix,courseNum,fee,section,credits,prof,title,days,times,building,room,days2,times2,building2,room2
LAW,6930,0,14938,4,Grayson Mccouch,Selected Legal Probs: Trusts & Estates,"W,R,F",,,,,,,
LAW,6930,0,14959,2,Steven Maxwell,Selected Legal Probs: Florida Bar Topics,F,,,,,,,
LAW,6930,0,14960,2,Steven Maxwell,Selected Legal Probs: Florida Bar Topics,F,,,,,,,
LAW,6930,0,15139,VAR,Mary Angelo,Selected Legal Probs: ENV MOOT COURT,,,,,,,,
LAW,6930,0,15140,VAR,Sabrina Little,Selected Legal Probs: TAX MOOT COURT,,,,,,,,
LAW,6930,0,15141,1,Jennifer Bard,Selected Legal Probs: Health Law: Patient Care,W,,,,,,,
LAW,6930,0,15142,2,Jennifer Bard,Selected Legal Probs: Public Health Law,R,,,,,,,
LAW,6930,0,15143,3,Paige Carlos,Selected Legal Probs: Pre-Trial Practice B,"M,W",,,,,,,
LAW,6930,0,15168,2,Jennifer Bard,Selected Legal Probs: Public Health Law,R,,,,,,,
LAW,6930,0,15169,1,"Sara Bensley,Elizabeth Hilkin",Selected Legal Probs: Advanced Legal Research,F,,,,,,,
LAW,6930,0,15170,VAR,Joan Stearns Johnsen,Selected Legal Probs: ADR TEAM,,,,,,,,
LAW,6930,0,15171,1,Giannina Arney,Selected Legal Probs: Advanced Legal Research,F,,,,,,,
LAW,6930,0,15172,3,Michael Colitz,Selected Legal Probs: Patent Prosecution,W,,,,,,,
LAW,6930,0,15192,2,,Selected Legal Probs: International Arbitration,F,,,,,,,
LAW,6930,0,15194,4,Grayson Mccouch,Selected Legal Probs: Trusts & Estates,"W,R,F",,,,,,,
LAW,6930,0,20071,1,Giannina Arney,Selected Legal Probs: Advanced Legal Research,F,,,,,,,
LAW,6930,0,20388,2,Sarah Wolking,Selected Legal Probs: BRIDGE TO PRACTICE,,,,,,,,
LAW,6930,0,23160,3,Michael Wolf,Selected Legal Probs: U.S. Constitutional History II,T,8-,,,R,8-,,
LAW,6930,0,23163,3,Paige Carlos,Selected Legal Probs: Pre-Trial Practice B,"M,W",,,,,,,
LAW,6930,0,23164,3,Barbara Evans,Selected Legal Probs: Biotechnology and Medical AI,"T,R",,,,,,,
LAW,6930,0,23170,2,,Selected Legal Probs: International Arbitration,F,,,,,,,
LAW,6930,0,23171,3,Michael Colitz,Selected Legal Probs: Patent Prosecution,W,,,,,,,
LAW,6930,0,23173,3,Barbara Evans,Selected Legal Probs: Biotechnology and Medical AI,"T,R",,,,,,,
LAW,6930,0,23179,3,Jeffrey Davis,Selected Legal Probs: Advanced Contracts,"M,T,R",,,,,,,
LAW,6930,0,23180,2,,Selected Legal Probs: FinTech Law and Policy,W,,,,,,,
LAW,6930,0,23181,3,Sarah Bishop,Selected Legal Probs: Pre-Trial Practice A,"M,W",,,,,,,
LAW,6930,0,23282,3,Sarah Bishop,Selected Legal Probs: Pre-Trial Practice A,"M,W",,,,,,,
LAW,6930,0,23333,2,,Selected Legal Probs: FinTech Law and Policy,W,,,,,,,
LAW,6930,0,23410,1,"Sara Bensley,Elizabeth Hilkin",Selected Legal Probs: Advanced Legal Research,F,,,,,,,
LAW,6930,0,23411,1,Chris Vallandingham,Selected Legal Probs: Advanced Legal Research,F,,,,,,,
LAW,6930,0,23499,3,Mindy Herzfeld,Selected Legal Probs: International Taxation (JD),,,,,,,,
LAW,6930,0,23500,2,Joan Stearns Johnsen,Selected Legal Probs: Mediation Advocacy,M,-4,,,,,,
LAW,6930,0,27838,3,Jennifer Bard,Selected Legal Probs: Health Law: Patient Care,W,,,,,,,
LAW,6930,0,29442,3,Michael Wolf,Selected Legal Probs: Race in Place,"T,R",,,,,,,
LAW,6930,0,30530,3,Jon Mills,Selected Legal Probs: Florida Constitutional Law,"M,T,R",,,,,,,
LAW,6930,0,30744,2,Lisa Edgar,Selected Legal Probs: Bridge to Practice,,,,,,,,
LAW,6930,0,30747,VAR,Sarah Wolking,Selected Legal Probs: SIP EXTERNSHIP,,,,,,,,
LAW,6930,0,30748,VAR,Timothy Mclendon,Selected Legal Probs: SIP EXTERNSHIP,,,,,,,,
LAW,6930,0,30752,VAR,Lisa Edgar,Selected Legal Probs: SIP EXTERNSHIP,,,,,,,,
LAW,6930,0,30961,3,Jon Mills,Selected Legal Probs: Florida Constitutional Law,"M,T,R",,,,,,,
LAW,6930,0,31011,2,Steven Willis,Selected Legal Probs: Economics of the Family,W,,,,,,,
LAW,6930,0,31012,2,Steven Willis,Selected Legal Probs: Economics of the Family,W,,,,,,,
LAW,6930,0,31080,2,Timothy Mclendon,Selected Legal Probs: BRIDGE TO PRACTICE,,,,,,,,
LAW,6930,0,31501,3,,Selected Legal Probs: Accounting For Lawyers,,,,,,,,
LAW,6936,0,14961,2,Merritt McAlister,Seminars: Judicial Decisionmaking,R,,,,,,,
LAW,6936,0,14962,2,Jon Mills,Seminars: Privacy Law,R,,,,,,,
LAW,6936,0,14963,2,Charles Collier,Seminars: Supreme Court Workshop,R,,,,,,,
LAW,6936,0,14985,2,Joan Flocks,Seminars: Poverty Law,T,,,,,,,
LAW,6936,0,20073,2,Charles Collier,Seminars: Supreme Court Workshop,R,,,,,,,
LAW,6936,0,20390,2,Gregory Pingree,"Seminars: Law,Religion & Sexual Identity",R,,,,,,,
LAW,6936,0,23182,2,Joan Flocks,Seminars: Poverty Law,T,,,,,,,
LAW,6936,0,23183,2,Jon Mills,Seminars: Privacy Law,R,,,,,,,
LAW,6936,0,23186,2,Maryam Jamshidi,Seminars: National Security,W,,,,,,,
LAW,6936,0,23187,2,Maryam Jamshidi,Seminars: National Security,W,,,,,,,
LAW,6936,0,23188,2,Gregory Pingree,"Seminars: Law,Religion & Sexual Identity",R,,,,,,,
LAW,6936,0,27694,2,Michelle Jacobs,"Seminars: Race, Law, and Society",R,,,,,,,
LAW,6936,0,28804,2,Amy Stein,Seminars: Energy Law and Policy,T,-10,,,,,,
LAW,6936,0,28817,2,Merritt McAlister,Seminars: Judicial Decisionmaking,R,,,,,,,
LAW,6936,0,28839,2,Neil Buchanan,Seminars: Tax Policy,R,,,,,,,
LAW,6936,0,28840,2,Neil Buchanan,Seminars: Tax Policy,R,,,,,,,
ARC,6399,0,20941,3,,Advanced Topics in Urban Design: PUERTO RICO PROJECT,W,10-E1,,,,,,
ARC,6399,0,30949,3,Martha Kohen,Advanced Topics in Urban Design: COVID 19 & Built Environment,W,10-E1,,,,,,
AEC,6300,0,10334,3,Paul Monaghan,Methodology of Planned Change,M,6-8,,,,,,
AEC,6300,0,10335,3,Sebastian Galindo,Methodology of Planned Change,,,,,,,,
AEC,6300,0,10336,3,Sebastian Galindo,Methodology of Planned Change,,,,,,,,
AEB,6933,0,10280,VAR,Gulcan Onel,Special Topics: Time Series Economet,M,8-9,MCCA,2196,W,9,MCCA,2196
AEB,6933,0,22748,VAR,Gulcan Onel,Special Topics: Time Series Economet,M,8-9,,,W,9,,
AEB,6933,0,25785,VAR,Andrew Schmitz,Special Topics: Welfare Econ/Trade Policy,T,7,MCCA,2196,R,7-8,MCCA,2196
AEC,6316,0,10337,3,Amy Harder,From America to Zimbabwe: An Overview of International Extension Systems,W,3-5,,,,,,
LAS,6291,0,21005,3,Rebecca Williams,Conservation and Development Skills: Facilitation Skills,R,4-6,GRI,0376,,,,
LAS,6291,0,29793,3,Rebecca Williams,Conservation and Development Skills: Facilitation Skills,R,4-6,,,,,,
MAN,6636,0,14712,2,John Chen,Global Strategic Management,"T,R",9-10,,,,,,
MAN,6636,0,14713,2,John Chen,Global Strategic Management,"T,R",5-6,,,,,,
MAN,6636,0,14711,2,David Ross,Global Strategic Management,"T,R",7-8,,,,,,
MAN,6636,0,23109,2,Luiz Kabbach de Castro,Global Strategic Management,"M,W",9-10,,,,,,
PHC,6313,0,18385,VAR,Rachel Yoho,Environmental Health Concepts in Public Health,,,,,,,,
PHC,6313,0,18412,VAR,Rachel Yoho,Environmental Health Concepts in Public Health,,,,,,,,
PHC,6313,0,18413,VAR,Rachel Yoho,Environmental Health Concepts in Public Health,,,,,,,,
PUP,6007,0,25095,3,Cristian Perez Munoz,Policy Process,F,2-4,,,,,,
AEC,6552,0,10340,3,Glenn Israel,Evaluating Programs in Extension Education,R,7-9,,,,,,
ALS,5932,0,10436,VAR,"Deborah Miller,Mack Thetford",Special Topics: PLANT COM FL. PANHAND,,,,,,,,
FYC,6932,0,25327,3,Jennifer Doty,"Topics, in Family, Youth, and Community Sciences: CURRENT TOPICS YDFS",W,8-10,,,,,,
WST,6935,0,19651,VAR,Manoucheka Celeste,Special Topics in Women's Studies: GLOBAL WOMEN OF COLOR,T,8-10,,,,,,
WST,6935,0,21852,VAR,Elizabeth Garcia,Special Topics in Women's Studies: Latina Children's Literature,R,6-8,,,,,,
WST,6935,0,25807,VAR,Diana Boxer,Special Topics in Women's Studies: Gender and Language,T,4,,,R,4-5,,
EVR,5705,0,13299,3,Ignacio Porzecanski,Natural Resources and Innovation Systems,M,7-9,,,,,,
ABE,5707C,0,21733,3,P Pullammanappallil,Agricultural Waste Management,"M,W,F",6,ROG,0211,,,,
AEC,6540,0,10339,3,Lisa Lundy,Agricultural and Natural Resources Communications Theory and Strategies,,,,,,,,
BCN,6580,0,11750,3,Charles Kibert,High-Performance Green Building Delivery Systems,R,11-E2,,,,,,
BCN,6641,0,11752,3,Robert Ries,Construction Value Engineering,M,5,,,W,5-6,,
GEB,6930,0,14378,2,Linda Clarke,Special Topics: DOING BUS. IN ASIA,"M,W",3-4,,,,,,
SWS,5246,0,18513,3,James Jawitz,Water Resource Sustainability,"T,R",3,MCCA,3194,F,7-8,WEIM,1064
URP,6042,0,24978,3,Emre Tepe,Urban Economy,,,,,,,,
URP,6131,0,19569,3,Wm Hawkins,Land Use Planning Law,,,,,,,,
URP,6131,0,19594,3,Wm Hawkins,Land Use Planning Law,,,,,,,,
URP,6131,0,19595,3,Wm Hawkins,Land Use Planning Law,"M,W,F",9,,,,,,
URP,6542,0,19654,3,Abhinav Alakshendra,Urban Land Economics,M,3-5,,,,,,
PHC,6001,0,18288,3,Kelly Gurka,Principles of Epidemiology in Public Health,,,,,,,,
PHC,6001,0,18289,3,Kelly Gurka,Principles of Epidemiology in Public Health,,,,,,,,
PHC,6001,0,18316,3,Kelly Gurka,Principles of Epidemiology in Public Health,,,,,,,,
PHC,6410,0,18419,3,Brittney Dixon,"Psychological, Behavioral, and Social Issues in Public Health",,,,,,,,
PHC,6410,0,18444,3,Brittney Dixon,"Psychological, Behavioral, and Social Issues in Public Health",,,,,,,,
PHC,6410,0,18446,3,Brittney Dixon,"Psychological, Behavioral, and Social Issues in Public Health",,,,,,,,
VME,6605,0,19517,3,Stephen Roberts,Toxic Substances,,,,,,,,
VME,6605,0,19518,3,,Toxic Substances,,,,,,,,
VME,6605,0,19519,3,Stephen Roberts,Toxic Substances,,,,,,,,
VME,6605,0,19520,3,Stephen Roberts,Toxic Substances,,,,,,,,
DCP,6931,0,12592,VAR,Morris Hylton,"Special Topics in Design, Construction, and Planning: HP RESEARCH METHODS",,,,,,,,
URP,6341,0,19626,6,"Wm Hawkins,Laurel Harbin",Urban Planning Project: URBAN PLAN PROJECT,,,,,,,,
URP,6341,0,19627,6,"Wm Hawkins,Laurel Harbin",Urban Planning Project: URBAN PLAN PROJECT,,,,,,,,
URP,6341,0,26075,6,,Urban Planning Project: URBAN PLAN PROJECT,"T,R",2-5,,,,,,
AEC,6767,0,10341,3,James Bunch,Research Strategies in Agricultural Education and Communication,,,,,,,,
AEC,6767,0,10342,3,James Bunch,Research Strategies in Agricultural Education and Communication,,,,,,,,
AEC,6767,0,10343,3,James Bunch,Research Strategies in Agricultural Education and Communication,W,6-8,ROL,0306,,,,
AEC,6767,0,31584,3,James Bunch,Research Strategies in Agricultural Education and Communication,W,6-8,,,,,,
AEB,6553,0,10276,3,Zhifeng Gao,Elements of Econometrics,T,5-6,MAT,0119,R,6,MAT,0119
AEB,6553,0,30792,3,Zhifeng Gao,Elements of Econometrics,T,5-6,,,R,6,,
AEB,6817,0,10278,3,Bachir Kassas,Survey Research Methods for Economists,"M,W,F",3,RNK,0210,,,,
AEB,6817,0,30797,3,Bachir Kassas,Survey Research Methods for Economists,"M,W,F",3,,,,,,
EDF,7483,0,23305,3,Pengfei Zhao,Qualitative Data Collection: Approaches and Techniques,W,4-6,,,,,,
FOR,6156,0,13063,3,"Wendell Cropper,Geraldine Klarenberg",Simulation Analysis of Forest Ecosystems,"M,W,F",2,CSE,E222,,,,
FYC,6802,0,25321,3,Marilyn Swisher,"Advanced Research Methods for Family, Youth, and Community Sciences",M,7-9,,,,,,
GIS,5107C,0,14244,4,Mohammad Hassan,Geographic Information Systems in Research,M,7-8,,,,,,
GIS,5107C,0,24360,4,Mohammad Hassan,Geographic Information Systems in Research,M,7-8,TUR,3006,,,,
LAS,6292,0,26033,3,Emilio Bruna,Tropical Conservation and Development Research Methods: Data Collection and Management,F,6-8,GRI,0376,,,,
LAS,6292,0,29524,3,Emilio Bruna,Tropical Conservation and Development Research Methods: Data Collection and Management,F,6-8,,,,,,
MMC,6421,0,17407,3,Benjamin Johnson,Research Methods in Mass Communication,W,7-9,WEIM,1098,,,,
MMC,6421,0,30268,3,Benjamin Johnson,Research Methods in Mass Communication,W,7-9,,,,,,
PHC,6000,0,18286,3,Lusine Yaghjyan,Epidemiology Methods I,R,4-6,HPNP,1102,,,,
PHC,6000,0,28666,3,Lusine Yaghjyan,Epidemiology Methods I,R,4-6,HPNP,1102,,,,
PHC,6251,0,18382,3,,Assessment and Surveillance in Public Health,,,,,,,,
PHC,6251,0,18383,3,,Assessment and Surveillance in Public Health,,,,,,,,
PHC,6251,0,18384,3,,Assessment and Surveillance in Public Health,,,,,,,,
PHC,6700,0,18163,3,Lindsey King,Social and Behavioral Research Methods,M,6-7,HPNP,G307,,,,
PHC,6700,0,29815,3,Lindsey King,Social and Behavioral Research Methods,M,6-,,,,,,
POS,6757,0,27319,3,Hannah Alarian,Survey Research,W,8-10,AND,0019,,,,
STA,5325,0,18973,3,Zhihua Su,Fundamentals of Probability,"M,W,F",6,,,,,,
STA,5325,0,18974,3,Aaron Molstad,Fundamentals of Probability,"M,W,F",5,,,,,,
STA,5325,0,24941,3,,Fundamentals of Probability,"M,W,F",3,,,,,,
STA,6166,0,18506,3,Brenda Betancourt,Statistical Methods in Research I,"M,W,F",5,,,,,,
STA,6167,0,18507,3,Lawrence Winner,Statistical Methods in Research II,T,2-3,,,R,3,,
SUR,5525,0,18695,3,Hartwig Hochmair,Least Squares Adjustment Computations,,,,,,,,
SUR,5525,0,18696,3,Hartwig Hochmair,Least Squares Adjustment Computations,,,,,,,,
SUR,5525,0,20505,3,Hartwig Hochmair,Least Squares Adjustment Computations,,,,,,,,
SWS,6722,0,24628,3,Sabine Grunwald,Soil-Landscape Modeling,W,11-E1,,,,,,
SYA,6407,0,18893,3,Charles Peek,Quantitative Research Methods,R,8-10,CSE,E222,,,,
URP,6270,0,19597,3,Yan Wang,Introduction to Planning Information Systems,,,,,,,,
URP,6270,0,19599,3,Yan Wang,Introduction to Planning Information Systems,,,,,,,,
URP,6270,0,19600,3,Yan Wang,Introduction to Planning Information Systems,R,3-5,,,,,,
URP,6271,0,19601,3,Ilir Bejleri,Automation for Geospatial Modeling and Analysis,,,,,,,,
URP,6271,0,19624,3,Ilir Bejleri,Automation for Geospatial Modeling and Analysis,,,,,,,,
URP,6272,0,19625,3,Emre Tepe,Urban Spatial Analysis,M,4-5,,,W,4,,
URP,6272,0,24980,3,Emre Tepe,Urban Spatial Analysis,,,,,,,,
URP,6272,0,24981,3,Emre Tepe,Urban Spatial Analysis,,,,,,,,
URP,6275,0,24982,3,Katherine Norris,Intermediate Planning Information Systems,,,,,,,,
URP,6275,0,24983,3,Katherine Norris,Intermediate Planning Information Systems,,,,,,,,
URP,6905,0,19659,3,Abhinav Alakshendra,Exploration and Directed Study: INTL PERSPECTIVE URP,M,7-9,,,,,,
URP,6905,0,19660,VAR,,Exploration and Directed Study: EXPLOR & DIRECT STUDY,,,,,,,,
URP,6905,0,21610,VAR,,Exploration and Directed Study: EXPLOR & DIRECT STUDY,,,,,,,,
ENY,6454,0,12902,3,Marc Branham,Behavioral Ecology and Systematics of Insects,W,7-8,EYN,3118,F,7,EYN,3118
PCB,6049,0,21103,1,,Seminar in Ecology,F,8,,,,,,
CPO,6091,0,24975,3,Michael Bernhard,Introduction to Comparative Political Analysis,T,5-7,TUR,2334,,,,
PUR,6607,0,19169,3,,Public Relations Management,,,,,,,,
PUR,6607,0,30745,3,Mickey Nall,Public Relations Management,W,7-9,,,,,,
EDF,6401,0,25149,3,Jann Macinnes,Educational Statistics,,,,,,,,
EDF,6403,0,12138,6,Jann Macinnes,Quantitative Foundations of Educational Research,"T,R",9-11,LIT,0101,,,,
STA,5503,0,18978,3,Joseph Antonelli,Categorical Data Methods,T,5,,,R,5-6,,
