coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
BSC,2930,,DEPT,1,T,7,BAR,0211,BIOLOGY COLLOQUIUM,"Erenguc,Filiz Naz;Hauser,Bernard A;Knickerbocker,Roberta A;",,,,
BCH,3023,,DEPT,3,,,WEB,,ELEM ORG & BIOL CHEM,"Moore,Kimberly Anne;",,,,
BOT,2010C,$81.00,0607,3,T R,5,MCCB,G108,INTRODUCTORY BOTANY,"Kitajima,Kaoru;",W,3-4,MCCA,3170
BOT,2010C,$81.00,0608,3,T R,5,MCCB,G108,INTRODUCTORY BOTANY,"Kitajima,Kaoru;",T,7-8,MCCA,3170
BOT,2010C,$81.00,0609,3,T R,5,MCCB,G108,INTRODUCTORY BOTANY,"Kitajima,Kaoru;",W,6-7,MCCA,3170
BOT,2710C,$96.50,0611,3,T R,2,BAR,0211,PRAC PLANT TAXONOMY,"Judd,Walter S;",R,6-8,MCCA,3170
BOT,2710C,$96.50,0613,3,T R,2,BAR,0211,PRAC PLANT TAXONOMY,"Judd,Walter S;",F,6-8,MCCA,3170
BOT,2710C,$96.50,1129,3,T R,2,BAR,0211,PRAC PLANT TAXONOMY,"Judd,Walter S;",F,2-4,MCCA,3170
BOT,2800C,$100.50,0615,3,T R,10,BAR,0211,PLANTS IN HUM AFFAIRS,STAFF;,R,7-8,MCCA,3190
BOT,2800C,$100.50,0616,3,T R,10,BAR,0211,PLANTS IN HUM AFFAIRS,STAFF;,R,11E1,MCCA,3190
BOT,3151C,$40.46,0617,3,W,E1E2,MCCA,3190,LOCAL FLORA,STAFF;,S,1-4,MCCA,3190
BOT,4053,,DEPT,2,TBA,,,,PRAC EXP TEACH BOTANY,"Judd,Walter S;",,,,
BOT,4905,,DEPT,VAR,TBA,,,,INDIV STUDIES IN BOT,STAFF;,,,,
BOT,4935,$39.00,DEPT,VAR,TBA,,,,SPECIAL TOPICS,STAFF;,,,,
BOT,4935,$39.00,7638,4,M W F,3,MCCA,3190,PLANT ANATOMY,"McDaniel,Stuart;",M W,6-8,MCCA,3190
BOT,4935,$39.00,9457,2,T,10,MCCB,3124,BIOINFORMATICS,"Burleigh,John Gordon;",R,1011,MCCB,3124
BOT,5225C,$39.00,6742,4,M W F,3,MCCA,3190,PLANT ANATOMY,"McDaniel,Stuart;",M W,6-8,MCCA,3190
BOT,6905,,DEPT,VAR,TBA,,,,IND STUDIES BOTANY,STAFF;,,,,
BOT,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
BOT,6927,,DEPT,1,TBA,,,,SYSTEMATICS JRN CLUB,STAFF;,,,,
BOT,6935,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,STAFF;,,,,
BOT,6935,,8346,4,M W,3,RNK,0106,MOLECULAR SYSTEMATICS,"Soltis,Douglas Edward;Soltis,Pamela S;",T R,6-8,PSY,0129
BOT,6935,,8365,1,TBA,,,,HERBARIUM MANAGEMENT,"Judd,Walter S;",,,,
BOT,6936,,DEPT,VAR,T R,8-9,BAR,0211,GRAD STUDENT SEMINAR,STAFF;,,,,
BOT,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
BOT,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
BOT,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
PCB,5338,,5524,3,M W,7-8,BLK,0315,PRINCPLS ECOSYS ECOL,"Mack,Michelle C;",,,,
BSC,3402,,6604,2,W,5-6,WEIL,0273,THRY/PRACT IN BIO SCI,"Smocovitis,Vassiliki B;",,,,
BSC,3402,,8418,2,W,3-4,BEN,0328,THRY/PRACT IN BIO SCI,"Brockmann,H J;",,,,
PCB,3063,$15.00,4334,4,M W,9-10,BAR,0211,GENETICS,"Barbazuk,William Bradley;",,,,
PCB,3063,$15.00,4608,4,T R,3-4,WEIL,0270,GENETICS,"Wayne,Marta L;",,,,
PCB,4043C,$47.00,3619,4,T R,3-4,BAR,0211,GENERAL ECOLOGY,"Schuur,Edward A;Silliman,Brian;",F,6-9,CRR,0120
PCB,4043C,$47.00,6792,4,T R,3-4,BAR,0211,GENERAL ECOLOGY,"Schuur,Edward A;Silliman,Brian;",M,6-9,CRR,0120
PCB,4043C,$47.00,6793,4,T R,3-4,BAR,0211,GENERAL ECOLOGY,"Schuur,Edward A;Silliman,Brian;",W,6-9,CRR,0120
PCB,4043C,$47.00,6800,4,T R,3-4,BAR,0211,GENERAL ECOLOGY,"Schuur,Edward A;Silliman,Brian;",R,6-9,CRR,0120
PCB,4043C,$47.00,6810,4,T R,3-4,BAR,0211,GENERAL ECOLOGY,"Schuur,Edward A;Silliman,Brian;",T,6-9,CRR,0120
PCB,4674,,3757,4,T R,5-6,BAR,0211,EVOLUTION,"Baer,Charles;",W,5-6,CRR,0110
PCB,4674,,3760,4,T R,5-6,BAR,0211,EVOLUTION,"Baer,Charles;",R,7-8,BAR,B023
PCB,4674,,9766,4,T R,5-6,BAR,0211,EVOLUTION,"Baer,Charles;",F,5-6,CRR,0110
PCB,4723C,$3.00,4613,5,T R,7-8,MCCA,G186,PHYS/MOL BIO OF ANIMS,"Lillywhite,Harvey B;",M,7-9,WEIL,0412
PCB,4723C,$3.00,4615,5,T R,7-8,MCCA,G186,PHYS/MOL BIO OF ANIMS,"Lillywhite,Harvey B;",W,7-9,WEIL,0412
PCB,4723C,$3.00,5047,5,T R,7-8,MCCA,G186,PHYS/MOL BIO OF ANIMS,"Lillywhite,Harvey B;",F,7-9,WEIL,0412
PCB,4723C,$3.00,5050,5,T R,7-8,MCCA,G186,PHYS/MOL BIO OF ANIMS,"Lillywhite,Harvey B;",M,3-5,WEIL,0410
PCB,4723C,$3.00,5052,5,T R,7-8,MCCA,G186,PHYS/MOL BIO OF ANIMS,"Lillywhite,Harvey B;",T,3-5,WEIL,0410
PCB,4723C,$3.00,5054,5,T R,7-8,MCCA,G186,PHYS/MOL BIO OF ANIMS,"Lillywhite,Harvey B;",W,3-5,WEIL,0410
PCB,6049,,DEPT,3,M,6-8,NRN,0184,QSE3 WORKSHOP,"Osenberg,Craig Warren;",,,,
PCB,6049,,DEPT,1,W,7-8,BLK,0415,SPATIAL DYNCOLLOQUIUM,"Osenberg,Craig Warren;",,,,
PCB,6049,,DEPT,1,W,7-8,RNK,0210,SPATIAL DYNCOLLOQUIUM,"Osenberg,Craig Warren;",,,,
ZOO,2303C,$56.00,DEPT,4,M W F,6,FLG,0220,VERTEBRATE ZOOLOGY,"Darner,Rebekka L;",M,7-9,CRR,0110
ZOO,2303C,$56.00,1978,4,M W F,6,FLG,0220,VERTEBRATE ZOOLOGY,"Darner,Rebekka L;",T,7-9,CRR,0110
ZOO,2303C,$56.00,2021,4,M W F,6,FLG,0220,VERTEBRATE ZOOLOGY,"Darner,Rebekka L;",W,7-9,CRR,0110
ZOO,2303C,$56.00,2022,4,M W F,6,FLG,0220,VERTEBRATE ZOOLOGY,"Darner,Rebekka L;",R,7-9,CRR,0110
ZOO,2303C,$56.00,5072,4,M W F,6,FLG,0220,VERTEBRATE ZOOLOGY,STAFF;,F,7-9,CRR,0110
ZOO,3603C,$3.00,7357,4,T R,3-4,MCCB,G086,EVOLU DEVELOPME BIOL,"Levy,Hazel C;",,,,
ZOO,3713C,$100.00,4623,4,M W F,2,FLG,0220,FUNCT VERT ANATOMY,"Holliday,Jill A;",M,7-10,CRR,0109
ZOO,3713C,$100.00,4624,4,M W F,2,FLG,0220,FUNCT VERT ANATOMY,"Holliday,Jill A;",T,7-10,CRR,0109
ZOO,3713C,$100.00,4625,4,M W F,2,FLG,0220,FUNCT VERT ANATOMY,"Holliday,Jill A;",W,7-10,CRR,0109
ZOO,3713C,$100.00,4626,4,M W F,2,FLG,0220,FUNCT VERT ANATOMY,"Holliday,Jill A;",R,7-10,CRR,0109
ZOO,3713C,$100.00,4627,4,M W F,2,FLG,0220,FUNCT VERT ANATOMY,"Holliday,Jill A;",F,7-10,CRR,0109
ZOO,4905,,DEPT,VAR,TBA,,,,INDIV STUDIES ZOOLOGY,STAFF;,,,,
ZOO,4926,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,STAFF;,,,,
ZOO,4926,,7979,4,M W F,3,MCCB,1108,MAMMALOGY,"Reed,David Lee;",R,4-6,CRR,0110
ZOO,4940,,DEPT,2,TBA,,,,TEACHING INTERNSHIP,STAFF;,,,,
ZOO,5486C,$5.00,5793,4,M W F,3,MCCB,1108,MAMMALOGY,"Reed,David Lee;",R,4-6,CRR,0110
ZOO,6005,$15.00,DEPT,4,M W,4-5,CRR,0109,INTEGRATED PRINCPLS 1,STAFF;,F,4-6,CRR,0109
ZOO,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDIES,STAFF;,,,,
ZOO,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
ZOO,6920,,DEPT,1,T R,8-9,BAR,0211,COLLOQUIUM,STAFF;,,,,
ZOO,6927,,DEPT,VAR,R,1011,CRR,0110,SPICE SEMINAR,STAFF;,,,,
ZOO,6927,,DEPT,1,T,7-8,ROG,0106,GRADUATE ORIENTATION,STAFF;,,,,
ZOO,6927,,7856,2,R,5-6,MAT,0114,SEM. IN MOLECULAR EVO,"Miyamoto,Michael Masao;",,,,
ZOO,6927,,7857,2,W,8-9,ROG,0129,MACRO ECOLOGY,"Gillooly,James F;",,,,
ZOO,6927,,8157,3,T R,3-4,BLK,0315,QUANT. METH ECOLOGY,"Osenberg,Craig Warren;",,,,
ZOO,6927,,DEPT,1,W,2,PSY,0129,BIO LAB INSTRUCT METH,STAFF;,,,,
ZOO,6927,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,STAFF;,,,,
ZOO,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
ZOO,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
ZOO,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
BME,1008,,7901,1,W,9,NPB,1002,INTRO BIOMED ENGINEER,"Wheeler,Bruce;",,,,
BME,5401,,DEPT,3,M W F,3,NEB,0350,BIOMED ENGR & PHYS 1,"Gilland,David R;Van Oostrom,Johannes H;",,,,
BME,5407,,DEPT,3,M W F,4,NEB,0350,MOLECULAR BIOMED ENGN,"Ogle,William O;",,,,
BME,5703,,DEPT,3,M W F,9,NEB,0350,COMP METH BIOMED ENG,"Ding,Mingzhou;",,,,
BME,6010,,DEPT,3,F,5,HPNP,G109,CLIN PRECEPTORSHIP,"Carney,Paul Richard;",,,,
BME,6330,,5616,3,T,7,NEB,0350,CELL/TISSUE ENGINEER,"Keselowsky,Benjamin G;",R,7-8,NEB,0350
BME,6502,,8622,3,T,8-9,NEB,0350,INTRO TO MEDICAL IMAG,"Jiang,Huabei;",R,9,NEB,0350
BME,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
BME,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
BME,6936,,4269,1,M,5-6,MBI,G110A,BIOMED ENGR SEMINAR,STAFF;,,,,
BME,6938,,6052,3,T,2-3,NEB,0350,CANCER BIO DIAG THER,"Sorg,Brian S;",R,3,NEB,0350
BME,6938,,8132,3,T,4-6,BMS,J380,NEUROBIOLOGY SPEC TOP,"Ormerod,Brandi K;",,,,
BME,6938,,8235,3,M W F,8,NEB,0350,ENG CARDIOVASC TISSUE,"McFetridge,Peter S;",,,,
BME,6938,,DEPT,VAR,TBA,,,,BME INTERNSHIP,STAFF;,,,,
BME,6938,,9407,3,M W F,7,NEB,0350,FINITE ELEMENT MODEL,"Sadleir,Rosalind Jane;",,,,
BME,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
BME,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
BME,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
BCN,1001,,3407,1,M,5,RNK,0110,INTRO BUILD CONSTRUCT,"Oppenheim,Paul;",,,,
BCN,1210,,0626,3,M W F,6,RNK,0110,CONSTRN MATERIALS,"Fobair,Richard C,II;",,,,
BCN,1251C,,0627,3,T R,8-9,RNK,0210,CONSTRUCTION DRAWING,"La Fate,Jourdona Y;",,,,
BCN,1251C,,0628,3,M W,4-5,RNK,0240,CONSTRUCTION DRAWING,"La Fate,Jourdona Y;",,,,
BCN,1582,,0256,3,T,6-7,RNK,0110,INTERNAT SUSTAIN DEV,"Ries,Robert;",R,6,RNK,0110
BCN,2405C,,DEPT,4,M,7-8,RNK,0238,CONSTRUC MECHANICS,"Shanker,Ajay;",F,4-5,RNK,0215
BCN,2405C,,DEPT,4,M,7-8,RNK,0238,CONSTRUC MECHANICS,"Shanker,Ajay;",F,8-9,RNK,0215
BCN,3012,,4572,3,M W F,2,RNK,0106,HISTORY OF CONSTRN,"Dukes,Walter Edward;",,,,
BCN,3027C,,DEPT,3,M W,4,RNK,0220,INTRO CONSTRUCT MGMT,"Dukes,Walter Edward;",R,4-5,RNK,0220
BCN,3027C,,DEPT,3,M W,3,RNK,0220,INTRO CONSTRUCT MGMT,"Dukes,Walter Edward;",R,6-7,RNK,0220
BCN,3223C,$10.00,DEPT,3,M W,3,RNK,0230,SOILS & CONCRETE,"Muszynski,Larry C;",F,3-4,RNK,0230
BCN,3223C,$10.00,DEPT,3,M W,5,RNK,0230,SOILS & CONCRETE,"Muszynski,Larry C;",F,5-6,RNK,0230
BCN,3223C,$10.00,DEPT,3,M W,7,RNK,0230,SOILS & CONCRETE,"Muszynski,Larry C;",R,5-6,RNK,0106
BCN,3224C,$30.00,DEPT,3,M W,2,RNK,0238,CONSTRUCT TECHNIQUES,"Sullivan,James G;",F,2-3,RNK,0225
BCN,3224C,$30.00,DEPT,3,M W,2,RNK,0238,CONSTRUCT TECHNIQUES,"Sullivan,James G;",F,4-5,RNK,0225
BCN,3224C,$30.00,DEPT,3,M W,4,RNK,0106,CONSTRUCT TECHNIQUES,"Sullivan,James G;",F,6-7,RNK,0106
BCN,3255C,$30.00,DEPT,3,T R,2-3,RNK,0240,GRAPHIC COMMUNICATION,"Olbina,Svetlana;",,,,
BCN,3255C,$30.00,DEPT,3,M W,6-7,RNK,0240,GRAPHIC COMMUNICATION,"Olbina,Svetlana;",,,,
BCN,3255C,$30.00,DEPT,3,M W,2-3,RNK,0240,GRAPHIC COMMUNICATION,"Olbina,Svetlana;",,,,
BCN,3281C,,DEPT,2,T,7,RNK,0140,CONSTRUC METHODS LAB,"Sullivan,James G;",T,8-9,RNK,0140
BCN,3281C,,DEPT,2,T,7,RNK,0140,CONSTRUC METHODS LAB,"Sullivan,James G;",W,7-8,RNK,0140
BCN,3281C,,DEPT,2,T,7,RNK,0140,CONSTRUC METHODS LAB,"Sullivan,James G;",W,9-10,RNK,0140
BCN,3281C,,DEPT,2,R,3-5,RNK,0140,CONSTRUC METHODS LAB,"Sullivan,James G;",,,,
BCN,3431C,,DEPT,3,M W,5,RNK,0238,STRUCTURES,"Shanker,Ajay;",F,2-3,RNK,0220
BCN,3431C,,DEPT,3,M W,5,RNK,0238,STRUCTURES,"Shanker,Ajay;",F,4-5,RNK,0220
BCN,3521C,$10.00,DEPT,2,T,5,RNK,0238,ELECTRICAL SYSTEMS,STAFF;,R,5,RNK,0125
BCN,3521C,$10.00,DEPT,2,T,5,RNK,0238,ELECTRICAL SYSTEMS,STAFF;,R,7,RNK,0125
BCN,3611C,$30.00,DEPT,3,M W,4,RNK,0238,CONSTRUC ESTIMATING 1,STAFF;,R,4-5,RNK,0215
BCN,3611C,$30.00,DEPT,3,M W,4,RNK,0238,CONSTRUC ESTIMATING 1,STAFF;,R,7-8,RNK,0215
BCN,3700,$10.00,DEPT,3,T,2-3,RNK,0238,CONSTRUCTN CONTRACTS,"Cook,Michael John;",R,2,RNK,0238
BCN,3735,,DEPT,3,M W F,2,RNK,0215,SAFETY/HEALTH/ENVIRON,"Hinze,Jimmie Wayne;",,,,
BCN,3735,,DEPT,3,M W F,3,RNK,0215,SAFETY/HEALTH/ENVIRON,"Hinze,Jimmie Wayne;",,,,
BCN,4023,,DEPT,3,M,7-8,RNK,0106,CREAT AFFORDABLE HOUS,STAFF;,W,7,RNK,0106
BCN,4423C,,DEPT,3,M,4-5,RNK,0140,TEMPORARY STRUCTURES,"Obonyo,Esther Adhiambo;",W,2-3,RNK,0210
BCN,4423C,,DEPT,3,M,4-5,RNK,0140,TEMPORARY STRUCTURES,"Obonyo,Esther Adhiambo;",W,4-5,RNK,0210
BCN,4510C,$20.00,DEPT,4,M WRF,3,RNK,0110,MECHANICAL SYSTEMS,"Oppenheim,Paul;",F,2,RNK,0125
BCN,4510C,$20.00,DEPT,4,M WRF,3,RNK,0110,MECHANICAL SYSTEMS,"Oppenheim,Paul;",F,4,RNK,0125
BCN,4612C,$30.00,DEPT,3,M W,4,RNK,0110,CONSTRUC ESTIMATING 2,"Cook,Michael John;",R,4-5,RNK,0210
BCN,4612C,$30.00,DEPT,3,M W,4,RNK,0110,CONSTRUC ESTIMATING 2,"Cook,Michael John;",R,6-7,RNK,0210
BCN,4709C,,DEPT,3,M,2-3,RNK,0140,CONSTRN PROJ MANAGMNT,"Lucas,Elmer D;",W,2-3,RNK,0225
BCN,4709C,,DEPT,3,M,2-3,RNK,0140,CONSTRN PROJ MANAGMNT,"Lucas,Elmer D;",W,4-5,RNK,0225
BCN,4712C,,DEPT,3,T,4-5,RNK,0110,LDRSHP/MGMT IN CONSTR,"Kibert,Charles Joseph;",R,2-3,RNK,0225
BCN,4712C,,DEPT,3,T,4-5,RNK,0110,LDRSHP/MGMT IN CONSTR,"Kibert,Charles Joseph;",R,4-5,RNK,0225
BCN,4720,$5.00,DEPT,3,T,5-6,RNK,0240,CONSTRN PLNG & CONTRL,"Smailes,Richard Lee;",R,7,RNK,0240
BCN,4720,$5.00,DEPT,3,T,7-8,RNK,0240,CONSTRN PLNG & CONTRL,"Smailes,Richard Lee;",R,8,RNK,0240
BCN,4753,,DEPT,3,M W,2,RNK,0110,CONSTRUCTION FINANCE,STAFF;,F,5,RNK,0110
BCN,4787C,$7.00,DEPT,3,T,2-3,RNK,0110,CONSTR CAPSTONE PRJCT,"Smailes,Richard Lee;",R,2-3,RNK,0230
BCN,4787C,$7.00,DEPT,3,T,2-3,RNK,0110,CONSTR CAPSTONE PRJCT,"Smailes,Richard Lee;",R,4-5,RNK,0230
BCN,4905,,DEPT,3,M WR,6,RNK,0215,DESIGN-BLD DELIV METH,"Lucas,Elmer D;",,,,
BCN,4905,,DEPT,3,M,7-8,RNK,0225,HIGH PERFORM. BLDGS.,"Ries,Robert;",W,7,RNK,0225
BCN,4905,,DEPT,3,M,7-8,RNK,0220,MTDS & MGMT HEAVY/HWY,"Minchin,Robert E,Jr;",W,7,RNK,0220
BCN,4905,,DEPT,VAR,TBA,,,,SPECIAL STUDIES,"Oppenheim,Paul;",,,,
BCN,4949,,DEPT,3,TBA,,,,CONSTRU MANAGE INTERN,"Oppenheim,Paul;",,,,
BCN,5470,,DEPT,3,T,4-5,RNK,0106,CONSTRN METH IMPRVMNT,"Lucas,Elmer D;",W,9,RNK,0210
BCN,5618C,$30.00,DEPT,3,M W,5-6,RNK,0220,COMPREHEN ESTIMATING,"Chini,Abdol Reza;",,,,
BCN,5705C,,DEPT,3,T,8-9,RNK,0225,PROJ MANAGE CONSTRUC,STAFF;,R,7-8,RNK,0225
BCN,5715,,DEPT,3,T,10E1,RNK,0215,ADV CONSTRUC LABOR,"Minchin,Robert E,Jr;",,,,
BCN,5722,$7.00,DEPT,3,M,5-6,RNK,0225,ADV CONSTRU PLAN/CONT,"Flood,Ian;",W,6,RNK,0225
BCN,5776,,DEPT,3,M W,8,RNK,0230,INTNL CONS BUS MANAGE,"Flood,Ian;",R,9,RNK,0230
BCN,5789C,$7.00,DEPT,3,T,2-3,RNK,0110,CONSTRU PROJECT DEL,"Smailes,Richard Lee;",R,2-3,RNK,0230
BCN,5905,,1613,3,M WR,6,RNK,0215,DESIGN-BUILD DEL METH,"Lucas,Elmer D;",,,,
BCN,5905,,DEPT,3,M,7-8,RNK,0220,METH. & MGMT.-HWY CON,STAFF;,W,7,RNK,0220
BCN,5905,,DEPT,VAR,TBA,,,,SPECL STUDIES CONSTRN,STAFF;,,,,
BCN,5949,,DEPT,3,TBA,,,,GRADUATE INTERNSHIP,STAFF;,,,,
BCN,6036,,DEPT,3,T,2-3,RNK,0210,RESEARCH METH CONSTRU,STAFF;,R,2,RNK,0210
BCN,6585,,DEPT,3,M,9-11,RNK,0110,SUSTAINABLE CONSTRUC,"Kibert,Charles Joseph;Ries,Robert;",,,,
BCN,6748,,DEPT,3,W,10E1,RNK,0110,CONSTRUCTION LAW,"Issa,Raja Raymond A;",,,,
BCN,6905,,DEPT,VAR,TBA,,,,DIRECTED INDEP STUDY,STAFF;,,,,
BCN,6934,,DEPT,VAR,TBA,,,,CONSTRUCTION RESEARCH,STAFF;,,,,
BCN,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
BCN,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
FES,3284,,DEPT,3,,,WEB,,MANAGE EMERG MED SERV,"Klingensmith,Barbara Lynn;",,,,
ICM,5905,,DEPT,3,,,WEB,,EMERG/DISASTER PLANN,STAFF;,,,,
GEB,2951,,DEPT,1,TBA,,,,SPECIAL PROJECTS-GEB,"Rossi,William J;",,,,
GEB,3035,,8115,4,,,WEB,,EFFECTIVE CAREER MGMT,STAFF;,,,,
GEB,3035,,DEPT,4,,,WEB,,EFFECTIVE CAREER MGMT,STAFF;,,,,
GEB,3035,,9172,4,,,WEB,,EFFECTIVE CAREER MGMT,"Ray,Brian D;Silbert,Megan E;",,,,
GEB,3213,,2322,3,M,10,TUR,L007,PROF BUSINESS WRITING,"Barnes,Fiona R;Crockett,Jay B;",M W,8,MAT,0118
GEB,3213,,2323,3,M,10,TUR,L007,PROF BUSINESS WRITING,"Barnes,Fiona R;Crockett,Jay B;",M W,9,GER,0228
GEB,3213,,4611,3,M,10,TUR,L007,PROF BUSINESS WRITING,"Barnes,Fiona R;Wesner,Kearston Lee;",T R,6,MAT,0118
GEB,3213,,6062,3,M,10,TUR,L007,PROF BUSINESS WRITING,"Barnes,Fiona R;Kelley,Carolyn A;",M W,3,MAT,0118
GEB,3213,,8836,3,M,10,TUR,L007,PROF BUSINESS WRITING,"Barnes,Fiona R;Takata,Yukari;",M W,8,AND,0032
GEB,3213,,9212,3,M,10,TUR,L007,PROF BUSINESS WRITING,"Barnes,Fiona R;Kelley,Carolyn A;",M W,4,MAT,0118
GEB,3213,,9216,3,M,10,TUR,L007,PROF BUSINESS WRITING,"Barnes,Fiona R;Hallam,Stephen P;",M W,9,GER,0122
GEB,3213,,9219,3,M,10,TUR,L007,PROF BUSINESS WRITING,"Barnes,Fiona R;Bleakney,Sarah W;",T R,3,MAT,0118
GEB,3213,,9220,3,M,10,TUR,L007,PROF BUSINESS WRITING,"Barnes,Fiona R;Bleakney,Sarah W;",T R,4,MAT,0118
GEB,3213,,9221,3,M,10,TUR,L007,PROF BUSINESS WRITING,"Barnes,Fiona R;Wesner,Kearston Lee;",T R,5,MAT,0118
GEB,3213,,9223,3,M,10,TUR,L007,PROF BUSINESS WRITING,"Barnes,Fiona R;Mukhopadhyay,Aniruddha;",T R,9,GER,0229
GEB,3213,,9226,3,M,10,TUR,L007,PROF BUSINESS WRITING,"Barnes,Fiona R;Mukhopadhyay,Aniruddha;",T R,10,GER,0229
GEB,3218,,0820,3,T,5,CLB,C130,PROFESSIONAL SPEAKING,"Webster,Stephanie M;",W,5-6,MAT,0118
GEB,3218,,0838,3,T,5,CLB,C130,PROFESSIONAL SPEAKING,"Kish,Gerald R;",R,1011,GER,0121
GEB,3218,,2908,3,T,5,CLB,C130,PROFESSIONAL SPEAKING,"Kish,Gerald R;",W,E1E2,MAT,0114
GEB,3218,,5300,3,T,5,CLB,C130,PROFESSIONAL SPEAKING,"Webster,Stephanie M;",M,4-5,MAT,0114
GEB,3218,,5357,3,T,5,CLB,C130,PROFESSIONAL SPEAKING,"Webster,Stephanie M;",W,3-4,MAT,0114
GEB,3218,,5650,3,T,5,CLB,C130,PROFESSIONAL SPEAKING,"Kish,Gerald R;",W,1011,GER,0122
GEB,3218,,8509,3,T,5,CLB,C130,PROFESSIONAL SPEAKING,"Kish,Gerald R;",R,E1E2,MAT,0118
GEB,3373,,1951,4,T R,1-2,STZ,0104,INTL BUSINESS,"Crum,Roy L;",,,,
GEB,3373,,1953,4,,,WEB,,INTL BUSINESS,"Crum,Roy L;",,,,
GEB,3373,,1956,4,,,WEB,,INTL BUSINESS,"Crum,Roy L;",,,,
GEB,3373,,1989,4,,,WEB,,INTL BUSINESS,"Crum,Roy L;",,,,
GEB,3373,,DEPT,4,,,WEB,,INTL BUSINESS,"Crum,Roy L;",,,,
GEB,3373,,DEPT,4,,,WEB,,INTL BUSINESS,"Crum,Roy L;",,,,
GEB,3373,,DEPT,4,,,WEB,,INTL BUSINESS,"Crum,Roy L;",,,,
GEB,3373,,DEPT,4,,,WEB,,INTL BUSINESS,"Crum,Roy L;",,,,
GEB,3373,,DEPT,4,,,WEB,,INTL BUSINESS,"Crum,Roy L;",,,,
GEB,3523,,DEPT,2,M,6-7,BRY,0232,BUSINESS CSE ANALYSIS,"Funderburke,Joshua Wa;",,,,
GEB,4905,,4983,VAR,TBA,,,,INDIVIDUAL WORK,"Ray,Brian D;",,,,
GEB,4906,,DEPT,1,TBA,,,,UNIVERSITY SCHOLARS,"Ray,Brian D;",,,,
GEB,4930,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,"Ray,Brian D;",,,,
GEB,4930,,DEPT,VAR,TBA,,,,INDEPENDENT STUDIES,STAFF;,,,,
GEB,4930,,8234,1,F,3,STZ,0101,TRANSFER SUCCESS SEM,STAFF;,,,,
GEB,4930,,DEPT,1,TBA,,,,SPECIAL TOPICS,STAFF;,,,,
GEB,4932,,DEPT,2,T R,8-9,BRY,0232,PROF DEVELOP MODULE,"Funderburke,Joshua Wa;",,,,
GEB,4941,,DEPT,1,TBA,,,,INTERNSHIP,"Byrnes,Erica L;Crawford,Katrice G;Little,Jaime R;",,,,
GEB,4941,,DEPT,1,TBA,,,,INTERNSHIP,"Dedow,Lindsey J;Guffin,Derek A;Harris,Lesley A;",,,,
GEB,4941,,DEPT,1,TBA,,,,INTERNSHIP,"Coe,Catherine Faye;Ward,Kari S;",,,,
GEB,4941,,DEPT,VAR,TBA,,,,INTERNSHIP,"Ray,Brian D;",,,,
GEB,4956,,DEPT,VAR,TBA,,,,INTERNATIONAL STUDIES,"Ray,Brian D;",,,,
GEB,4970,,DEPT,1,TBA,,,,HONORS THESIS,"Ray,Brian D;",,,,
GEB,5212,,DEPT,1,R,7-8,HGS,120A,PROFESSIONAL WRITING,"Douglas,J Yellowlees;",,,,
GEB,5212,,DEPT,1,F,5-6,HGS,140,PROFESSIONAL WRITING,STAFF;,,,,
GEB,5212,,DEPT,1,F,5-6,HGS,340,PROFESSIONAL WRITING,"McCawley,Dorothy J;",,,,
GEB,5212,,DEPT,1,T,3-4,HGS,120A,PROFESSIONAL WRITING,"McCawley,Dorothy J;",,,,
GEB,5215,,DEPT,1,R,5-6,HGS,120A,PROFESSIONL COMMUNICA,"Limon,Matthew S;",,,,
GEB,5215,,DEPT,1,F,3-4,HGS,340,PROFESSIONL COMMUNICA,"Webster,Stephanie M;",,,,
