coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
ADV,3001,,0054,3,M W F,3,WEIM,1084,ADVERTISING STRATEGY,"Kim,Dae-hee;",,,,
ADV,3001,,2866,3,T,3-4,FLG,0230,ADVERTISING STRATEGY,STAFF;,R,4,FLG,0230
ADV,3008,,0052,3,T,3-4,WEIM,1064,PRINCIPLE OF ADVERTIS,"DiPasquale,Dennis A;",R,3,WEIM,1064
ADV,3008,,1903,3,T,7,WEIM,1064,PRINCIPLE OF ADVERTIS,"Weigold,Michael Fredrick;",R,7-8,WEIM,1064
ADV,3203,,6040,3,T,6-7,FLG,0220,INTRO DESIGN/GRAPHICS,"Elias,Troy;",R,6,FLG,0220
ADV,3500,,2354,3,M W F,5,WEIM,1084,ADVERTISING RESEARCH,"Park,Sun Young;",,,,
ADV,3500,,2358,3,T,4-5,WEIM,1084,ADVERTISING RESEARCH,"Kim,Hyojin;",R,5,WEIM,1084
ADV,3500,,DEPT,3,TBA,,,,ADVERTISING RESEARCH,STAFF;,,,,
ADV,3502,,8589,3,T,7-8,WEIM,1084,ADVERTISING SALES,"Starr,Walter J;",R,7,WEIM,1084
ADV,4101,$13.50,0060,3,W,6-7,WEIM,1094,COPY & VISUALIZATION,"Elias,Troy;",R,3-4,WEIM,3024
ADV,4101,$13.50,2944,3,M,4-5,WEIM,G030,COPY & VISUALIZATION,STAFF;,W,6-7,WEIM,2056
ADV,4101,$13.50,DEPT,3,W,6-7,WEIM,1094,COPY & VISUALIZATION,"Guthrie,Kevin L;",W,9-10,WEIM,2050
ADV,4101,$13.50,DEPT,3,W,5,WEIM,1094,COPY & VISUALIZATION,STAFF;,,,,
ADV,4101,$13.50,DEPT,3,T,5-6,DAU,0342,COPY & VISUALIZATION,"Elias,Troy;",R,6-7,WEIM,2056
ADV,4101,$13.50,8883,3,T,8-9,WEIM,2056,COPY & VISUALIZATION,"Cozart,Christina Loosli;",R,8-9,WEIM,2050
ADV,4101,$13.50,9696,3,T,4-5,WEIM,1090,COPY & VISUALIZATION,"Duke,Lisa Lee;",R,4-5,WEIM,2056
ADV,4300,,6047,3,M W F,3,FLG,0210,MEDIA PLANNING,"Kim,Jinsoo;",,,,
ADV,4300,,7420,3,T,8-9,FLG,0260,MEDIA PLANNING,"Zheng,Lu;",R,9,FLG,0260
ADV,4300,,DEPT,3,T,8-9,FAC,0120,MEDIA PLANNING,STAFF;,R,9,FAC,0120
ADV,4400,,DEPT,3,,,WEB,,INTERNATNL ADVERTISNG,"Morton,Cynthia R;",,,,
ADV,4400,,DEPT,3,,,WEB,,INTERNATNL ADVERTISNG,"Rhee,Eun Soo;",,,,
ADV,4800,$13.50,0068,3,M,2-3,WEIM,1070,ADVERTISING CAMPAIGNS,"Treise,Deborah M;",W,2,WEIM,1070
ADV,4800,$13.50,3523,3,T,5-7,WEIM,G030,ADVERTISING CAMPAIGNS,"Wilson,David Winslow;",,,,
ADV,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL PROBLEMS,"Sutherland,John C;",,,,
ADV,4930,,7040,3,T,3,WEIM,1078,TRENDS & ISSUES IN AD,"Morris,Jon D;",R,3-4,WEIM,1078
ADV,4930,,DEPT,2,W,9-10,WEIM,1064,SPECIAL STUDY IN ADV,"Sutherland,John C;",,,,
ADV,4930,,8308,3,M,4-5,WEIM,1094,EMERGING MEDIA & ADV,"Lee,Chunsik;",W,4,WEIM,1094
ADV,4931,,5982,2,,,WEB,,ETHICS & PROBS IN ADV,"Jung,Wan Seop;",,,,
ADV,4940,,DEPT,VAR,TBA,,,,ADVERTISING INTERNSHP,"Sutherland,John C;",,,,
AFA,2000,,5460,3,M W F,3,LIT,0217,INTR AFRICAN AMER STU,STAFF;,,,,
AFA,2000,,6024,3,R,5-7,LIT,0239,INTR AFRICAN AMER STU,"Nunn,Patricia Hilliard;",,,,
AFA,3360,,5276,3,M W F,3,TUR,2334,ARC AFRICAN-AMER LIFE,"Davidson,James M;",,,,
AFA,3362,,3457,3,T,2-3,TUR,2322,UP FROM SLAVERY,"Baber,Willie L;",R,3,TUR,1315
AFA,3363,,0174,3,T,9-11,LIT,0201,BLK EXP:PSYCH PERSPEC,"Conwill,William Louis;",,,,
AFA,3915C,,6522,3,T,5-6,LIT,0201,MENTORING AT-RISK YTH,"Evans,Stephanie Y;",R,6,LIT,0201
AFA,3930,,0023,3,T,5-7,MCCB,1108,THEOR BLACK AMERICA,"Nunn,Patricia Hilliard;",,,,
AFA,3930,,2452,3,M,8-10,AND,0034,CIVIL RGHT & RELIGION,"Simmons,Gwendolyn Delores;",,,,
AFA,3930,,2468,3,W,8-10,AND,0034,WOMEN OF COLOR IN US,"Evans,Stephanie Y;",,,,
AFA,3930,,3321,3,T,8-9,TUR,2350,AFRICAN AMER POLITICS,"Austin,Sharon Denise;",R,9,TUR,2342
AFA,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
AFA,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
AFA,4936,,5281,3,M,8-10,FLI,0101,AFRICAN-AM SEN SEM 1,"Thomas-Houston,Marilyn M;",,,,
AFS,2002,,7124,3,T,8-9,TUR,L011,AFRICAN EXPERIENCE,STAFF;,R,9,TUR,L011
AFS,4330,,8112,3,T,4,AND,0019,WOMEN POLITICS AFRICA,"Leslie,Agness N;",R,4-5,AND,0021
AFS,4350,,7032,3,T,7,LIT,0203,HIV/AIDS IN AFRICA,"Sullivan,Noelle C;",R,7-8,MAT,0105
AFS,4905,,5462,4,T R,7-8,BLK,0315,AFRICAN ECON DEV,"Serra,Renata;",,,,
AFS,4935,,5167,3,M W F,8,MAT,0006,ISLAM IN AFRICA,"Ostebo,Terje;",,,,
AFS,4935,,6538,3,M W F,4,TUR,2346,20TH CT AFRICAN WOMEN,"Obrien,Susan M;",,,,
AFS,4935,,6697,3,R,7-9,MAT,0251,URBAN AFRICA TODAY,"Leedy,Todd H;",,,,
AFS,4935,,6719,3,T,2-3,TUR,1315,ANTHRO MODERN AFRICA,"Kane,Abdoulaye;",R,3,TUR,2322
AFS,4935,,6856,3,T,8-9,TUR,2342,AFRICAN LANG & WORLD,"Bwenge,Charles M;",R,9,TUR,2350
AFS,4935,,8196,3,T,8,MCCB,2102,GOVERN/INT'L DEV AFR,"Mease,Kenneth W,Jr;",R,8-9,MCCB,2102
AFS,4935,,8285,3,M W F,3,AND,0034,AFRICAN POLITICS,"Leinweber,Ashley E;",,,,
AFS,5061,,7199,1,T,3,TUR,2303,AFRICANA BIBLIOGRAPHY,"Malanchuk,Peter P;Reboussin,Daniel A;",,,,
AFS,6905,,DEPT,1,TBA,,,,AFR STUDIE COLLOQUIUM,"Villalon,Leonardo Alfonso;",,,,
AFS,6905,,5164,3,M W F,8,MAT,0006,ISLAM IN AFRICA,"Ostebo,Terje;",,,,
AFS,6905,,5536,3,M,5-7,FAC,0116A,AFRICAN ART SEMINAR,"Rovine,Victoria L;",,,,
AFS,6905,,5538,3,T,8-10,CBD,0230,SEM IN MODERN AFRICA,"Obrien,Susan M;",,,,
AFS,6905,,5541,3,M,6-8,WEIL,0279,MIGRATION AND DEVELOP,"Kane,Abdoulaye;",,,,
AFS,6905,,6515,3,R,3-5,WEIM,1092,PRO.AREA MGMT.AFR/AM,"Child,Brian Anthony;",,,,
AFS,6905,,6579,3,T,8-10,CBD,0234,SEM AFRICAN POLITICS,"Villalon,Leonardo Alfonso;",,,,
AFS,6905,,DEPT,3,T,1-3,LIT,0203,DEV THEORY & PRACTICE,"Serra,Renata;",,,,
ABE,2012C,,0127,3,M W,4,ROG,0110,INTRO AGRIC/BIOL ENGR,"Leary,James Daniel;",M,8-9,ROG,0110
ABE,3042C,,0128,2,T R,4,ROG,0110,AGR & BIO ENG DESGN 1,"Scholtz,Richard V,III;",,,,
ABE,3612C,,0129,4,M W F,5,ROG,0129,HEAT/MASS TRANS BIOL,STAFF;,R,8-10,ROG,0129
ABE,4231C,$30.00,0490,4,M W F,3,ROG,0283,IRRIGA/DRAINAGE ENGR,"Scholtz,Richard V,III;",T,8-10,ROG,0151
ABE,4662,,8059,3,M W F,2,ROG,0283,QUANTIFICA BIOL PROC,"Correll,Melanie J;",,,,
ABE,4812,$15.00,0047,4,M W F,3,ROG,0110,FOOD ENGINEER UNIT OP,"Teixeira,Arthur A;",F,4-5,ROG,0110
ABE,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,"Leary,James Daniel;",,,,
ABE,4912,,DEPT,3,M W F,9,WEIL,0270,INTEG PROD/PROC DES 1,"Leary,James Daniel;",,,,
ABE,4931,,4191,1,R,6,ROG,0129,PROFESSIONAL ISSUES,"Turner,Allen E;",,,,
ABE,4932,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,"Leary,James Daniel;",,,,
ABE,4949,,DEPT,1,TBA,,,,CO-OP WORK EXPERIENCE,"Leary,James Daniel;",,,,
ABE,5332,,0090,3,M W,5-6,ROG,0283,ADV AGRIC STRUCTURES,"Bucklin,Ray A;",,,,
ABE,5442,,3754,3,T,4-5,ROG,0106,ADV PROCESS ENGINEER,"Pullammanappallil,P C;",R,5,ROG,0106
ABE,5643C,,3452,3,T R,3,ROG,0211,BIOLOGICAL SYS MODEL,"Kiker,Gregory A;",F,8-10,ROG,0211
ABE,5815C,,1532,4,M W F,3,ROG,0110,FOOD/BIOPROC ENGR DES,"Teixeira,Arthur A;",F,4-5,ROG,0110
ABE,6031,$40.00,0092,3,M W,7-8,ROG,0106,INSTR IN AGR ENG RES,"Burks,Thomas Francis;",,,,
ABE,6037C,,1054,3,T R,4-5,ROG,0283,REMOTE SENSING HYDROL,"Judge,Jasmeet;",,,,
ABE,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,"Bucklin,Ray A;",,,,
ABE,6931,,4190,1,M,7,ROG,0283,SEMINAR,"Turner,Allen E;",,,,
ABE,6933,,5107,3,T R,4-5,ROG,0211,NANOTECH-WATER RESRCH,"Gao,Bin;",,,,
ABE,6933,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,"Bucklin,Ray A;",,,,
ABE,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,"Bucklin,Ray A;",,,,
ABE,6971,,0141,VAR,TBA,,,,MASTERS RESEARCH,"Bucklin,Ray A;",,,,
ABE,6974,,DEPT,VAR,TBA,,,,NONTHESIS PROJECT,"Bucklin,Ray A;",,,,
ABE,6986,,1755,3,M W F,1,ROG,0129,AP MATH AG & BIO ENGR,"Overman,Allen R;",,,,
ABE,7979,,0143,VAR,TBA,,,,ADVANCED RESEARCH,"Bucklin,Ray A;",,,,
ABE,7980,,9755,VAR,TBA,,,,DOCTORAL RESEARCH,"Bucklin,Ray A;",,,,
CWR,6536,,2080,3,T R,6-7,ROG,0283,STOCH SUBSURF HYDROL,"Graham,Wendy Dimbero;",,,,
AEC,3030C,$15.23,0145,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,R,4-5,ROL,0306
AEC,3030C,$15.23,0146,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,R,4-5,ROL,0310
AEC,3030C,$15.23,0147,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,M,4-5,ROL,0306
AEC,3030C,$15.23,0148,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,M,4-5,ROL,0310
AEC,3030C,$15.23,0151,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,F,2-3,ROL,0306
AEC,3030C,$15.23,0152,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,F,2-3,ROL,0310
AEC,3030C,$15.23,0153,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,T,4-5,ROL,0306
AEC,3030C,$15.23,0154,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,T,4-5,ROL,0310
AEC,3030C,$15.23,0155,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,F,6-7,ROL,0306
AEC,3030C,$15.23,0156,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,F,6-7,ROL,0310
AEC,3030C,$15.23,1440,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,R,2-3,ROL,0306
AEC,3030C,$15.23,1530,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,R,2-3,ROL,0310
AEC,3030C,$15.23,3702,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,F,4-5,ROL,0310
AEC,3030C,$15.23,3703,3,T R,6,NPB,1001,EFFECT ORAL COMMUNICA,STAFF;,F,4-5,ROL,0306
AEC,3033C,$2.00,1582,3,M W F,2,CSE,E119,RESEARCH/BUSINES WRIT,STAFF;,,,,
AEC,3033C,$2.00,6406,3,M W F,3,TUR,L005,RESEARCH/BUSINES WRIT,STAFF;,,,,
AEC,3070C,$125.00,DEPT,3,M,8,MCCB,3108,DIGITAL MEDIA PRODUCT,"Telg,Ricky W;",W,7-9,MCCB,3108
AEC,3073,$21.00,4331,3,T,4-5,ROL,0205,INTERCUL COMMUNICA,"Hartmann,Marta M;",R,5,ROL,0205
AEC,3200,$43.74,DEPT,3,T,8-9,ROL,0306,INSTR TECH AG & VO ED,"Roberts II,Thomas G;",R,8-9,ROL,0306
AEC,3200,$43.74,DEPT,3,T,6-7,ROL,0306,INSTR TECH AG & VO ED,"Roberts II,Thomas G;",R,8-9,ROL,0306
AEC,3200,$43.74,DEPT,3,TBA,,,,INSTR TECH AG & VO ED,"Dyer,James E;",,,,
AEC,3313,,0163,3,,,WEB,,DEV & ROLE OF EXT ED,"Harder,Amy Marie;",,,,
AEC,3323,$30.00,DEPT,3,T,2,ROL,0306,DEV & PHIL AG EDUCA,"Myers,Brian E;",W,2-3,ROL,0306
AEC,3323,$30.00,DEPT,3,TBA,,,,DEV & PHIL AG EDUCA,"Dyer,James E;",,,,
AEC,3413,$30.00,0854,3,T,8,ROL,0205,INTERPERSONAL LEADERS,"Gifford,Gregory Tim;",R,7-8,ROL,0205
AEC,3414,$16.00,0165,3,T,2-3,TUR,L011,LEADERSHIP DEVELOPMNT,"Stedman,Nicole Lamee Perez;",R,3,TUR,L011
AEC,3414,$16.00,DEPT,3,TBA,,,,LEADERSHIP DEVELOPMNT,"Stedman,Nicole Lamee Perez;",,,,
AEC,4031,$100.14,DEPT,3,T,6,WEIM,1094,COM PROC AGR/LIFE SCI,"Telg,Ricky W;",R,6-7,WEIM,1094
AEC,4052,$93.58,DEPT,3,T,3,ROL,0205,COMMUNIC CAMPAIGN STR,"Irani,Tracy Anne;",R,3-4,ROL,0205
AEC,4224,$41.00,DEPT,3,TBA,,,,SP MTHDS TCHG AG EDUC,"Dyer,James E;",,,,
AEC,4434,,0866,3,T,4-5,MCCA,1142,COMM/LDRSHP GRP/TEAMS,"Gifford,Gregory Tim;",R,4,MCCA,1142
AEC,4465,$26.00,3110,3,M,5-6,MCCB,3108,GLOBAL LEADERSHIP,"Hartmann,Marta M;",W,5,MCCB,3108
AEC,4504,$30.00,DEPT,3,TBA,,,,CURRIC & PROGRAM PLAN,"Dyer,James E;",,,,
AEC,4504,$30.00,DEPT,3,M,2-3,ROL,0306,CURRIC & PROGRAM PLAN,"Myers,Brian E;",T,1,ROL,0306
AEC,4506,$7.00,DEPT,3,M,6,ROL,0306,TCH MTHDS/DLVRY STRAT,"Harder,Amy Marie;",W,2-3,TUR,2305
AEC,4506,$7.00,DEPT,3,M,7,ROL,0306,TCH MTHDS/DLVRY STRAT,"Harder,Amy Marie;",W,2-3,TUR,2305
AEC,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
AEC,4905,,DEPT,3,TBA,,,,TCH INDUCTION PRG,"Dyer,James E;",,,,
AEC,4909,,DEPT,VAR,TBA,,,,HONORS PROJECT,STAFF;,,,,
AEC,4942,$30.00,DEPT,VAR,TBA,,,,AGRIC EDUC INTERNSHIP,"Myers,Brian E;",,,,
AEC,4943,,DEPT,VAR,TBA,,,,LDRDSHP DEVELP INTERN,"Stedman,Nicole Lamee Perez;",,,,
AEC,4944,,DEPT,VAR,TBA,,,,COOP EXTEN INTERNSHIP,"Harder,Amy Marie;",,,,
AEC,4948,,DEPT,VAR,TBA,,,,AGRI COMMUNICA INTERN,"Telg,Ricky W;",,,,
AEC,5206,,DEPT,3,TBA,,,,INSTR TECH AG LIFE SC,"Dyer,James E;",,,,
AEC,5541,$35.00,DEPT,3,M,8,MCCB,3108,COMM & INST TECH AG,"Telg,Ricky W;",W,7-9,MCCB,3108
AEC,5546,,DEPT,3,M,2-3,ROL,0306,PROG PLANNING AG EDU,"Myers,Brian E;",T,1,ROL,0306
AEC,6300,$7.00,5073,3,R,8-10,FLI,0115,METH OF PLAN CHANGE,"Irani,Tracy Anne;",,,,
AEC,6325,,DEPT,3,T,2,ROL,0306,HIST & PHILOS AG ED,"Myers,Brian E;",W,2-3,ROL,0306
AEC,6426,,DEPT,3,,,WEB,,DEV VOLUNTEER LEADER,STAFF;,,,,
AEC,6426,,DEPT,3,,,WEB,,DEV VOLUNTEER LEADER,STAFF;,,,,
AEC,6552,,DEPT,3,,,WEB,,EVAL PROGRAMS EXT ED,"Galindo,Sebastian;",,,,
AEC,6552,,DEPT,3,,,WEB,,EVAL PROGRAMS EXT ED,"Galindo,Sebastian;",,,,
AEC,6905,,DEPT,VAR,TBA,,,,PROB IN AG & EXT ED,"Dyer,James E;",,,,
AEC,6905,,2505,3,M,8-10,ROL,0306,FACIL. LDRSHP PROG,"Stedman,Nicole Lamee Perez;",,,,
AEC,6905,,DEPT,3,,,WEB,,EXPERIENTIAL LEARNING,"Roberts II,Thomas G;",,,,
AEC,6905,,DEPT,3,,,WEB,,EXPERIENTIAL LEARNING,"Roberts II,Thomas G;",,,,
AEC,6905,,DEPT,3,,,WEB,,INTERPERSONAL LDRSHP,"Gifford,Gregory Tim;",,,,
AEC,6905,,DEPT,3,,,WEB,,INTERPERSONAL LDRSHP,"Gifford,Gregory Tim;",,,,
AEC,6905,,DEPT,3,R,6-7,ROL,0306,INSTR TECH AG & VO ED,"Roberts II,Thomas G;",R,8-9,ROL,0306
AEC,6905,,DEPT,3,F,3-4,ROL,0409,STRAT FOR NEW FACULTY,"Osborne,Edward Wayne;",,,,
AEC,6905,,DEPT,3,TBA,,,,PROB IN AG & EXT ED,STAFF;,,,,
AEC,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
AEC,6912,,DEPT,VAR,,,WEB,,NONTHESIS RESEARCH,STAFF;,,,,
AEC,6912,,DEPT,VAR,TBA,,,,NONTHESIS RESEARCH,"Carter,Hannah S;",,,,
AEC,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,"Myers,Brian E;",,,,
AEC,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
AEC,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,"Carter,Hannah S;",,,,
AEC,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,"Myers,Brian E;",,,,
AEC,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Roberts II,Thomas G;",,,,
AEC,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Irani,Tracy Anne;",,,,
AEC,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"Stedman,Nicole Lamee Perez;",,,,
ALS,5032,,0402,3,M,8-10,ROL,0205,TCH COLL AG/LIFE SCI,"Roberts II,Thomas G;",,,,
AOM,2520,,4038,3,M,9,WEB,WEB,GLOBAL SUSTAIN ENERGY,"Porter,Wendell A;",,,WEB,
AOM,2520,,DEPT,3,M,9,WEB,WEB,GLOBAL SUSTAIN ENERGY,"Porter,Wendell A;",,,WEB,
AOM,3220,$60.00,0177,3,T R,2,ROG,0129,AGRIC CONSTRUC & MAIN,"Porter,Wendell A;",T,8-9,ROG,0141
AOM,3220,$60.00,0178,3,T R,2,ROG,0129,AGRIC CONSTRUC & MAIN,"Porter,Wendell A;",W,8-9,ROG,0141
AOM,3220,$60.00,8146,3,T R,2,ROG,0129,AGRIC CONSTRUC & MAIN,"Porter,Wendell A;",R,8-9,ROG,0141
AOM,3333,$8.80,0179,3,M,7-9,ROG,0129,PESTICIDE APPLIC TECH,"Lee,Won Suk;",W,7,ROG,0129
AOM,3432,,4051,3,,,WEB,,COMPUTERS AGR/NAT RES,"Beck,Howard W;",,,,
AOM,3432,,DEPT,3,,,WEB,,COMPUTERS AGR/NAT RES,"Beck,Howard W;",,,,
AOM,4062,,DEPT,4,M W F,2,ROG,0129,PRIN FOOD ENGINEERING,"Leary,James Daniel;",T,6-7,ROG,0129
AOM,4062,,0906,4,M W F,2,ROG,0129,PRIN FOOD ENGINEERING,"Leary,James Daniel;",T,8-9,ROG,0129
AOM,4314C,,5015,3,T R,6,ROG,0110,POWER/MACHINE MANAGE,STAFF;,T,8-9,ROG,0110
AOM,4314C,,5569,3,T R,6,ROG,0110,POWER/MACHINE MANAGE,STAFF;,W,8-9,ROG,0110
AOM,4444C,,0185,3,M W F,4,ROG,0129,ELECT POWER/INSTRUMEN,"Turner,Allen E;",,,,
AOM,4642,$20.00,0327,3,T R,5,ROG,0129,ENVIRON SYS AG STRUCT,"Bucklin,Ray A;",R,8-9,ROG,0110
AOM,4643,,4047,3,M W F,2,ROG,0110,ENVIRON HYDROL PRIN,"Kiker,Gregory A;",,,,
AOM,4643,,DEPT,3,,,WEB,,ENVIRON HYDROL PRIN,"Kiker,Gregory A;",,,,
AOM,4643,,DEPT,3,,,WEB,,ENVIRON HYDROL PRIN,"Kiker,Gregory A;",,,,
AOM,4643,,DEPT,3,,,WEB,,ENVIRON HYDROL PRIN,"Kiker,Gregory A;",,,,
AOM,4905,,DEPT,VAR,TBA,,,,SPECIAL PROBLEMS,"Porter,Wendell A;",,,,
AOM,4932,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,"Porter,Wendell A;",,,,
AOM,4932,,8812,3,M,5-6,ROG,0211,INTRO TO BIOFUELS,"Diltz,Robert A;Pullammanappallil,P C;",,,,
AOM,4941,,DEPT,VAR,TBA,,,,FULL TIME PRAC WORK,"Porter,Wendell A;",,,,
