coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
ACG,2021,$8.88,0002,4,TBA,,,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
ACG,2021,$8.88,0003,4,,,WEB,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
ACG,2021,$8.88,7741,4,,,WEB,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
ACG,2071,$8.88,0011,4,TBA,,,,INTRO MANAGERIAL ACCT,"Garvin,Deborah R;",,,,
ACG,2071,$8.88,0012,4,,,WEB,,INTRO MANAGERIAL ACCT,"Garvin,Deborah R;",,,,
ACG,3101,$2.60,1685,4,T R,1-2,GER,0126,FIN ACCOUNTING REP 1,"Falk,Christopher W;",,,,
ACG,3101,$2.60,1689,4,T R,3-4,GER,0126,FIN ACCOUNTING REP 1,"Falk,Christopher W;",,,,
ACG,3401,$2.60,1665,4,M W,3-4,GER,0126,BUS PROC ACG INFO SYS,"Reppenhagen,David A;",,,,
ACG,3401,$2.60,1680,4,M W,5-6,GER,0126,BUS PROC ACG INFO SYS,"Reppenhagen,David A;",,,,
ACG,3802,$.80,0420,1,R,11E1,GER,0126,PROF SPEAKERS SERIES,"Boyles,Jesse V;",,,,
ACG,4111,$2.25,1010,4,M W,7-8,GER,0126,FIN ACCOUNTING REP 2,"Singh,Sonia R;",,,,
ACG,4341,$2.60,1045,4,T R,7-8,GER,0126,COST MGMNT ACCOUNTING,"Thomas,Edward F;",,,,
ACG,4970,$.80,DEPT,1,TBA,,,,HONORS THESIS,"Desantiago,Dominigue A;",,,,
ACG,5005,$3.40,DEPT,2,T R,3-4,HGS,240,FINANCIAL ACCOUNTING,"Madsen,Paul;",,,,
ACG,5005,$3.40,4990,2,T R,7-8,HGS,240,FINANCIAL ACCOUNTING,"Madsen,Paul;",,,,
ACG,5005,$3.40,4991,2,T R,5-6,HGS,240,FINANCIAL ACCOUNTING,"Madsen,Paul;",,,,
ACG,5065,,DEPT,3,TBA,,,,FINAN/MANAG ACCOUNTNG,"Asare,Stephen K;",,,,
ACG,5065,,DEPT,3,TBA,,,,FINAN/MANAG ACCOUNTNG,"Asare,Stephen K;",,,,
ACG,5065,,DEPT,3,,,WEB,,FINAN/MANAG ACCOUNTNG,"Knechel,W Robert;",,,,
ACG,5075,$3.40,4992,2,T R,5-6,HGS,240,MANAGERIAL ACCOUNTING,"Impink,Johannes;",,,,
ACG,5075,$3.40,DEPT,2,T R,9-10,HGS,240,MANAGERIAL ACCOUNTING,"Impink,Johannes;",,,,
ACG,5075,$3.40,4994,2,T R,7-8,HGS,240,MANAGERIAL ACCOUNTING,"Impink,Johannes;",,,,
ACG,5505,$3.40,11BA,2,T R,5-6,GER,0228,GOVERNMENTAL ACTG,"Singh,Sonia R;",,,,
ACG,5505,$3.40,11BB,2,T R,7-8,GER,0228,GOVERNMENTAL ACTG,"Singh,Sonia R;",,,,
ACG,5637,$5.05,11E6,3,M W,3-4,GER,0229,AUDITING 1,"Ege,Matthew;",,,,
ACG,5637,$5.05,2C91,3,M W,7-8,GER,0229,AUDITING 1,"Ege,Matthew;",,,,
ACG,5637,$5.05,DEPT,3,M W,3-4,GER,0122,AUDITING 1,STAFF;,,,,
ACG,5637,$5.05,3373,3,M W,5-6,GER,0229,AUDITING 1,"Ege,Matthew;",,,,
ACG,6207,$3.40,2D42,2,M W,5-6,GER,0228,ACCOUNTING FOR RISK,"Madsen,Paul;",,,,
ACG,6207,$3.40,2D43,2,M W,7-8,GER,0228,ACCOUNTING FOR RISK,"Madsen,Paul;",,,,
ACG,6635,$3.40,09D6,2,M W,3-4,GER,0121,ISSUES AUDIT PRACTICE,"Knechel,W Robert;",,,,
ACG,6635,$3.40,09D7,2,M W,5-6,GER,0121,ISSUES AUDIT PRACTICE,"Knechel,W Robert;",,,,
ACG,6697,$3.40,1B22,2,T R,5-6,GER,0121,INFO SYS ASSURANCE,"Reppenhagen,David A;",,,,
ACG,6697,$3.40,1B38,2,T R,7-8,GER,0121,INFO SYS ASSURANCE,"Reppenhagen,David A;",,,,
ACG,7885,,DEPT,4,TBA,,,,ACCOUNTING RESEARCH 1,"Asare,Stephen K;Ege,Matthew;Knechel,W Robert;Leiby,Justin;Madsen,Paul;Mayberry,Michael A;Rupar,Katarzyna;Tucker,Jennifer Wu;Vincent,James D;Watson,Val Lucas;",,,,
ACG,7886,,DEPT,4,TBA,,,,ACCOUNTING RESEARCH 2,STAFF;,,,,
ACG,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Asare,Stephen K;",,,,
ACG,7980,,11ED,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
TAX,5005,$5.05,04CC,3,T R,3-4,GER,0122,INTRO FED INCOME TAX,"Watson,Val Lucas;",,,,
TAX,5005,$5.05,04CD,3,T R,5-6,GER,0122,INTRO FED INCOME TAX,"Watson,Val Lucas;",,,,
TAX,5005,$5.05,1494,3,T R,9-10,GER,0228,INTRO FED INCOME TAX,"Boyles,Jesse V;",,,,
TAX,6105,,01H9,2,M W,5-6,GER,0121,CORPORATE TAXATION,"Garvin,Deborah R;",,,,
TAX,6105,,0112,2,M W,7-8,GER,0121,CORPORATE TAXATION,"Garvin,Deborah R;",,,,
TAX,6115,,2D54,2,T R,5-6,GER,0228,ADV. CORP. TAXATION,"Boyles,Jesse V;",,,,
TAX,6115,,2D57,2,T R,7-8,GER,0228,ADV. CORP. TAXATION,"Boyles,Jesse V;",,,,
TAX,6115,,DEPT,2,T R,3-4,GER,0228,ADV. CORP. TAXATION,STAFF;,,,,
TAX,6877,$5.00,2D60,2,M W,5-6,GER,0122,STATE AND LOCAL TAX,"Watson,Val Lucas;",,,,
TAX,6877,$5.00,2D61,2,M W,7-8,GER,0122,STATE AND LOCAL TAX,"Watson,Val Lucas;",,,,
ADV,3001,,2866,3,T,3-4,WEIM,1070,ADVERTISING STRATEGY,"Starr,Walter J;",R,4,WEIM,1070
ADV,3001,,5034,3,T,8-9,WEIM,1070,ADVERTISING STRATEGY,"Kim,Eunice E;",R,9,WEIM,1070
ADV,3008,,0052,3,T,3-4,MCCC,0100,PRINCIPLE OF ADVERTIS,"Weigold,Michael Fredrick;",R,3,MCCC,0100
ADV,3500,,1A41,3,M,6-7,WEIM,1070,ADVERTISING RESEARCH,"Bakry,Amal Mohamed Gamal;",W,6,WEIM,1070
ADV,3500,,11E5,3,M,4-5,WEIM,1070,ADVERTISING RESEARCH,"Wu,Linwan;",W,4,WEIM,1070
ADV,3502,$3.00,1B21,3,,,WEB,,ADVERTISING SALES,"Padovano,Robert;",,,,
