coursePrefix,courseNum,fee,section,credits,prof,title,days,times,building,room,days2,times2,building2,room2
ENV,6508,0,25616,3,David Kaplan,Wetland Hydrology,,,,,,,,
GEO,6938,0,14276,VAR,Brian Child,Selected Topics in Geography: PEOPLE AND PARKS,F,3-5,,,,,,
GEO,6938,0,14278,VAR,Peter Waylen,Selected Topics in Geography: PRIN GEOGRAPH HYDROL,"M,W,F",6,,,,,,
GEO,6938,0,14279,VAR,Joann Mossa,Selected Topics in Geography: DROUGHTS,T,3,,,R,3-4,,
GEO,6938,0,14280,VAR,Moulay Sounny-Slitine,Selected Topics in Geography: GIS PROGRAMMING,,,,,,,,
GEO,6938,0,26288,VAR,Yujie Hu,Selected Topics in Geography: TRANSPORTATION GEO,F,7,,,W,7-8,,
GEO,6938,0,26815,VAR,Katherine Serafin,Selected Topics in Geography: MODELS IN GEOGRAPHIC HYDROLOGY,T,4,,,R,4-5,,
GLY,5246,0,14045,3,Paul Mueller,Geochemistry,"T,R",6-7,,,,,,
GLY,6075,0,22907,3,Ellen Martin,"Global Climate Change: Past, Present, and Future","T,R",3-4,,,,,,
SWS,5605C,0,22898,3,Peter Nkedi-Kizza,Environmental Soil Physics,,,,,T,6-8,,
SWS,5605C,0,22966,3,Peter Nkedi-Kizza,Environmental Soil Physics,,,,,,,,
SWS,5605C,0,22967,3,Peter Nkedi-Kizza,Environmental Soil Physics,,,,,,,,
SWS,5605C,0,28494,3,Peter Nkedi-Kizza,Environmental Soil Physics,,,,,,,,
LAS,6290,0,15062,3,Karen Kainer,Tropical Conservation and Development: Community Forest Management,R,4-6,,,,,,
SYA,7933,0,20428,3,Stephen Perz,Special Study in Sociology: PROF DEVEL SEMINAR,F,7-9,,,,,,
SYA,7933,0,20429,3,Charles Peek,Special Study in Sociology: INTRO.TO QUANT METHOD,M,5-7,,,,,,
SYA,7933,0,20455,3,Tamir Sorek,Special Study in Sociology: APPLIED THEORY,M,8-10,,,,,,
SYA,7933,0,20456,3,Tatyana Koropeckyj-Cox,Special Study in Sociology: POPULATION CONCEPTS,W,7-9,,,,,,
LAW,6465,0,15295,3,Thomas Ankersen,Conservation Clinic,R,,,,,,,
LAW,6465,0,15296,2,Thomas Ankersen,Conservation Clinic,R,,,,,,,
LAW,6930,0,15247,1,Darren Heitner,Selected Legal Probs: Sports Law,"M,T,W,R",,,,F,,,
LAW,6930,0,15252,1,Amy Borman,Selected Legal Probs: Florida Rules Judicial Admin,"M,T,W,R",-4,,,"M,T,W,R",,,
LAW,6930,0,15253,1,Michael Freed,Selected Legal Probs: Practical Law 21st Century,"M,T,W,R",,,,F,,,
LAW,6930,0,15304,1,Thomas Kay,Selected Legal Probs: Transactional Conservation Law,"T,W,R",,,,F,,,
LAW,6930,0,15306,1,Tara Tedrow,Selected Legal Probs: Medical Marijuana Law & Policy,"M,T,W",,,,M,-8,,
LAW,6930,0,20984,1,Vernon Denham,Selected Legal Probs: Deposition Strategy & Practice,"T,W,R,F",,,,M,,,
LAW,6930,0,26864,VAR,Sarah Wolking,Selected Legal Probs: Intro to Criminal Prosecution,F,,,,"M,T,W,R",,,
LAW,6930,0,15166,VAR,Sabrina Little,Selected Legal Probs: TAX MOOT COURT,,,,,,,,
LAW,6930,0,15167,VAR,Mary Angelo,Selected Legal Probs: ENV MOOT COURT,,,,,,,,
LAW,6930,0,15194,3,William Hamilton,Selected Legal Probs: COMPLX CIV LIT,"M,W",,,,R,,,
LAW,6930,0,15195,3,William Hamilton,Selected Legal Probs: EDISCOVER DIGITAL INV,"M,T,W",,,,,,,
LAW,6930,0,15196,2,Dennis Eisinger,Selected Legal Probs: CONDO & COMM DEVELOPM,R,,,,,,,
LAW,6930,0,15197,3,Katheryn Russell-Brown,"Selected Legal Probs: SOC SCI, CRIME & LAW","T,W,R",,HOL,0283,,,,
LAW,6930,0,15198,VAR,Joan Stearns Johnsen,Selected Legal Probs: ADR TEAM,,,,,,,,
LAW,6930,0,15248,2,SevaPriya Barrier,Selected Legal Probs: TITLE IX & CIVIL RIGHTS,T,,,,,,,
LAW,6930,0,15249,1,Amy Stein,Selected Legal Probs: ENV CAPSTONE COLLOQUIUM:ENERGY,T,,,,,,,
LAW,6930,0,15250,3,Annie Brett,Selected Legal Probs: OCEANS AND COASTAL LAW,M,,,,W,,,
LAW,6930,0,15276,2,Joan Stearns Johnsen,Selected Legal Probs: ARBITRATION LAW,M,-4,HOL,0283,,,,
LAW,6930,0,15279,2,Henry Wihnyk,Selected Legal Probs: PUBLIC SPEAKING FOR LAWYERS,T,,,,R,,,
LAW,6930,0,15303,2,Steven Maxwell,Selected Legal Probs: FOUNDATIONS IN LAW,F,,,,,,,
LAW,6930,0,20982,4,Danaya Wright,Selected Legal Probs: TRUSTS & ESTATES,"T,R",,,,W,,,
LAW,6930,0,20983,3,Wentong Zheng,Selected Legal Probs: Secured Transactions,"T,R",,HOL,0382,,,,
LAW,6930,49.92,20985,2,Steven Willis,Selected Legal Probs: ACCTG FOR LAWYERS,,,,,,,,
LAW,6930,0,20989,3,Robert Rhee,Selected Legal Probs: ACCTG FOR LAWYERS,,,,,,,,
LAW,6930,0,21144,3,D Sokol,Selected Legal Probs: LAW AND ENTREPRENEURSHIP,"M,W",,,,T,,,
LAW,6930,0,21145,4,Merritt McAlister,Selected Legal Probs: FEDERAL COURTS,M,,,,T,,,
LAW,6930,0,21231,3,Jennifer Bard,Selected Legal Probs: HEALTH LAW I,M,,,,R,,,
LAW,6930,0,21282,3,Mindy Herzfeld,Selected Legal Probs: INTERNATIONAL TAX,,,,,,,,
LAW,6930,0,21461,2,Lisa Edgar,Selected Legal Probs: BRIDGE TO PRACTICE,,,,,,,,
LAW,6930,0,21462,VAR,Lisa Edgar,Selected Legal Probs: SIP,,,,,,,,
LAW,6930,0,21499,3,Mark Fenster,Selected Legal Probs: LEGISLATION,"T,R",,,,F,,,
LAW,6930,0,26897,2,Steven Maxwell,Selected Legal Probs: Foundations in Law,W,,,,,,,
LAW,6936,0,15329,2,Grayson Mccouch,Seminars: Advanced Trusts & Estates,T,,,,,,,
LAW,6936,0,15330,2,Scott Makar,Seminars: APPELLATE LAW & POLIC,R,,,,,,,
LAW,6936,0,15331,2,Charles Collier,Seminars: 1ST AMENDMENT THEORY,R,,,,,,,
LAW,6936,0,20987,2,Michelle Jacobs,Seminars: Critical Race Theory,T,,,,,,,
LAW,6936,0,20988,2,Danaya Wright,Seminars: History of Women in the Law,W,,,,,,,
LAW,6936,0,21283,2,Berta Hernandez,Seminars: International Human Rights,W,,,,,,,
LAW,6936,0,21543,2,Lisa Edgar,Seminars: REG THEORY & REALITY,W,,,,,,,
LAW,6936,0,27916,2,Amy Stein,"Seminars: AI, Technology, and the Law",M,,,,,,,
LAW,6936,0,28497,2,Lee-Ford Tritt,Seminars: Organizational Theory and the,W,,,,,,,
ARC,6399,0,10829,3,Peter Sprowls,Advanced Topics in Urban Design: THE AMERICAN CITY,,,,,,,,
FAS,6355C,0,14429,4,Kai Lorenzen,Fisheries Management,"M,W",2-3,,,W,E1-E2,,
FAS,6355C,113.56,14430,4,Kai Lorenzen,Fisheries Management,,,,,,,,
FAS,6355C,0,14431,4,Kai Lorenzen,Fisheries Management,,,,,,,,
FAS,6355C,0,14432,4,Kai Lorenzen,Fisheries Management,,,,,,,,
FOR,6665,0,14600,3,Taylor Stein,Landscape Planning for Ecotourism,T,8-9,NZH,0222,R,9,NZH,0222
TTE,5006,0,20644,3,Sivaramakrishnan Srinivasan,Advanced Urban Transportation Planning,"M,W,F",5,,,,,,
TTE,5006,0,25930,3,Sivaramakrishnan Srinivasan,Advanced Urban Transportation Planning,,,,,,,,
TTE,5006,0,25934,3,Sivaramakrishnan Srinivasan,Advanced Urban Transportation Planning,,,,,,,,
TTE,5006,0,27769,3,Sivaramakrishnan Srinivasan,Advanced Urban Transportation Planning,"M,W,F",5,,,,,,
URP,6421,0,20772,3,Kathryn Frank,Environmental Land Use Planning and Management,R,3-5,,,,,,
URP,6716,0,20774,3,Ruth Steiner,Transportation Policy and Planning,T,2-4,,,,,,
AEB,6933,0,21605,VAR,James Seale,Special Topics: Advanced Econometrics,M,9,MCCA,G186,W,9-10,MCCB,G086
AEB,6933,0,22490,VAR,Olesya Savchenko,Special Topics: Econ of Env Policy & Sustain.,M,4,,,W,4-5,,
ANG,6273,0,27609,3,Richard Kernaghan,Legal Anthropology,T,3,,,R,3-4,,
INR,6039,0,22999,3,Zhiyuan Wang,International Political Economy,W,8-10,,,,,,
LAA,6382,0,14914,3,Michael Volk,Ecological and Environmental Policy,"T,R",2-3,,,,,,
LAS,6291,0,15064,3,Rebecca Williams,Conservation and Development Skills: COMM/LEADERSHIP SKILL,W,8-10,,,,,,
LAS,6291,0,28111,3,Jonathan Dain,Conservation and Development Skills: COMM/LEADERSHIP SKILL,T,3-5,,,,,,
LAS,6291,0,28697,3,Rebecca Williams,Conservation and Development Skills: COMM/LEADERSHIP SKILL,W,8-10,,,,,,
LAS,6291,0,28698,3,Rebecca Williams,Conservation and Development Skills: COMM/LEADERSHIP SKILL,W,8-10,,,,,,
MAN,6636,0,23000,2,Luiz Kabbach de Castro,Global Strategic Management,"M,W",3-4,,,,,,
MAN,6636,0,16633,2,John Chen,Global Strategic Management,"M,W",3-4,,,,,,
MAN,6636,0,16658,2,John Chen,Global Strategic Management,"M,W",5-6,,,,,,
PHC,6313,0,18819,VAR,Rachel Yoho,Environmental Health Concepts in Public Health,,,,,,,,
PHC,6313,0,18820,VAR,Rachel Yoho,Environmental Health Concepts in Public Health,,,,,,,,
PHC,6313,0,27203,VAR,Rachel Yoho,Environmental Health Concepts in Public Health,,,,,,,,
PUP,6006,0,19635,3,Michael Scicchitano,Policy Evaluation,F,2-4,,,,,,
PUP,6009,0,19636,3,Suzanne Mcdonald,Public Policy Analysis,M,8-10,,,,,,
FOR,6005,0,26602,3,Martha Monroe,Conservation Behavior,W,7-9,NZH,0219,,,,
MMC,6409,0,17937,3,Deborah Treise,Science/Health Communication,M,4-6,,,,,,
ALS,5932,0,10366,VAR,"Deborah Miller,Mack Thetford",Special Topics: PLANT COM. FL PANHAND,,,,,,,,
ALS,5932,0,27486,VAR,Alison Adams,Special Topics: Environment & Society,,,,,,,,
ANG,5266,0,27554,3,Brenda Chalfin,Economic Anthropology,R,7-9,,,,,,
ANG,5531,0,27619,3,Susan Defrance,Culture and Nutrition,M,7-9,,,,,,
ANG,6110,0,10442,3,Susan Gillespie,Archaeological Theory,W,3-5,,,,,,
GEO,6931,0,26295,3,Cynthia Simmons,Seminar in Cultural and Political Ecology,T,3-5,,,,,,
WST,6935,0,20132,VAR,Elizabeth Garcia,Special Topics in Women's Studies: Latina Feminist Thought,R,6-8,,,,,,
WST,6935,0,20134,VAR,Jodi Schorb,Special Topics in Women's Studies: Sexing the Past,R,9-11,,,,,,
WST,6935,0,21416,VAR,Jillian Hernandez,Special Topics in Women's Studies: Social Justice Praxis,M,6-8,,,,,,
WST,6935,0,26342,VAR,,Special Topics in Women's Studies,R,6-8,,,,,,
ANG,5164,0,25926,3,Oscar Prieto,The Inca and Their Ancestors,T,6-7,,,R,6,,
LAH,5934,0,27013,3,Max Deardorff,Topics in Latin American History: The Iberian Atlantic World,R,8-10,,,,,,
LAH,5934,0,27242,3,Fernanda Bretones Lane,Topics in Latin American History: History of Asylum Seeking,"M,W,F",7,,,,,,
FOR,6628,0,14599,3,Karen Kainer,Community Forest Management,R,4-6,,,,,,
GEA,6466,0,14453,3,Robert Walker,Seminar on Geography of Amazonia,F,6-8,,,,,,
GEB,6930,0,28790,3,Sahin Erenguc,Special Topics,,,,,,,,
GEB,6930,0,25809,2,Linda Clarke,Special Topics: DOING BUS. IN ASIA,"T,R",9-10,,,,,,
ICM,6680,0,15495,3,Charles Kibert,Principles of International Sustainable Construction,,,,,,,,
MAN,6930,0,25884,VAR,Joyce Bono,Special Topics: Motivation Attitude and Lead,,,,,,,,
MAN,6930,0,25806,3,Joyce Bono,Special Topics: Leading Change,,,,,,,,
MAN,6930,0,25807,3,Joyce Bono,Special Topics: Leading Change,,,,,,,,
MAN,6930,0,16712,VAR,Joyce Bono,Special Topics: Motivation Attitude and Lead,,,,,,,,
URP,6042,0,20734,3,Abhinav Alakshendra,Urban Economy,M,5-6,,,W,5,,
URP,6541,0,20773,3,Abhinav Alakshendra,Economic Development Planning,M,7-9,,,,,,
PHC,6001,0,18652,3,Catalina Lopez-Quintero,Principles of Epidemiology in Public Health,T,4-5,,,,,,
PHC,6001,0,18680,3,Kelly Gurka,Principles of Epidemiology in Public Health,,,,,,,,
PHC,6001,0,22309,3,Kelly Gurka,Principles of Epidemiology in Public Health,,,,,,,,
PHC,6001,0,22310,3,Kelly Gurka,Principles of Epidemiology in Public Health,,,,,,,,
PHC,6410,0,18308,3,"Lindsey King,Gaia Zori","Psychological, Behavioral, and Social Issues in Public Health",,,,,,,,
PHC,6410,0,18821,3,"Lindsey King,Gaia Zori","Psychological, Behavioral, and Social Issues in Public Health",,,,,,,,
PHC,6410,0,18822,3,"Lindsey King,Gaia Zori","Psychological, Behavioral, and Social Issues in Public Health",,,,,,,,
PHC,6410,0,18823,3,"Lindsey King,Gaia Zori","Psychological, Behavioral, and Social Issues in Public Health",,,,,,,,
PHC,6410,0,18824,3,"Lindsey King,Gaia Zori","Psychological, Behavioral, and Social Issues in Public Health",,,,,,,,
AEC,5454,0,10167,3,Nicole Stedman,Leadership Development for Extension and Community Nonprofit Organizations,M,8-10,,,,,,
DCP,6931,0,12665,VAR,Kathryn Frank,"Special Topics in Design, Construction, and Planning: DOCTORAL CORE 3",W,3-5,,,,,,
URP,6341,0,20771,VAR,"Seungbeom Kang,Emre Tepe",Urban Planning Project: URBAN PLAN PROJECT,"T,R",5-7,,,,,,
ANG,5485,0,10438,3,Jeffrey Johnson,Research Design in Anthropology,W,10-E1,,,,,,
FNR,5608,0,14513,3,"Wendell Cropper,Geraldine Klarenberg",Research Planning,F,2-3,,,,,,
FNR,5608,0,28512,3,"Wendell Cropper,Geraldine Klarenberg",Research Planning,,,,,,,,
FYC,6800,0,14866,3,Marilyn Swisher,Scientific Reasoning and Research Design,,,,,,,,
FYC,6800,0,14867,3,Marilyn Swisher,Scientific Reasoning and Research Design,,,,,,,,
FYC,6800,0,21021,3,Marilyn Swisher,Scientific Reasoning and Research Design,M,7-9,,,,,,
LAS,6293,0,15065,3,Rebecca Hanson,Design and Methods of Research in Latin American Studies,W,11-E2,GRI,0376,,,,
LAS,6293,0,28699,3,Rebecca Hanson,Design and Methods of Research in Latin American Studies,W,11-E2,,,,,,
WIS,5496,0,20337,3,Kathryn Sieving,Research Design in Wildlife Ecology,"T,R",7-8,,,,,,
WIS,5496,0,28253,3,Kathryn Sieving,Research Design in Wildlife Ecology,"T,R",7-8,,,,,,
AEB,6106,0,10180,3,Kelly Grogan,Microeconomic Principles and Analysis,T,4,MCCA,G186,R,4-5,MCCA,G186
BSC,6459,0,11538,3,Valerie De Crecy,Fundamentals of Bioinformatics,,,,,,,,
FAS,6337C,113.56,14427,4,Micheal Allen,Fish Population Dynamics,,,,,,,,
FAS,6337C,0,14428,4,Micheal Allen,Fish Population Dynamics,,,,,,,,
FAS,6337C,0,14882,4,Micheal Allen,Fish Population Dynamics,,,,,,,,
FAS,6337C,113.56,14883,4,Micheal Allen,Fish Population Dynamics,,,,,,,,
GIS,5107C,0,26350,4,Moulay Sounny-Slitine,Geographic Information Systems in Research,,,,,,,,
MET,6752,0,26273,3,Corene Matyas,Spatial Analysis of Atmospheric Data using GIS,,,,,,,,
MMC,6421,0,17938,3,Jay Hmielowski,Research Methods in Mass Communication,T,7-9,,,,,,
PHC,6050C,0,18715,3,Steven Foti,Biostatistical Methods I,T,6,,,F,6-7,,
PHC,6146,0,18757,3,Amy Blue,Public Health Program Planning and Evaluation,,,,,,,,
PHC,6146,0,18783,3,Amy Blue,Public Health Program Planning and Evaluation,,,,,,,,
PHC,6146,0,18784,3,Amy Blue,Public Health Program Planning and Evaluation,,,,,,,,
PHC,6146,0,18785,3,Amy Blue,Public Health Program Planning and Evaluation,R,7-9,,,,,,
STA,5325,0,19128,3,Rohit Patra,Fundamentals of Probability,T,7-8,,,R,8,,
STA,5325,0,19147,3,Sayar Karmakar,Fundamentals of Probability,"M,W,F",8,,,,,,
STA,5325,0,21438,3,Georgia Papadogeorgou,Fundamentals of Probability,"M,W,F",2,,,,,,
STA,6126,0,19154,3,Bikram Karmakar,Statistical Methods in Social Research I,"M,W,F",3,,,,,,
STA,6166,0,19155,3,Lawrence Winner,Statistical Methods in Research I,"M,W,F",3,,,,,,
STA,6166,0,19156,3,Brenda Betancourt,Statistical Methods in Research I,"M,W,F",7,,,,,,
STA,6167,0,19157,3,Lawrence Winner,Statistical Methods in Research II,T,4,,,R,4-5,,
SUR,5385,0,19264,3,Scot Smith,Remote Sensing Applications,W,8-10,RLA,0302,,,,
SWS,5721C,0,20349,3,Sabine Grunwald,GIS in Land Resource Management,T,10,,,,,,
SWS,5721C,0,20350,3,Sabine Grunwald,GIS in Land Resource Management,,,,,,,,
SWS,5721C,0,20351,3,Sabine Grunwald,GIS in Land Resource Management,,,,,,,,
SWS,5721C,0,20352,3,Sabine Grunwald,GIS in Land Resource Management,,,,,,,,
URP,6231,0,20738,3,Emre Tepe,Quantitative Data Analysis for Planners,M,2,,,W,2-3,,
URP,6270,0,20740,3,Yan Wang,Introduction to Planning Information Systems,T,7-9,,,,,,
URP,6905,0,20801,VAR,Christopher Silver,Exploration and Directed Study: SUSTAIN URBAN IN EURO,M,5-6,,,W,6,,
URP,6905,0,20804,VAR,,Exploration and Directed Study: EXPLOR & DIRECT STUDY,,,,,,,,
ZOO,6308,0,27553,3,Colette St Mary,Dynamic Optimization Modeling in Behavioral and Evolutionary Ecology,"T,R",3-4,,,,,,
PCB,6049,0,18966,1,Amanda Subalusky,Seminar in Ecology,F,8,CRR,0222,,,,
PCB,6695,0,18976,1,Stuart Mcdaniel,Seminar in Evolutionary Biology,F,9,CRR,0222,,,,
CPO,6091,0,12431,3,Bryon Moraski,Introduction to Comparative Political Analysis,R,5-7,FLI,0105,,,,
MMC,6400,0,17933,3,Kim Walsh-Childers,Mass Communication Theory,T,2-4,,,,,,
URP,6061,0,23552,3,Wm Hawkins,Planning Administration and Ethics,T,8,,,R,8-9,,
ECO,7415,0,23532,3,Scott Kostyshak,Statistical Methods in Economics,"M,W",7-8,,,,,,
ECO,7408,0,23531,VAR,David Knight,Mathematical Methods and Applications to Economics,"M,W",3-4,,,,,,
EDF,6403,0,12261,6,Anne Seraphine,Quantitative Foundations of Educational Research,"T,R",8-10,,,,,,
EDF,6403,0,27984,6,Anne Seraphine,Quantitative Foundations of Educational Research,,,,,,,,
PCB,6555,0,26742,3,"Marcio Ribeiro De Resende,Matias Kirst,Luis Ferrao",Introduction to Quantitative Genetics,T,3,,,R,2-3,,
PCB,6555,0,26972,3,"Matias Kirst,Marcio Ribeiro De Resende,Luis Ferrao",Introduction to Quantitative Genetics,T,3,,,R,2-3,,
STA,5503,0,19150,3,Demetris Athienitis,Categorical Data Methods,T,4,,,R,4-5,,
STA,6207,0,19160,3,Lawrence Winner,Regression Analysis,"M,W,F",1,,,,,,
