coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
CIS,4912C,,DEPT,3,T,8-10,PUGH,170,INTEG PROD DESIGN 1,"Stanfill,R Keith;",,,,
CIS,4914,,DEPT,3,TBA,,,,SENIOR PROJECT,"Schmalz,Mark S;",,,,
CIS,4930,,0068,3,T,8-9,TUR,2353,ALGORITHM DESIGN,"Ungor,Alper;",R,9,TUR,2353
CIS,4930,,02A7,3,M,5-6,CSE,E309,COMPUTER CRIME,"Rivera,Joseph W;Wilson,Joseph N;",W,6,CSE,E309
CIS,4930,,DEPT,3,M,10,CSE,A101,VR FOR SOCIAL GOOD,"Lok,Benjamin;",,,,
CIS,4930,,1714,3,M W F,3,CSE,E119,DIALOG SYSTEMS,"Boyer,Kristy;",,,,
CIS,4930,,2139,3,M W F,6,CSE,E119,DESIGN PATTERNS,"Small,David T;",,,,
CIS,4930,,23E5,3,T,2-3,CSE,E119,THEORY OF COMPUTATION,"Sitharam,Meera;",R,3,CSE,E119
CIS,4930,,23E7,3,M W F,7,CSE,E222,ANDROID APP DEVELOP,"Small,David T;",,,,
CIS,4940,,DEPT,1,TBA,,,,PRACTICAL WORK,"Newman,Richard E;",,,,
CIS,4949,,DEPT,1,TBA,,,,CO-OP WORK EXPERIENCE,"Newman,Richard E;",,,,
CIS,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,"Helmy,Ahmed Abdelghaffar;",,,,
CIS,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,"Helmy,Ahmed Abdelghaffar;",,,,
CIS,6930,,DEPT,3,M,10,CSE,A101,VR FOR SOCIAL GOOD,"Lok,Benjamin;",,,,
CIS,6930,,04F9,3,M W F,3,CSE,E119,DIALOG SYSTEMS,"Boyer,Kristy;",,,,
CIS,6930,,1A23,3,T,7,CSE,E309,TOPICS IN FUNCT VERIF,"Thebaut,Stephen M;",R,7-8,CSE,E309
CIS,6930,,19GE,3,T,7,CSE,E222,BIG DATA FOR BIO APPL,"Boucher,Christina A;",R,7-8,CSE,E222
CIS,6930,,19HH,3,M W F,3,CSE,E231,PENETRATION TESTING,"Wilson,Joseph N;",,,,
CIS,6930,,1912,3,T,7,FAB,0105,INTRO TO DATA MINING,"Ranka,Sanjay;",R,7-8,FAB,0105
CIS,6930,,2D31,3,T,8-9,CSE,E121,3D GAME PHYSICS,"Peters,Jorg;",R,9,CSE,E121
CIS,6930,,23GB,3,M W F,4,CSE,E119,SPARSE CODING & APP,"Entezari,Alireza;",,,,
CIS,6930,,3A97,3,T,8-9,NSC,0227,DATA CTR CLOUD COMPTG,"Xia,Ye;",R,9,NSC,0227
CIS,6930,,3C30,3,T,8-9,CSE,E119,PROG INTERNET OF THGS,"Helal,Abdelsalam Ali;",R,9,CSE,E119
CIS,6935,,DEPT,1,T,5,UST,0108,GRADUATE SEMINAR,STAFF;,,,,
CIS,6935,,6337,1,TBA,,,,GRADUATE SEMINAR,STAFF;,,,,
CIS,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,"Helmy,Ahmed Abdelghaffar;",,,,
CIS,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Helmy,Ahmed Abdelghaffar;",,,,
CIS,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"Helmy,Ahmed Abdelghaffar;",,,,
CNT,4007C,,2865,4,T,2-3,CSE,E222,COMPU NETWRK FUNDAMEN,"Helmy,Ahmed Abdelghaffar;",R,3,CSE,E222
CNT,5106C,,3877,3,T,2-3,TUR,L007,COMPUTER NETWORKS,"Xia,Ye;",R,3,TUR,L007
CNT,5410,,1272,3,M W F,6,CSE,E107,COMPU & NTWK SECURITY,"Traynor,Patrick;",,,WEB*,
CNT,5410,,DEPT,3,,,WEB,,COMPU & NTWK SECURITY,"Traynor,Patrick;",,,,
CNT,5410,,DEPT,3,,,WEB,,COMPU & NTWK SECURITY,"Traynor,Patrick;",,,,
CNT,6885,,05FH,3,M W F,6,MAEA,0303,DISTR MULTIMEDIA SYST,"Liu,Chien-Liang;",,,,
COP,2800,,144C,3,T,7,FAB,0103,COMPU PROG USING JAVA,STAFF;,R,7-8,FAB,0103
COP,3275,,23G8,3,M W F,8,CSE,E121,PROGRAMMING USING C,STAFF;,,,,
COP,3502,,0394,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",TO ARR,ANGE,,
COP,3502,,0398,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",TO ARR,ANGE,,
COP,3502,,075C,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",TO ARR,ANGE,,
COP,3502,,11H4,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",TO ARR,ANGE,,
COP,3502,,11H5,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",TO ARR,ANGE,,
COP,3502,,11H6,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",TO ARR,ANGE,,
COP,3502,,114C,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",TO ARR,ANGE,,
COP,3502,,1146,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",TO ARR,ANGE,,
COP,3502,,1149,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",TO ARR,ANGE,,
COP,3502,,165B,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",TO ARR,ANGE,,
COP,3502,,2296,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",T,6-7,UST,0108
COP,3502,,26G8,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",T,1011,UST,0108
COP,3502,,2955,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",W,2-3,CSE,E113
COP,3502,,3C36,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",W,4-5,CSE,E113
COP,3502,,3283,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",W,6-7,CSE,E113
COP,3502,,5993,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",TO ARR,ANGE,,
COP,3502,,5994,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",W,1011,CSE,E113
COP,3502,,5996,3,T,8-9,CAR,0100,PROG FUNDAMENTALS 1,"McMullen,Kyla;",TO ARR,ANGE,,
COP,3503,,04C4,3,M W F,1,NPB,1001,PROG FUNDAMENTALS 2,"Liu,Chien-Liang;",TO ARR,ANGE,,
COP,3503,,1278,3,M W F,1,NPB,1001,PROG FUNDAMENTALS 2,"Liu,Chien-Liang;",TO ARR,ANGE,,
COP,3503,,128D,3,M W F,1,NPB,1001,PROG FUNDAMENTALS 2,"Liu,Chien-Liang;",TO ARR,ANGE,,
COP,3503,,128H,3,M W F,1,NPB,1001,PROG FUNDAMENTALS 2,"Liu,Chien-Liang;",TO ARR,ANGE,,
COP,3503,,1280,3,M W F,1,NPB,1001,PROG FUNDAMENTALS 2,"Liu,Chien-Liang;",TO ARR,ANGE,,
COP,3503,,129E,3,M W F,1,NPB,1001,PROG FUNDAMENTALS 2,"Liu,Chien-Liang;",TO ARR,ANGE,,
COP,3503,,141B,3,M W F,1,NPB,1001,PROG FUNDAMENTALS 2,"Liu,Chien-Liang;",TO ARR,ANGE,,
COP,3503,,141D,3,M W F,1,NPB,1001,PROG FUNDAMENTALS 2,"Liu,Chien-Liang;",TO ARR,ANGE,,
COP,3503,,1889,3,M W F,1,NPB,1001,PROG FUNDAMENTALS 2,"Liu,Chien-Liang;",TO ARR,ANGE,,
COP,3503,,1907,3,M W F,1,NPB,1001,PROG FUNDAMENTALS 2,"Liu,Chien-Liang;",TO ARR,ANGE,,
COP,3530,,1085,4,T,7,TUR,L007,DATA STRUC/ALGORITHMS,STAFF;,M,8,LIT,0121
COP,3530,,1087,4,T,7,TUR,L007,DATA STRUC/ALGORITHMS,STAFF;,M,9,CSE,E220
COP,3530,,13A8,4,T,7,TUR,L007,DATA STRUC/ALGORITHMS,STAFF;,M,7,CSE,E220
COP,3530,,23HC,4,T,7,TUR,L007,DATA STRUC/ALGORITHMS,STAFF;,M,10,CSE,E220
COP,4600,,0647,3,M W F,2,CSE,A101,OPERATING SYSTEMS,"Helal,Abdelsalam Ali;",R,9,CSE,E220
COP,4600,,1089,3,M W F,2,CSE,A101,OPERATING SYSTEMS,"Helal,Abdelsalam Ali;",R,10,CSE,E220
COP,5536,,07FC,3,M W F,6,NEB,0201,ADV DATA STRUCTURES,"Sahni,Sartaj Kumar;",,,WEB*,
COP,5536,,DEPT,3,,,WEB,,ADV DATA STRUCTURES,"Sahni,Sartaj Kumar;",,,,
COP,5536,,DEPT,3,,,WEB,,ADV DATA STRUCTURES,"Sahni,Sartaj Kumar;",,,,
COP,5556,,1B46,3,M W F,5,NEB,0201,PROGRAM LANGUAGE PRIN,"Sanders,Beverly A;",,,WEB*,
COP,5556,,DEPT,3,,,WEB,,PROGRAM LANGUAGE PRIN,"Sanders,Beverly A;",,,,
COP,5556,,DEPT,3,,,WEB,,PROGRAM LANGUAGE PRIN,"Sanders,Beverly A;",,,,
COP,5615,,1093,3,T,2-3,CLB,C130,DIST OPER SYS PRINC,"Dobra,Alin Viorel;",R,3,CLB,C130
COT,3100,,1096,3,M W F,8,MCCC,0100,APPLI DISCRETE STRUC,STAFF;,T,7,CSE,E221
COT,3100,,1097,3,M W F,8,MCCC,0100,APPLI DISCRETE STRUC,STAFF;,T,2,LIT,0113
COT,3100,,13BC,3,M W F,8,MCCC,0100,APPLI DISCRETE STRUC,STAFF;,T,3,CSE,E220
COT,5405,,1100,3,T,2-3,NEB,0100,ANALYS OF ALGORITHMS,"Ungor,Alper;",,,WEB*,
COT,5405,,DEPT,3,,,WEB,,ANALYS OF ALGORITHMS,"Ungor,Alper;",,,,
COT,5405,,DEPT,3,,,WEB,,ANALYS OF ALGORITHMS,"Ungor,Alper;",,,,
COT,5442,,103E,3,M W F,4,CSE,E121,APPROX ALGORITHMS,"Thai,My Tra;",,,,
COT,5615,,053G,3,M W F,9,NEB,0100,MATH INTELLIGENT SYS,"Gader,Paul D;",,,WEB*,
COT,5615,,DEPT,3,,,WEB,,MATH INTELLIGENT SYS,"Gader,Paul D;",,,,
COT,5615,,DEPT,3,,,WEB,,MATH INTELLIGENT SYS,"Gader,Paul D;",,,,
COT,6315,,043B,3,T,2-3,CSE,E119,FORMAL LANG & COMPUTA,"Sitharam,Meera;",R,3,CSE,E119
EGN,4912,,DEPT,VAR,TBA,,,,ENGINEERING RESEARCH,"Newman,Richard E;",,,,
EGN,5949,,DEPT,VAR,TBA,,,,PRAC/INTERN/COOP WORK,"Helmy,Ahmed Abdelghaffar;",,,,
EGN,6913,,DEPT,VAR,TBA,,,,ENGINEERING GRAD RSCH,"Helmy,Ahmed Abdelghaffar;",,,,
BCN,1001,,3407,1,M,5,RNK,0110,INTRO TO CONSTR MGMT,"Oppenheim,Paul;",,,,
BCN,1210,,06E4,3,M W F,6,RNK,0110,CONSTRN MATERIALS,"Muszynski,Larry C;",,,,
BCN,1210,,0626,3,,,WEB,,CONSTRN MATERIALS,"Allen,Damon T;",,,,
BCN,1251C,,0627,3,T R,8-9,RNK,0210,CONSTRUCTION DRAWING,"Campbell,Nichole;",,,,
BCN,1251C,,07GH,3,T R,4-5,RNK,0210,CONSTRUCTION DRAWING,"Campbell,Nichole;",,,,
BCN,1582,,01CH,3,,,WEB,,INTERNAT SUSTAIN DEV,"Liu,Rui;",,,,
BCN,1582,,0256,3,T,6-7,RNK,0110,INTERNAT SUSTAIN DEV,"Srinivasan,Ravi Shankar;",R,6,RNK,0110
BCN,2405C,,DEPT,4,M   F,7-8,RNK,0210,CONSTRUC MECHANICS,"Shanker,Ajay;",W,7,RNK,0210
BCN,3012,,064G,3,,,WEB,,HISTORY OF CONSTRN,"Smailes,Richard Lee;",,,,
BCN,3027C,,DEPT,3,T R,2,RNK,0215,PRIN OF CONSTR MGMT,"Franz,Bryan Willam;",F,2-3,RNK,0220
BCN,3027C,,DEPT,3,T R,7,RNK,0238,PRIN OF CONSTR MGMT,"Franz,Bryan Willam;",F,4-5,RNK,0220
BCN,3223C,,DEPT,3,M W,3,RNK,0215,SOILS & CONCRETE,"Muszynski,Larry C;",R,7-8,RNK,0215
BCN,3224C,,DEPT,3,M W,3,RNK,0238,CONSTRUCT TECHNIQUES,"Sullivan,James G;",F,2-3,RNK,0230
BCN,3224C,,DEPT,3,M W,3,RNK,0238,CONSTRUCT TECHNIQUES,"Sullivan,James G;",F,4-5,RNK,0230
BCN,3255C,,DEPT,3,T R,4-5,RNK,0140,GRAPHIC COMMUNICATION,"Gheisari,Masoud;",,,,
BCN,3255C,,DEPT,3,T R,2-3,RNK,0240,GRAPHIC COMMUNICATION,"Gheisari,Masoud;",,,,
BCN,3281C,,DEPT,2,T,3,RNK,0140,CONSTRUC METHODS LAB,"Sullivan,James G;",R,2-3,RNK,0140
BCN,3281C,,DEPT,2,T,3,RNK,0140,CONSTRUC METHODS LAB,"Sullivan,James G;",R,7-8,RNK,0140
BCN,3431C,,DEPT,3,M W,4,RNK,0110,STRUCTURES,"Shanker,Ajay;",R,6-7,RNK,0230
BCN,3431C,,DEPT,3,M W,4,RNK,0110,STRUCTURES,"Shanker,Ajay;",R,2-3,RNK,0230
BCN,3521C,,DEPT,2,T,4,RNK,0106,ELECTRICAL SYSTEMS,"Russell,Mark D;",R,4,RNK,0125
BCN,3611C,,DEPT,3,M W,4-5,RNK,0215,CONSTRUC ESTIMATING 1,"Liu,Rui;",,,,
BCN,3700,,DEPT,3,T,2-3,RNK,0210,CONSTRUCTN CONTRACTS,"Cook,Michael John;",R,2,RNK,0210
BCN,3730,,DEPT,3,M W,6,RNK,0220,SAFETY/HEALTH/ENVIRON,"Wehle,Andrew J;",R,8,RNK,0106
BCN,3730,,DEPT,3,M W,5,RNK,0106,SAFETY/HEALTH/ENVIRON,"Wehle,Andrew J;",R,9,RNK,0106
BCN,4423C,,DEPT,3,T,3-4,RNK,0238,TEMPORARY STRUCTURES,STAFF;,R,7-8,RNK,0220
BCN,4423C,,DEPT,3,T,3-4,RNK,0238,TEMPORARY STRUCTURES,"Allen,Damon T;",R,4-5,RNK,0220
BCN,4510C,,DEPT,4,M WRF,3,RNK,0110,MECHANICAL SYSTEMS,"Oppenheim,Paul;",F,2,RNK,0125
BCN,4510C,,DEPT,4,M WRF,3,RNK,0110,MECHANICAL SYSTEMS,"Oppenheim,Paul;",F,4,RNK,0125
BCN,4594,,DEPT,3,W,7-9,RNK,0220,BLDG ENERGY MODELING,"Srinivasan,Ravi Shankar;",,,,
BCN,4612C,,DEPT,3,M W,6,RNK,0240,CONSTRUC ESTIMATING 2,"Cook,Michael John;",R,7-8,RNK,0240
BCN,4612C,,DEPT,3,M W,2,RNK,0240,CONSTRUC ESTIMATING 2,"Cook,Michael John;",R,4-5,RNK,0238
BCN,4709C,,DEPT,3,M W,4-5,RNK,0206,CONSTRN PROJ MANAGMNT,"Sullivan,James G;",,,,
BCN,4720,,DEPT,3,M,4-5,RNK,0240,CONSTRN PLNG & CONTRL,"Russell,Mark D;",W,5,RNK,0240
BCN,4723,,DEPT,3,M WR,6,RNK,0210,DESIGN-BLD DEL METH,"Walters,Russell C;",,,,
BCN,4753,,DEPT,3,M,2-3,RNK,0210,CONSTRUCTION FINANCE,"Walters,Russell C;",W,3,RNK,0210
BCN,4787C,,DEPT,3,T R,4-5,RNK,0225,CONSTR CAPSTONE PRJCT,"Franz,Bryan Willam;",,,,
BCN,4880,,DEPT,3,M,7-8,RNK,0225,MANGMT HVY/HGHWY CONS,"Costin,Aaron M;",W,7,RNK,0225
BCN,4905,,DEPT,VAR,TBA,,,,SPECIAL STUDIES,STAFF;,,,,
BCN,4949,,DEPT,3,TBA,,,,CONSTRU MANAGE INTERN,"Sullivan,James G;",,,,
BCN,5470,,DEPT,3,T,6-7,RNK,0230,CONSTRN METH IMPRVMNT,"Costin,Aaron M;",R,8,RNK,0230
BCN,5618C,,DEPT,3,T R,4-5,RNK,0240,COMPREHEN ESTIMATING,"Chini,Abdol Reza;",,,,
BCN,5705C,,DEPT,3,M W,4-5,RNK,0225,PROJ MANAGE CONSTRUC,"Cook,Michael John;",,,,
BCN,5715,,DEPT,3,T,10E1,RNK,0215,ADV CONSTRUC LABOR,STAFF;,,,,
BCN,5722,,DEPT,3,T,4-5,RNK,0215,ADV CONSTRU PLAN/CONT,"Flood,Ian;",R,4,RNK,0215
BCN,5729,,DEPT,3,M WR,6,RNK,0210,DESIGN-BLD DELIV METH,"Walters,Russell C;",,,,
BCN,5776,,DEPT,3,M W F,5,RNK,0210,INTNL CONS BUS MANAGE,"Flood,Ian;",,,,
BCN,5789C,,DEPT,3,T,6-7,RNK,0225,CONSTRU PROJECT DEL,"Russell,Mark D;",R,7-8,RNK,0225
BCN,5905,,DEPT,VAR,TBA,,,,SPECL STUDIES CONSTRN,STAFF;,,,,
BCN,5949,,DEPT,VAR,TBA,,,,GRADUATE INTERNSHIP,STAFF;,,,,
BCN,6036,,DEPT,3,T,2-3,RNK,0225,RESEARCH METH CONSTRU,"Minchin,Robert E,Jr;",R,2,RNK,0225
BCN,6558C,,DEPT,3,M,2-4,RNK,0106,BLDG INTEG RENW ENGY,"Kibert,Charles Joseph;",TO ARR,ANGE,,
BCN,6585,,DEPT,3,W,10E1,RNK,0215,SUSTAINABLE CONSTRUC,"Kibert,Charles Joseph;",,,,
BCN,6748,,DEPT,3,M,10E1,RNK,0110,CONSTRUCTION LAW,"Issa,Raja Raymond A;",,,,
BCN,6785,,DEPT,3,T,10E1,RNK,0220,CONSTRUC INFO SYSTEMS,"Issa,Raja Raymond A;",,,,
BCN,6905,,DEPT,VAR,TBA,,,,DIRECTED INDEP STUDY,STAFF;,,,,
BCN,6905,,DEPT,3,T,8-9,RNK,0215,CONSTR FINANCIAL MGMT,"Walters,Russell C;",R,5,RNK,0215
BCN,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
BCN,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
FES,4884,,DEPT,3,,,WEB,,INTRO TERR EM,"Moeller,Bruce J;",,,,
FES,6916,,DEPT,3,,,WEB,,RSH FOR MASTERS RPRT,"Lindsey,Jeffrey;",,,,
FES,6940,,DEPT,VAR,,,WEB,,PRACTICUM IN FES,"Lindsey,Jeffrey;",,,,
ICM,6775,,DEPT,3,,,WEB,,MFG CONSTR PROCESS,STAFF;,,,,
DCP,1010,,15B6,1,R,5,ARCH,0411,GEODESIGN COLLOQUIUM,STAFF;,,,,
DCP,2001,,15CB,3,T,3-4,ARCH,0215,INTRO TO GIS I,STAFF;,R,4,ARCH,0215
DCP,3200,,1578,3,M,4,ARCH,0213,METHODS OF INQUIRY,STAFF;,W,4-5,ARCH,0213
DCP,3210,,5265,3,T,3-4,ARCH,0423,SUSTNABLE SOL BLT ENV,STAFF;,R,3,ARCH,0423
DCP,4290,,DEPT,6,TBA,,,,CAPSTONE SUST BLT ENV,STAFF;,,,,
DCP,4930,,14EA,6,T R,6-8,ARCH,0411,GREEN BLDG STRATEGIES,STAFF;,,,,
DCP,4942,,DEPT,VAR,TBA,,,,FIELD EXP SUST/BUILT,STAFF;,,,,
DCP,6301,,13D5,6,T R,6-8,ARCH,0411,GREEN BLDG STRATEGIES,STAFF;,,,,
DCP,6710,,3126,3,T,1011,ARCH,0411,HIS/THRY HIST PRESERV,STAFF;,,,,
DCP,6711,,1716,3,W,1011,ARCH,0411,HIS PRESERVATION PRAC,STAFF;,,,,
DCP,6714,,054F,3,R,1011,ARCH,0411,DOCUM HERITAGE RESOUR,STAFF;,,,,
DCP,6716,,06EA,3,TBA,,,,CULTURAL RESRCE PRESV,STAFF;,,,,
DCP,6905,,DEPT,VAR,TBA,,,,INDEPENDENT STUDY,STAFF;,,,,
DCP,6931,,205E,3,F,8-10,ARCH,0439,DOCTORAL CORE 3,STAFF;,,,,
DCP,6971,,DEPT,VAR,TBA,,,,RSCH MASTERS THESIS,STAFF;,,,,
DCP,7790,,DEPT,3,T,3-5,ARCH,0411,DOCTORAL CORE 1,STAFF;,,,,
DCP,7794,,2F38,1,W,9,ARCH,0439,DOCTORAL SEMINAR,STAFF;,,,,
DCP,7940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
DCP,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
DCP,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
DCP,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
DCP,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
DCP,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
DCP,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
DIG,3020,,197D,3,T,7,NRG,0205,FOUND OF DIG CULTURE,STAFF;,R,7-8,NRG,0205
DIG,3305C,,026E,3,T,4,NRG,0120,3D DIGITAL ANIMA TECH,STAFF;,R,4-5,NRG,0120
DIG,3313C,,238A,3,TBA,,,,2D DIG ANIMATION TECH,STAFF;,,,,
DIG,3433,,239A,3,TBA,,,,DIGITAL STORYTELLING,STAFF;,,,,
DIG,3525C,,197F,3,M,8-9,NRG,0120,DAS DSGN & PROD STD 1,STAFF;,W,9,NRG,0120
DIG,3713,,027A,3,T,5-6,NRG,0120,GAME DESIGN PRACTICES,STAFF;,R,6,NRG,0120
DIG,3873,,197H,3,M,5-6,NRG,0205,THEORY DIG MEDIA PROT,STAFF;,W,6,NRG,0205
DIG,4154,,229G,3,M,7,NRG,0120,WRITING INTERAC MEDIA,STAFF;,W,7-8,NRG,0120
DIG,4527C,,2293,3,M,8,NRG,0205,DAS DSGN & PROD ST 3,STAFF;,W,9-10,NRG,0205
DIG,4634,,239G,3,TBA,,,,WEARABLE & MOBILE APP,STAFF;,,,,
DIG,6028,,16CE,3,TBA,,,,ROOTS OF DIG CULTURE,STAFF;,,,,
DIG,6751C,,05EG,3,T,4,CSE,E413,MULTIMEDIA INTERFACES,STAFF;,R,4-5,CSE,E413
DIG,6850C,,028B,3,M,5-6,CSE,E413,DIG ART & SCI CONVERG,STAFF;,W,6,CSE,E413
DIG,6973,,DEPT,VAR,TBA,,,,CAP PROJ IN LIEU THES,STAFF;,,,,
ECO,2013,,1180,4,,,WEB,,PRIN MACROECONOMICS,"Knight,David T;",,,,
ECO,2013,,1181,4,,,WEB,,PRIN MACROECONOMICS,"Knight,David T;",,,,
ECO,2013,,16B0,4,,,WEB,,PRIN MACROECONOMICS,"Knight,David T;",,,,
ECO,2023,,1191,4,,,WEB,,PRIN MICROECONOMICS,"Rush,Mark;",,,,
ECO,2023,,1192,4,,,WEB,,PRIN MICROECONOMICS,"Rush,Mark;",,,,
ECO,2023,,16B2,4,,,WEB,,PRIN MICROECONOMICS,"Rush,Mark;",,,,
ECO,3101,,0168,4,M W,3-4,MAT,0113,INTERMED MICROECON,"Knight,David T;",,,,
ECO,3101,,13H6,4,T R,7-8,MAT,0113,INTERMED MICROECON,"Luo,Ye;",,,,
ECO,3101,,21BC,4,M W,5-6,MAT,0113,INTERMED MICROECON,"Phillips,Michelle A;",,,,
ECO,3101,,3728,4,T R,9-10,STZ,0104,INTERMED MICROECON,STAFF;,,,,
ECO,3203,,0166,4,M W,5-6,MAT,0114,INTERMED MACROECON,"Saygin,Perihan Ozge;",,,,
ECO,3203,,174G,4,T R,3-4,MAT,0113,INTERMED MACROECON,"Saygin,Perihan Ozge;",,,,
ECO,3203,,4746,4,T R,5-6,MAT,0114,INTERMED MACROECON,"Saygin,Perihan Ozge;",,,,
ECO,3532,,1C45,4,M W,3-4,MAT,0114,PUBLIC CHOICE,"Phillips,Michelle A;",,,,
ECO,3704,,08A6,4,T R,9-10,MAT,0016,INTERNATIONAL TRADE,"Heins,Gunnar;",,,,
ECO,3713,,048E,4,T R,7-8,MAT,0114,INTERNAT MACROECON,"Waldo,Douglas G;",,,,
ECO,4104,,2352,4,M W,3-4,MAT,0115,ECON OF COMP STRATEGY,"Ai,Chunrong;",,,,
ECO,4104,,2353,4,M W,7-8,HVNR,250,ECON OF COMP STRATEGY,"Ai,Chunrong;",,,,
ECO,4400,,1H34,4,M W,7-8,MAT,0012,GAME THEORY & APPLICA,STAFF;,,,,
ECO,4421,,23A5,4,M W,9-10,MAT,0016,ECONOMETRICS,"Kostyshak,Scott G;",,,,
ECO,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,"Blair,Roger D;",,,,
ECO,4934,,21H5,4,T R,3-4,MAT,0114,ECONOMIC GROWTH,"Adams,Jonathan;",,,,
ECO,4934,,21H8,4,M W,3-4,MAT,0116,COMP HEALTHCARE MKTS,"Blair,Roger D;",,,,
ECO,4935,,DEPT,4,T R,3-4,MAT,0116,EMPIRICAL RESEARCH,"Phillips,Michelle A;",,,,
ECO,4941,,DEPT,VAR,TBA,,,,INTERNSHIP,"Blair,Roger D;",,,,
ECO,4956,,DEPT,VAR,TBA,,,,INTERNATIONAL STUDIES,"Blair,Roger D;",,,,
ECO,4970,,DEPT,VAR,TBA,,,,HONORS THESIS,"Blair,Roger D;",,,,
ECO,5715,,DEPT,2,M W,9-10,HGS,240,OPEN ECON MACROECON,"Waldo,Douglas G;",,,,
ECO,5715,,DEPT,2,M W,7-8,HGS,240,OPEN ECON MACROECON,"Waldo,Douglas G;",,,,
ECO,6409,,DEPT,2,M W,3-4,HGS,150,GAME THEORY APPLIED,"Romano,Richard E;",,,,
ECO,6409,,DEPT,2,M W,7-8,HGS,150,GAME THEORY APPLIED,"Romano,Richard E;",,,,
ECO,6906,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,"Blair,Roger D;",,,,
ECO,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,"Blair,Roger D;",,,,
ECO,6957,,DEPT,VAR,TBA,,,,INTERNATIONAL STUDIES,"Blair,Roger D;",,,,
ECO,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,"Blair,Roger D;",,,,
ECO,7115,,08AF,3,M W,9-10,MAT,0114,MICROECONOMIC THEORY,"Slutsky,Steven M;",,,,
ECO,7426,,23AC,3,T R,9-10,MAT,0113,ECONOMETRIC METHODS 1,"Luo,Ye;",,,,
ECO,7707,,2297,3,T R,7-8,MAT,0116,INTERNATL ECON RELA,"Dinopoulos,Elias;",,,,
ECO,7938,,0307,VAR,T R,3-4,MAT,0117,IO: THEORY & POLICY,"Hamilton,Jonathan H;",,,,
ECO,7938,,031F,VAR,M W,7-8,MAT,0114,PUBLIC ECONOMICS 1,"Slutsky,Steven M;",,,,
ECO,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Blair,Roger D;",,,,
ECO,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"Blair,Roger D;",,,,
ECP,4451,,1B85,4,T R,7-8,MAT,0115,LAW AND ECONOMICS,"Hamilton,Jonathan H;",,,,
ECP,5702,,DEPT,2,M W,7-8,HGS,250,MANAGERIAL ECONOMICS,"Dinopoulos,Elias;",,,,
ECP,5702,,DEPT,2,M W,5-6,HGS,250,MANAGERIAL ECONOMICS,"Dinopoulos,Elias;",,,,
