coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
ACG,5075,,4994,2,T R,7-8,HGS,140,MANAGERIAL ACCOUNTING,"Impink,Johannes;",,,,
ACG,5637,$5.00,2334,3,M W,7-8,GER,0126,AUDITING 1,"Tucker,Robert R;",,,,
ACG,5637,$5.00,3373,3,M W,5-6,GER,0122,AUDITING 1,"Tucker,Robert R;",,,,
ACG,6387,$5.00,1438,2,T R,5-6,GER,0121,STRATEGIC COSTING,"Reppenhagen,David A;",,,,
ACG,6387,$5.00,1443,2,T R,7-8,GER,0121,STRATEGIC COSTING,"Reppenhagen,David A;",,,,
ACG,6635,$5.00,09D6,2,M W,3-4,GER,0121,ISSUES AUDIT PRACTICE,"Knechel,W R;",,,,
ACG,6635,$5.00,09D7,2,M W,5-6,GER,0121,ISSUES AUDIT PRACTICE,"Knechel,W R;",,,,
ACG,6657,$5.00,1472,2,M W,1-2,GER,0121,AUDIT CORP GOVERNANCE,"Falk,Christopher W;",,,,
ACG,6657,$5.00,1497,2,M W,3-4,GER,0121,AUDIT CORP GOVERNANCE,"Falk,Christopher W;",,,,
ACG,7885,,DEPT,4,TBA,,,,ACCOUNTING RESEARCH 1,"Asare,Stephen K;",,,,
ACG,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Asare,Stephen K;",,,,
ACG,7980,,2555,VAR,TBA,,,,DOCTORAL RESEARCH,"Asare,Stephen K;",,,,
TAX,5005,$5.00,1494,3,T R,5-6,GER,0126,INTRO FED INCOME TAX,"Boyles,Jesse V;",,,,
TAX,5005,$5.00,5862,3,T R,7-8,GER,0126,INTRO FED INCOME TAX,"Boyles,Jesse V;",,,,
TAX,6015,$5.00,1374,2,M W,5-6,GER,0121,TAX BUS ENTITIES 1,"Garvin,Deborah R;",,,,
TAX,6015,$5.00,1444,2,M W,7-8,GER,0121,TAX BUS ENTITIES 1,"Garvin,Deborah R;",,,,
TAX,6016,$5.00,1397,2,T R,9-10,GER,0126,TAX BUS ENTITIES 2,"Boyles,Jesse V;",,,,
TAX,6726,$5.00,1404,2,M W,3-4,GER,0228,EXEC TAX PLANNING,"Garvin,Deborah R;",,,,
TAX,6726,$5.00,1415,2,M W,5-6,GER,0228,EXEC TAX PLANNING,"Garvin,Deborah R;",,,,
ADV,3001,,2866,3,T,3-4,WEIM,1084,ADVERTISING STRATEGY,"Song,Doori;",R,4,WEIM,1084
ADV,3001,,5034,3,T,7-8,WEIM,1084,ADVERTISING STRATEGY,"Sutherland,John C;Xie,Qinwei;",R,7,WEIM,1084
ADV,3008,,0052,3,T,3-4,MCCC,0100,PRINCIPLE OF ADVERTIS,"Weigold,Michael Fredrick;",R,3,MCCC,0100
ADV,3008,,1903,3,T,7,WEIM,1064,PRINCIPLE OF ADVERTIS,"DiPasquale,Dennis A;",R,7-8,WEIM,1064
ADV,3203,,5056,3,M,4-5,FLG,0220,INTRO DESIGN/GRAPHICS,"Elias,Troy;",W,4,FLG,0220
ADV,3500,,1A41,3,M,6-7,WEIL,0270,ADVERTISING RESEARCH,"Kim,Junga;",W,6,WEIL,0270
ADV,3500,,2354,3,M W F,3,FLG,0260,ADVERTISING RESEARCH,"Choi,Yunmi;",,,,
ADV,4101,$13.50,02D2,3,M,7-8,WEIM,1078,COPY & VISUALIZATION,"Elias,Troy;",W,6-7,WEIM,2056
ADV,4101,$13.50,0618,3,T,5-6,FLG,0245,COPY & VISUALIZATION,"Williams,Jeffrey S;",R,3-4,WEIM,3024
ADV,4101,$13.50,8306,3,T,5-6,FLG,0245,COPY & VISUALIZATION,"Habib,Sabrina H;",R,6-7,WEIM,2056
ADV,4101,$13.50,8883,3,W,8-9,WEIM,2056,COPY & VISUALIZATION,"Cozart,Christina Loosli;",R,8-9,WEIM,2050
ADV,4300,,1A30,3,T,8-9,FLG,0230,MEDIA PLANNING,"Asim,Mian M;",R,9,FLG,0230
ADV,4300,,7420,3,T,3-4,FLG,0270,MEDIA PLANNING,"Lee,Seul;",R,4,FLG,0270
ADV,4400,$3.00,5526,3,,,WEB,,INTERNATNL ADVERTISNG,"Morton,Cynthia R;",,,,
ADV,4800,$13.50,0068,3,R,4-6,WEIM,G030,ADVERTISING CAMPAIGNS,"Morris,Jon D;",,,,
ADV,4800,$13.50,3523,3,T,5-7,WEIM,G030,ADVERTISING CAMPAIGNS,"Wilson,David Winslow;",,,,
ADV,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL PROBLEMS,"Sutherland,John C;",,,,
ADV,4930,,039C,3,M,6-7,WEIM,1094,SOCIAL ISSUES IN ADV,"Morton,Cynthia R;",W,6,WEIM,1094
ADV,4930,,12H7,3,M,8-9,WEIM,1076,MOBILE ADV APPS,"Jewett,Adriane K;",W,8,WEIM,1076
ADV,4930,,DEPT,3,M,8-9,WEIM,3020,ADVANCED DESIGN & GRA,"Baer,James P;",F,4,WEIM,1074
ADV,4930,,7040,3,W,4-5,WEIM,1084,GREAT IDEAS IN ADV,"Morris,Jon D;",R,5,WEIM,1084
ADV,4940,,DEPT,VAR,TBA,,,,ADVERTISING INTERNSHP,"Sutherland,John C;",,,,
AFA,2000,,5460,3,T,2-3,FAB,0103,INTR AFRICAN AMER STU,"Nunn,Patricia Hilliard;",R,3,FAB,0103
AFA,3360,,5276,3,M W F,3,LIT,0233,ARC AFRICAN-AMER LIFE,"Davidson,James M;",,,,
AFA,3930,,02FB,3,M W F,6,FLO,0100,BLACK ENGLISHES,"Essegbey,James;",,,,
AFA,3930,,0317,3,T,8-9,FAC,0127,BLK FILMS ETHNO,"Thomas-Houston,Marilyn M;",R,9,FAC,0127
AFA,3930,,1A20,3,T,5-6,FAC,0127,POLITICS OF BLK HAIR,"Nunn,Patricia Hilliard;",R,6,FAC,0127
AFA,3930,,1A21,3,T,5-6,TUR,2350,CARIBBEAN PERSPECTIVE,"Harrison,Faye V;",R,6,RNK,0230
AFA,3930,,1A25,3,T,1,TUR,2319,AMER CIVIL LIBERTIES,"Stafford,Samuel P;",R,1-2,TUR,2319
AFA,3930,,1G76,3,M W F,9,CSE,A101,GEOGRAPHY OF AFRICA,"Mcdade-Gordon,Barbara Elizabeth;",,,,
AFA,3930,,1G77,3,T,2-3,TUR,1105,AFR- AMER LIT 1,"King,Debra Walker;",R,3,TUR,1105
AFA,3930,,1G78,3,T,4,TUR,2305,AFR-AMER LIT 1,"King,Debra Walker;",R,4-5,TUR,2305
AFA,3930,,1G79,3,M,8-10,FLO,0100,MINORITY AMER SOCIE,"Youakim,Claudia;",,,,
AFA,3930,,1G80,3,M W F,7,TUR,2319,MINORITY AMER SOCIETY,"Tawiah,Nii Adjetey;",,,WEB,
AFA,3930,,1G81,3,M W F,4,MCCB,3124,INTER HAITIAN CREOLE,"Hebblethwaite,Benjamin John;",,,,
AFA,3930,,1G82,3,M W F,5,MAT,0005,HAITIAN CREOLE LINGS,"Hebblethwaite,Benjamin John;",,,,
AFA,3930,,11DD,3,T,7,FLO,0100,PHILOSOPHY OF RACE,"Westmoreland,John Peter;",R,7-8,FLO,0100
AFA,3930,,2452,3,M,9-10,AND,0101,CIVIL RGHT & RELIGION,"Simmons,Gwendolyn Delores;",W,10,AND,0134
AFA,3930,,3321,3,T,5-6,AND,0101,AFRICAN AMER POLITICS,"Austin,Sharon Denise;",R,6,AND,0034
AFA,4905,,DEPT,1,TBA,,,,INDEPENDENT STUDY,"Davidson,James M;",,,,
AFA,4936,,5281,3,T,8-9,LIT,0233,AFRICAN-AM SEN SEM 1,"Nunn,Patricia Hilliard;",R,9,LIT,0233
AFS,2002,,1E85,3,T,10,CSE,E222,AFRICAN EXPERIENCE,"Marten,Meredith G;",R,9-10,RNK,0110
AFS,4905,,14EF,4,TBA,,,,INTERMEDIATE ARABIC,"Bouguettaya,Soraya;",,,,
AFS,4935,,006C,3,T,7-8,MAT,0115,GENDER/DEV IN AFRICA,"Serra,Renata;",R,8,MAT,0115
AFS,4935,,06H1,3,M,3,MAT,0119,AFRICAN COMEDIES,"Sow,Alioune Badaradiam;",W,3-4,MAT,0119
AFS,4935,,07B0,3,T,10,AND,0134,AFRICAN POLITICS,"Baldwin,Katharine;",R,1011,AND,0134
AFS,4935,,099E,3,T,7,TUR,2318,REL/REFORM IN AFRICA,"Ostebo,Terje;",R,7-8,TUR,2318
AFS,4935,,1C38,3,M,2,FAC,0201,CONTEMP AFRICAN ART,"Rovine,Victoria L;",W,2-3,FAC,0201
AFS,5061,,1H83,1,T,3,LBW,211,AFRICANA BIBLIOGRAPHY,"Reboussin,Daniel A;",,,,
AFS,6905,,0439,3,T,1-3,LIT,0239,MDP GLOBAL CLASSROOM,"Schmink,Marianne C;Serra,Renata;",,,,
AFS,6905,,DEPT,3,R,4-6,UST,0101,MDP CONSERV & DEV PRA,"Barnes,Grenville;Galloway,Glenn;Rheingans,Richard D;",,,,
AFS,6905,,DEPT,3,W,7-9,NSC,0225,MDP DEVELOPMENT ADMIN,"Galloway,Glenn;",,,,
AFS,6905,,06H8,3,M,8-10,CBD,0216,ISLAM/POLITICS IN AFR,"Villalon,Leonardo Alfonso;",,,,
AFS,6905,,14EC,3,TBA,,,,GENDER/DEV IN AFRICA,"Serra,Renata;",,,,
AFS,6905,,1495,3,TBA,,,,READINGS IN SWAHILI,"Lugano,Rose Sau;",,,,
ABE,2012C,,0127,3,M W,4,ROG,0110,INTRO BIOLOGICAL ENGR,"Leary,James Daniel;",M,8,ROG,0110
ABE,2012C,,03H5,3,M W,4,ROG,0110,INTRO BIOLOGICAL ENGR,"Leary,James Daniel;",M,9,ROG,0110
ABE,3612C,,0129,4,M W F,5,ROG,0129,HEAT/MASS TRANS BIOL,"Pelletier,William;",R,8-10,ROG,0129
ABE,4042C,,0128,2,T R,4,ROG,0110,BIOLOGICAL ENG DESN 1,"Scholtz,Richard V,III;",,,,
ABE,4231C,$30.00,0490,4,M W F,4,ROG,0106,IRRIGA/DRAINAGE ENGR,"Scholtz,Richard V,III;",T,8-10,ROG,0151
ABE,4662,,8059,3,M W F,6,ROG,0283,QUANTIFICA BIOL PROC,"Correll,Melanie J;",,,,
ABE,4812,$15.00,0047,4,M W F,3,ROG,0110,FOOD ENGINEER UNIT OP,"Teixeira,Arthur A;",F,4-5,ROG,0110
ABE,4905,,DEPT,VAR,TBA,,,,INDUSTRIAL HYGIENE,"Correll,Melanie J;",,,,
ABE,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,"Leary,James Daniel;",,,,
ABE,4912,,DEPT,3,T,8-10,NPB,1001,INTEG PROD/PROC DES 1,"Leary,James Daniel;Stanfill,R Keith;",,,,
ABE,4931,,4191,1,R,6,ROG,0129,PROFESSIONAL ISSUES,"Welt,Bruce Ari;",,,,
ABE,5442,,3754,3,T,4-5,ROG,0106,ADV PROCESS ENGINEER,"Pullammanappallil,P C;",R,5,ROG,0106
ABE,5815C,,1532,4,M W F,3,ROG,0110,FOOD/BIOPROC ENGR DES,"Teixeira,Arthur A;",F,4-5,ROG,0110
ABE,6031,$40.00,061E,3,M W,6-7,ROG,0211,INSTR IN AGR ENG RES,"Burks,Thomas Francis;",,,,
ABE,6037C,,0636,3,T R,4-5,ROG,0283,REMOTE SENSING HYDROL,"Judge,Jasmeet;",,,,
ABE,6266,,0870,3,T R,3-4,ROG,0211,NANOTECH IN WATER RSH,"Gao,Bin;",,,,
ABE,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
ABE,6931,,4190,1,M,7,ROG,0283,SEMINAR,"Scholtz,Richard V,III;",,,,
ABE,6933,,DEPT,2,T,8-9,ROG,0283,GRANT WRITING,"McLamore,Eric;",,,,
ABE,6933,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,STAFF;,,,,
ABE,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
ABE,6971,,0141,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
ABE,6974,,DEPT,VAR,TBA,,,,NONTHESIS PROJECT,STAFF;,,,,
ABE,7979,,0143,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
ABE,7980,,9755,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
CWR,6536,,087H,3,T R,6-7,ROG,0283,STOCH SUBSURF HYDROL,"Graham,Wendy Dimbero;",,,,
AEC,3030C,$14.23,0145,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Phillips,Brandi K;",M,4-5,ROL,0306
AEC,3030C,$14.23,0146,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Phillips,Brandi K;",M,4-5,ROL,0310
AEC,3030C,$14.23,0147,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Phillips,Brandi K;",W,4-5,ROL,0306
AEC,3030C,$14.23,0148,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Phillips,Brandi K;",W,4-5,ROL,0310
AEC,3030C,$14.23,0151,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Newberry,Milton Garry III;",M,6-7,ROL,0306
AEC,3030C,$14.23,0152,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Newberry,Milton Garry III;",M,6-7,ROL,0310
AEC,3030C,$14.23,0153,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Burleson,Sarah E;",W,6-7,ROL,0306
AEC,3030C,$14.23,0154,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Burleson,Sarah E;",W,6-7,ROL,0310
AEC,3030C,$14.23,0155,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Culbertson,Avery L;",F,7-8,ROL,0306
AEC,3030C,$14.23,0156,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Culbertson,Avery L;",F,7-8,ROL,0310
AEC,3030C,$14.23,DEPT,3,TBA,,,,EFFECT ORAL COMMUNICA,STAFF;,,,,
AEC,3030C,$14.23,1440,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Newberry,Milton Garry III;",F,3-4,ROL,0306
AEC,3030C,$14.23,1530,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Newberry,Milton Garry III;",F,3-4,ROL,0310
AEC,3030C,$14.23,3702,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Culbertson,Avery L;",F,5-6,ROL,0306
AEC,3030C,$14.23,3703,3,T R,6,MCCC,0100,EFFECT ORAL COMMUNICA,"Adams,Brittany L;Culbertson,Avery L;",F,5-6,ROL,0310
AEC,3033C,$5.00,DEPT,3,,,WEB,,RESEARCH/BUSINES WRIT,"Nessmith,Erin N;",,,,
AEC,3033C,$2.00,1582,3,M W F,2,CSE,E119,RESEARCH/BUSINES WRIT,"Holt,Jessica;",,,,
AEC,3033C,$2.00,6406,3,M W F,3,MCCA,G186,RESEARCH/BUSINES WRIT,"Perry,Marian Linda;",,,,
AEC,3070C,$120.26,DEPT,3,M,7,ROL,0205,DIGITAL MEDIA PRODUCT,"Telg,Ricky W;",W,7-9,ROL,0205
AEC,3073,$21.00,4331,3,T,4-5,ROL,0205,INTERCUL COMMUNICA,"Hartmann,Marta M;",R,5,ROL,0205
AEC,3209,,5035,3,M,2-3,ROL,0205,INSTRUCT/EVENT PLAN,"Raulerson,Rebekah G;",W,3,ROL,0205
AEC,3323,$28.00,DEPT,3,,,WEB,,DEV & PHIL AG EDUCA,"Dyer,James E;",,,,
AEC,3413,$26.25,0854,3,M,5,ROL,0205,INTERPERSONAL LEADERS,"Andenoro,Anthony Clyde;Jones,Jaron L;",W,5-6,ROL,0205
AEC,3414,$16.00,0165,3,T,2-3,CSE,A101,LEADERSHIP DEVELOPMNT,"Stedman,Nicole Lamee Perez;",R,3,CSE,A101
AEC,3414,$19.00,DEPT,3,TBA,,,,LEADERSHIP DEVELOPMNT,"Stedman,Nicole Lamee Perez;",,,,
AEC,4031,$120.00,DEPT,3,T,6,ROL,0205,COM PROC AGR/LIFE SCI,"Telg,Ricky W;",R,6-7,ROL,0205
AEC,4052,$120.00,DEPT,3,T,4-5,MCCA,2186,COMMUNIC CAMPAIGN STR,"Irani,Tracy Anne;",R,5,MCCA,2186
AEC,4065,,0596,3,M,4,TUR,2333,ISSUES IN AG & LIFE,"Raulerson,Rebekah G;",W,4-5,TUR,2333
AEC,4200,$43.74,06A3,3,R,7-8,TUR,2328,TCH METHODS IN AG ED,"Conner,Nathan W;DiBenedetto,Catherine A;Roberts II,Thomas G;Rubenstein,Eric D;",T,6-7,ROL,0306
AEC,4200,$43.74,06A4,3,R,7-8,TUR,2328,TCH METHODS IN AG ED,"Conner,Nathan W;DiBenedetto,Catherine A;Roberts II,Thomas G;Rubenstein,Eric D;",T,8-9,ROL,0306
AEC,4200,$43.74,06A5,3,R,7-8,TUR,2328,TCH METHODS IN AG ED,"Conner,Nathan W;DiBenedetto,Catherine A;Roberts II,Thomas G;Rubenstein,Eric D;",W,2-3,ROL,0306
AEC,4200,$43.74,1923,3,R,7-8,TUR,2328,TCH METHODS IN AG ED,"Conner,Nathan W;DiBenedetto,Catherine A;Roberts II,Thomas G;Rubenstein,Eric D;",T,4-5,ROL,0306
AEC,4200,$43.74,DEPT,3,TBA,,,,TCH METHODS IN AG ED,"Dyer,James E;",,,,
AEC,4202,$10.00,06B4,3,M,6-7,TUR,2306,CURRIC DEV/ASSESS TEC,"Blythe,Jessica M;Myers,Brian E;",W,6,TUR,2318
AEC,4224,$33.00,DEPT,3,,,WEB,,SP MTHDS TCHG AG EDUC,"Dyer,James E;",,,,
AEC,4228,$118.31,DEPT,3,TBA,,,,LAB PRAC TCHG AGRIC,"Dyer,James E;",,,,
AEC,4434,,06C4,3,T,6,WEIL,0279,COMM/LDRSHP GRP/TEAMS,"Carter,Hannah S;",R,6-7,MAT,0007
AEC,4465,$26.00,3110,3,M,5-6,PUGH,120,GLOBAL LEADERSHIP,"Hartmann,Marta M;",W,5,PUGH,120
AEC,4504,$25.00,DEPT,3,TBA,,,,CURRIC & PROGRAM PLAN,"Dyer,James E;",,,,
AEC,4905,,DEPT,3,TBA,,,,TCH ESOL LEARNERS ANR,"Dyer,James E;",,,,
AEC,4905,,DEPT,3,TBA,,,,TCH INDUCTION PROGRAM,"Dyer,James E;",,,,
AEC,4905,,1H38,1,T,8,CSE,E220,SOFT SKILL SEMINAR,"Stedman,Nicole Lamee Perez;",,,,
AEC,4905,,DEPT,VAR,TBA,,,,TCH ANIMAL SHOWMANSHP,"Dyer,James E;",,,,
AEC,4905,,DEPT,VAR,TBA,,,,ISSUES IN US AGR,"Thoron,Andrew C;",,,,
AEC,4905,,DEPT,VAR,TBA,,,,ADVD TOPICS IN LDRSHP,"Stedman,Nicole Lamee Perez;",,,,
AEC,4942,$15.00,DEPT,VAR,TBA,,,,AGRIC EDUC INTERNSHIP,"Dyer,James E;",,,,
AEC,4943,,DEPT,VAR,TBA,,,,LDRDSHP DEVELP INTERN,"Stedman,Nicole Lamee Perez;",,,,
AEC,4948,,DEPT,VAR,TBA,,,,AGRI COMMUNICA INTERN,"Telg,Ricky W;",,,,
AEC,5206,,DEPT,3,TBA,,,,TEACHING METHODS,"Dyer,James E;",,,,
AEC,5206,,DEPT,3,R,7-8,TUR,2328,TEACHING METHODS,"Roberts II,Thomas G;",W,2-3,ROL,0306
AEC,5454,,5394,3,M,8-10,ROL,0306,LEADER DEV EXTEN/COMM,"Stedman,Nicole Lamee Perez;",,,,
AEC,5541,$30.00,DEPT,3,M,7,ROL,0205,COMM & INST TECH AG,"Telg,Ricky W;",W,7-9,ROL,0205
AEC,5544,,DEPT,3,M,6-7,TUR,2306,CUR DVLP IN AG TECH,"Blythe,Jessica M;Myers,Brian E;",W,6,TUR,2318
AEC,5546,,DEPT,3,TBA,,,,PROG PLANNING AG EDU,"Dyer,James E;",,,,
AEC,6300,$7.00,5073,3,R,3-5,ROL,0306,METH OF PLAN CHANGE,"Harder,Amy Marie;",,,,
AEC,6300,$10.00,DEPT,3,,,WEB,,METH OF PLAN CHANGE,STAFF;,,,,
AEC,6300,$7.00,DEPT,3,,,WEB,,METH OF PLAN CHANGE,STAFF;,,,,
AEC,6325,,DEPT,3,M,3,ROL,0409,HIST & PHILOS AG ED,"Thoron,Andrew C;",W,3-4,ROL,0409
AEC,6540,$3.00,DEPT,3,,,WEB,,AG NAT RESOU COMMUNIC,"Telg,Ricky W;",,,,
AEC,6540,,DEPT,3,,,WEB,,AG NAT RESOU COMMUNIC,"Telg,Ricky W;",,,,
AEC,6543,$3.00,DEPT,3,,,WEB,,TEACH & LEARN THEO AP,"Thoron,Andrew C;",,,,
AEC,6543,,DEPT,3,,,WEB,,TEACH & LEARN THEO AP,"Thoron,Andrew C;",,,,
AEC,6543,,1H40,3,W,8-9,ROL,0306,TEACH & LEARN THEO AP,"Thoron,Andrew C;",F,2,ROL,0306
AEC,6552,$3.00,DEPT,3,,,WEB,,EVAL PROGRAMS EXT ED,"Galindo,Sebastian;",,,,
AEC,6552,,DEPT,3,,,WEB,,EVAL PROGRAMS EXT ED,"Galindo,Sebastian;",,,,
AEC,6704,$3.00,DEPT,3,,,WEB,,EXT ADMIN & SUPERVIS,STAFF;,,,,
AEC,6704,,DEPT,3,,,WEB,,EXT ADMIN & SUPERVIS,STAFF;,,,,
AEC,6905,,DEPT,VAR,TBA,,,,INDEPENDENT STUDY,"Thoron,Andrew C;",,,,
AEC,6905,,DEPT,VAR,M,3,ROL,0409,SBAE HIST  & PHIL FOU,"Thoron,Andrew C;",W,3-4,ROL,0409
AEC,6905,,DEPT,3,T,6,ROL,0205,AG JOUR WRITING,"Telg,Ricky W;",R,6-7,ROL,0205
AEC,6905,,DEPT,VAR,TBA,,,,ORGANIC AG INTERNSHIP,"Harder,Amy Marie;",,,,
AEC,6905,,DEPT,VAR,TBA,,,,TCH ANIMAL SCIENCES,"Dyer,James E;",,,,
AEC,6905,,DEPT,VAR,TBA,,,,PROB IN AG & EXT ED,STAFF;,,,,
AEC,6905,,DEPT,3,TBA,,,,GLOBAL LEADERSHIP,"Hartmann,Marta M;",,,,
AEC,6905,,7465,2,T,6-7,ROL,0409,STRAT FOR NEW FACULTY,"Osborne,Edward Wayne;",,,,
AEC,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,"Carter,Hannah S;",,,,
AEC,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,"Monaghan,Paul F;",,,,
AEC,6912,,DEPT,VAR,,,WEB,,NONTHESIS RESEARCH,STAFF;,,,,
AEC,6912,,DEPT,VAR,TBA,,,,NONTHESIS RESEARCH,STAFF;,,,,
AEC,6912,,DEPT,VAR,TBA,,,,NONTHESIS RESEARCH,"Telg,Ricky W;",,,,
AEC,6912,,DEPT,VAR,TBA,,,,NONTHESIS RESEARCH,"Telg,Ricky W;",,,,
AEC,6912,,DEPT,VAR,TBA,,,,NONTHESIS RESEARCH,"Irani,Tracy Anne;Monaghan,Paul F;",,,,
AEC,6912,,DEPT,VAR,,,WEB,,NONTHESIS RESEARCH,STAFF;,,,,
AEC,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,"Roberts II,Thomas G;",,,,
AEC,6947,$3.00,DEPT,3,,,WEB,,EXPER LEARN AGRI EDUC,"Roberts II,Thomas G;",,,,
AEC,6947,,DEPT,3,,,WEB,,EXPER LEARN AGRI EDUC,"Roberts II,Thomas G;",,,,
AEC,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,"Monaghan,Paul F;",,,,
AEC,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,"Stedman,Nicole Lamee Perez;",,,,
AEC,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
AEC,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Irani,Tracy Anne;",,,,
AEC,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Roberts II,Thomas G;",,,,
AEC,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Monaghan,Paul F;",,,,
AEC,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"Irani,Tracy Anne;",,,,
AEC,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"Israel,Glenn D;",,,,
AEC,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"Osborne,Edward Wayne;",,,,
AOM,2520,$3.00,4038,3,M,9,WEB,WEB,GLOBAL SUSTAIN ENERGY,"Porter,Wendell A;",,,WEB,
AOM,2520,$3.00,DEPT,3,M,9,WEB,WEB,GLOBAL SUSTAIN ENERGY,"Porter,Wendell A;",,,WEB,
AOM,3220,$60.00,0177,3,T R,2,ROG,0129,AGRIC CONSTRUC & MAIN,"Porter,Wendell A;",T,8-9,ROG,0141
AOM,3220,$60.00,0178,3,T R,2,ROG,0129,AGRIC CONSTRUC & MAIN,"Porter,Wendell A;",W,8-9,ROG,0141
