coursePrefix,courseNum,fee,section,credits,prof,title,days,times,building,room,days2,times2,building2,room2
LAW,6930,0.0,23644,2,Robert Rhee,Selected Legal Probs: Mergers & Acquisitions,M,,HOL,0345,,,,
LAW,6930,0.0,23647,3,Jiaying Jiang,Selected Legal Probs: Fintech,"T,R",,HOL,0345,,,,
LAW,6936,0.0,13933,2,Lynn LoPucki,Seminars: Corp Social Responsibility,W,,HOL,0355D,,,,
LAW,6936,0.0,13934,2,Richard Vermut,Seminars: IP Licensing,W,,HOL,0285D,,,,
LAW,6936,0.0,13935,2,Charles Collier,Seminars: Religion and the Constitution,R,,HOL,0360,,,,
LAW,6936,0.0,20096,2,James Van Nostrand,Seminars: Environmental Justice,T,-10,HOL,0359,,,,
LAW,6936,0.0,20097,2,Maryam Jamshidi,Seminars: National Security,W,,HOL,0283,,,,
LAW,6936,0.0,20098,2,Tracey Maclin,Seminars: Supreme Court 2022-23:Crim Law,W,-10,HOL,0284,,,,
LAW,6936,0.0,23346,2,Pamela Marsh,Seminars: Criminal Justice Reform,M,,HOL,0355D,,,,
LAW,6936,0.0,29971,2,Mary Adkins,Seminars: Topics FL Constitution Law,W,,HOL,0285A,,,,
LAW,6936,0.0,29972,2,Lisa Edgar,"Seminars: Reg Law, Theory & Reality",W,,HOL,0355A,,,,
LAW,6936,0.0,30151,2,John Badalamenti,Seminars: Advanced Constitutional Theory,R,,HOL,0382,,,,
ARC,6399,0.0,24317,3,Martha Kohen,Advanced Topics in Urban Design: Finding Shade,W,11-E2,,,,,,
ARC,6399,0.0,27942,3,Martha Kohen,Advanced Topics in Urban Design: Finding Shade,W,11-E2,,,,,,
AEC,6300,0.0,10276,3,Sarah Bush,Methodology of Planned Change,M,6-8,ROL,0306,,,,
AEC,6300,32.16,10277,3,Sebastian Galindo,Methodology of Planned Change,,,,,,,,
AEB,6933,0.0,27211,VAR,Joao Pedro Ferreira,Special Topics: Regional Economic Modeling,T,5-6,MAT,0011,R,6,MAT,0010
AEB,6933,0.0,28039,VAR,Jared Gars,Special Topics: Experimental Economics,T,4,MCCA,3194,R,4-5,MCCB,3124
AEB,6933,0.0,30230,VAR,James Seale,Special Topics: Panel Data Econometrics,T,8-9,MCCB,3124,R,9,MCCB,3124
AEC,6316,0.0,10279,3,Kathleen Colverson,From America to Zimbabwe: An Overview of International Extension Systems,W,3-5,ROL,0306,,,,
ANG,6273,0.0,29108,3,Richard Kernaghan,Legal Anthropology,T,7,AND,0134,R,7-8,AND,0134
LAS,6291,0.0,29692,3,Jonathan Dain,Conservation and Development Skills: Conflict Management,M,6-8,GRI,0376,,,,
MAN,6636,0.0,13731,2,Gwendolyn Lee,Global Strategic Management,"T,R",1-2,STZ,0101,,,,
MAN,6636,0.0,20050,2,David Ross,Global Strategic Management,"M,W",3-4,HGS,150,,,,
MAN,6636,0.0,13732,2,John Chen,Global Strategic Management,"T,R",7-8,HGS,150,,,,
MAN,6636,0.0,13733,2,John Chen,Global Strategic Management,"T,R",9-10,HGS,140,,,,
PHC,6313,0.0,16473,3,,Environmental Health Concepts in Public Health,,,,,,,,
PHC,6313,0.0,16474,3,,Environmental Health Concepts in Public Health,,,,,,,,
PHC,6313,0.0,27508,3,,Environmental Health Concepts in Public Health,,,,,,,,
PUP,6007,0.0,21359,3,Cristian Perez Munoz,Policy Process,R,5-7,,,,,,
FNR,5072C,0.0,29520,3,Gabrielle Salazar,Environmental Education Program Development,W,11-E1,,,,,,
FNR,5072C,0.0,29551,3,Gabrielle Salazar,Environmental Education Program Development,W,11-E1,,,,,,
FNR,5072C,0.0,29552,3,Gabrielle Salazar,Environmental Education Program Development,W,11-E1,,,,,,
FNR,5072C,0.0,29553,3,Gabrielle Salazar,Environmental Education Program Development,W,11-E1,,,,,,
AEC,6552,0.0,10282,3,Sebastian Galindo,Evaluating Programs in Extension Education,R,7-9,ARCH,0215,,,,
ALS,5932,0.0,10366,VAR,"Mack Thetford,Deborah Miller",Special Topics: PLANT COM FL. PANHAND,,,,,,,,
ANG,5531,0.0,29080,3,Susan Defrance,Culture and Nutrition,T,7-9,TUR,2350,,,,
FYC,6620,0.0,26010,3,David Diehl,Program Planning and Evaluation for Human Service Delivery,T,4,MAT,0005,R,4-5,UST,0108
FYC,6620,0.0,27368,3,Sebastian Galindo,Program Planning and Evaluation for Human Service Delivery,,,,,,,,
FYC,6620,0.0,27369,3,Sebastian Galindo,Program Planning and Evaluation for Human Service Delivery,,,,,,,,
GEO,6931,0.0,29040,3,Cynthia Simmons,Seminar in Cultural and Political Ecology,T,8-10,TUR,3018,,,,
WST,6935,0.0,28564,VAR,Jillian Hernandez,Special Topics in Women's Studies: Critical Girlhood Studies,M,6-8,UST,0108,,,,
WST,6935,0.0,30004,VAR,Juliana Sanin,Special Topics in Women's Studies: Gender & Comparative Politics,R,5-7,,,,,,
EVR,5705,0.0,12610,3,Ignacio Porzecanski,Natural Resources and Innovation Systems,M,7-9,MCCA,3194,,,,
ABE,5707C,0.0,25997,3,Pratap Pullammanappallil,Agricultural Waste Management,"M,W,F",6,ROG,0211,W,E2-E3,ROG,0211
AEC,6540,0.0,10281,3,SADIE HUNDEMER,Agricultural and Natural Resources Communications Theory and Strategies,M,9-10,ROL,0306,,,,
BCN,6580,0.0,28490,3,Ravi Srinivasan,High-Performance Green Building Delivery Systems,R,11-E2,RNK,0215,,,,
BCN,6641,0.0,11367,3,Robert Ries,Construction Value Engineering,M,5,RNK,0215,W,5-6,RNK,0215
GEA,6466,0.0,29158,3,Robert Walker,Seminar on Geography of Amazonia,,,,,,,,
GEB,6930,0.0,13468,2,Linda Clarke,Special Topics: DOING BUS. IN ASIA,"T,R",9-10,STZ,0102,,,,
GEB,6930,0.0,26640,2,Andy Naranjo,Special Topics,,,,,,,,
GEB,6930,0.0,29811,2,Alex Settles,Special Topics: Silicon Valley,,,,,,,,
GEB,6930,0.0,26639,VAR,,Special Topics,,,,,,,,
ICM,6680,0.0,13257,3,Ravi Srinivasan,Principles of International Sustainable Construction,,,,,,,,
MAN,6930,0.0,30213,VAR,Judith Callahan,Special Topics: PRIMITIVE LEADERSHIP & DECISIO,,,,,,,,
MAN,6930,0.0,29777,VAR,Aaron Hill,Special Topics: Research Methods in Strategic,,,,,,,,
MAN,6930,0.0,26657,2,Klodiana Lanaj,Special Topics: LEADING TEAMS,"M,W",1-2,STZ,0101,,,,
MAN,6930,12.0,29273,2,Nan Zhang,Special Topics: HUMAN CAPITAL ANALYSIS,,,,,,,,
MAN,6930,0.0,26135,2,Yixuan Li,Special Topics: HUMAN CAPITAL ANALYSIS,"T,R",5-6,STZ,0101,,,,
SWS,5246,0.0,16563,3,James Jawitz,Water Resource Sustainability,"T,R",3,MCCA,3194,F,7-8,MCCA,3194
URP,6042,0.0,21286,3,Emre Tepe,Urban Economy,,,,,,,,
URP,6131,0.0,17459,3,Thomas Hawkins,Land Use Planning Law,,,,,,,,
URP,6131,0.0,17483,3,Thomas Hawkins,Land Use Planning Law,"M,W,F",5,WEIM,1076,,,,
PHC,6001,0.0,16360,3,Jerne Shapiro,Principles of Epidemiology in Public Health,,,,,,,,
PHC,6001,0.0,16361,3,Jerne Shapiro,Principles of Epidemiology in Public Health,,,,,,,,
PHC,6001,0.0,16385,3,Jerne Shapiro,Principles of Epidemiology in Public Health,,,,,,,,
PHC,6410,0.0,16479,3,Jamie Pomeranz,"Psychological, Behavioral, and Social Issues in Public Health",,,,,,,,
PHC,6410,0.0,16504,3,Jamie Pomeranz,"Psychological, Behavioral, and Social Issues in Public Health",,,,,,,,
DCP,6931,0.0,18977,VAR,Lisa Platt,"Special Topics in Design, Construction, and Planning: DATA SCI INTER- ENV RES & DES",M,3,RNK,0230,W,3-4,RNK,0230
URP,6341,0.0,17510,6,"Laurel Harbin,Devan Leavins",Urban Planning Project,,,,,,,,
URP,6341,0.0,21962,6,"Yan Wang,Andrea Galinski",Urban Planning Project,"M,W,F",7-9,ARCH,0316,,,,
ALS,6046,0.0,10399,2,Jaret Daniels,Grant Writing,,,,,,,,
AEC,6767,32.16,10284,3,James Bunch,Research Strategies in Agricultural Education and Communication,,,,,,,,
AEC,6767,0.0,24705,3,James Bunch,Research Strategies in Agricultural Education and Communication,W,6-8,ROL,0306,,,,
FYC,6800,0.0,26398,3,Marilyn Swisher,Scientific Reasoning and Research Design,,,,,,,,
FYC,6800,0.0,26399,3,Marilyn Swisher,Scientific Reasoning and Research Design,,,,,,,,
AEB,6553,0.0,10228,3,Zhifeng Gao,Elements of Econometrics,T,5-6,MCCB,3124,R,6,MCCB,3124
EDF,6475,88.53,26137,3,Keondria McClish,Qualitative Foundations of Educational Research,,,,,,,,
EDF,7483,0.0,24789,3,Pengfei Zhao,Qualitative Data Collection: Approaches and Techniques,W,4-6,NRN,2033,,,,
FOR,6156,0.0,12415,3,"Wendell Cropper,Geraldine Klarenberg",Simulation Analysis of Forest Ecosystems,"M,W,F",2,NZH,0219,,,,
FYC,6802,0.0,21509,3,Marilyn Swisher,"Advanced Research Methods for Family, Youth, and Community Sciences",,,,,W,3,TUR,2318
GIS,5107C,24.0,13364,4,Moulay Sounny-Slitine,Geographic Information Systems in Research,,,,,,,,
GIS,5107C,0.0,20892,4,Moulay Sounny-Slitine,Geographic Information Systems in Research,M,6-7,TUR,3006,,,,
LAS,6292,0.0,21946,3,Emilio Bruna,Tropical Conservation and Development Research Methods: Data Collection and Management,T,3-5,GRI,0376,,,,
MMC,6421,0.0,15643,3,Yu-Hao Lee,Research Methods in Mass Communication,W,6-8,WEIM,1098,,,,
PHC,6000,0.0,16359,3,Kelly Gurka,Epidemiology Methods I,F,2-4,,,,,,
PHC,6000,0.0,27239,3,Kelly Gurka,Epidemiology Methods I,F,2-4,,,,,,
PHC,6251,0.0,16444,3,Taryn Buckley,Assessment and Surveillance in Public Health,,,,,,,,
PHC,6251,0.0,16445,3,Taryn Buckley,Assessment and Surveillance in Public Health,,,,,,,,
PHC,6700,0.0,16248,3,Kathryn Ross,Social and Behavioral Research Methods,T,6-8,,,,,,
PHC,6700,0.0,23756,3,Kathryn Ross,Social and Behavioral Research Methods,T,6-8,,,,,,
POS,6757,0.0,22517,3,Nicholas Kerr,Survey Research,R,2-4,MAT,0018,,,,
STA,5325,0.0,16953,3,Leo Duan,Fundamentals of Probability,"M,W,F",5,TUR,2319,,,,
STA,5325,0.0,28397,3,Zhihua Su,Fundamentals of Probability,T,4,TUR,2319,R,4-5,TUR,2319
STA,6166,0.0,16557,3,Lawrence Winner,Statistical Methods in Research I,"M,W,F",2,FLO,0100,,,,
STA,6167,0.0,16558,3,Lawrence Winner,Statistical Methods in Research II,T,2-3,FLO,0100,R,2,FLO,0100
SUR,5525,0.0,16717,3,Hartwig Hochmair,Least Squares Adjustment Computations,,,,,,,,
SUR,5525,27.99,16718,3,Hartwig Hochmair,Least Squares Adjustment Computations,,,,,,,,
SUR,5525,27.99,18227,3,Hartwig Hochmair,Least Squares Adjustment Computations,,,,,,,,
SWS,6722,0.0,21073,3,Sabine Grunwald,Soil-Landscape Modeling,W,11-E1,,,,,,
SWS,6722,0.0,25068,3,Sabine Grunwald,Soil-Landscape Modeling,W,11-E1,,,,,,
SWS,6722,0.0,25069,3,Sabine Grunwald,Soil-Landscape Modeling,W,11-E1,,,,,,
SWS,6722,0.0,25070,3,Sabine Grunwald,Soil-Landscape Modeling,W,11-E1,,,,,,
SYA,6407,0.0,16882,3,Edo Navot,Quantitative Research Methods,R,8-10,MAT,0003,,,,
URP,6270,0.0,17485,3,Sofia Thordin,Introduction to Planning Information Systems,,,,,,,,
URP,6270,0.0,17486,3,Sofia Thordin,Introduction to Planning Information Systems,,,,,,,,
URP,6270,0.0,17487,3,Yan Wang,Introduction to Planning Information Systems,W,3-5,FAC,0208,,,,
URP,6271,0.0,17488,3,Changjie Chen,Automation for Geospatial Modeling and Analysis,,,,,,,,
URP,6271,0.0,17508,3,Changjie Chen,Automation for Geospatial Modeling and Analysis,,,,,,,,
URP,6271,0.0,25088,3,Changjie Chen,Automation for Geospatial Modeling and Analysis,M,10-11,RNK,0106,T,3,RNK,0106
URP,6272,0.0,17509,3,Emre Tepe,Urban Spatial Analysis,R,8-10,RNK,0215,,,,
URP,6272,0.0,21288,3,Emre Tepe,Urban Spatial Analysis,,,,,,,,
URP,6272,0.0,21289,3,Emre Tepe,Urban Spatial Analysis,,,,,,,,
URP,6275,0.0,21290,3,Katherine Norris,Intermediate Planning Information Systems,,,,,,,,
URP,6275,0.0,21291,3,Katherine Norris,Intermediate Planning Information Systems,,,,,,,,
URP,6905,0.0,17536,VAR,,Exploration and Directed Study: EXPLOR & DIRECT STUDY,,,,,,,,
URP,6905,0.0,19020,VAR,,Exploration and Directed Study: EXPLOR & DIRECT STUDY,,,,,,,,
ENY,6454,0.0,12281,3,Marc Branham,Behavioral Ecology and Systematics of Insects,W,7-8,EYN,1027,F,7,EYN,1027
PCB,6049,0.0,18650,VAR,Jeremy Lichstein,Seminar in Ecology,F,7,CRR,0222,,,,
ZOO,6456C,0.0,19461,4,Larry Page,Ichthyology,"T,R",5,CRR,0221,F,3-5,CRR,0109
PUR,6607,0.0,17130,3,Mickey Nall,Public Relations Management,W,7-9,WEIM,1070,,,,
EDF,6401,88.53,21378,3,Jann Macinnes,Educational Statistics,,,,,,,,
EDF,6403,0.0,11687,6,Jann Macinnes,Quantitative Foundations of Educational Research,"T,R",8-10,NRN,2014,,,,
STA,5503,0.0,25674,3,Aaron Molstad,Categorical Data Methods,,,,,T,6,FLO,0100
STA,5503,0.0,29658,3,Elizabeth Johnson,Categorical Data Methods,"M,W,F",4,AND,0134,,,,
