coursePrefix,courseNum,fee,section,credits,prof,title,days,times,building,room,days2,times2,building2,room2
LAS,6938,0.0,29629,3,Clate Korsant,Seminar in Modern Latin American Studies: Visual Ethno Storytelling,W,2-4,GRI,0376,,,,
LAS,6938,0.0,29997,3,Carlos De La Torre,Seminar in Modern Latin American Studies: Populism,M,9-11,GRI,0376,,,,
LAS,6938,0.0,30073,3,Solsiree Del Moral,Seminar in Modern Latin American Studies: History of Afro-Latin America,R,7-9,GRI,0376,,,,
LAS,6938,0.0,30371,3,Pilar Useche,Seminar in Modern Latin American Studies: Latin American Economic Dev,W,8-10,,,,,,
SWS,5050,0.0,16933,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,16934,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,16935,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,16936,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,16937,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,16938,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,16960,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,18250,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,25698,3,James Bonczek,Soils for Environmental Professionals,"M,W,F",4,MCCB,2102,,,,
WIS,6934,0.0,17778,VAR,Hayley Adams,Topics in Wildlife Ecology and Conservation: Working Dogs in Forensic Scien,,,,,,,,
WIS,6934,0.0,17780,3,Lyn Branch,Topics in Wildlife Ecology and Conservation: Conservation Planning,R,3-5,,,,,,
WIS,6934,0.0,27126,VAR,Hayley Adams,Topics in Wildlife Ecology and Conservation: Working Dogs in Forensic Scien,,,,,,,,
WIS,6934,0.0,28422,3,Martin Main,Topics in Wildlife Ecology and Conservation: Florida Environments,"M,W,F",4,NZH,0112,,,,
WIS,6934,0.0,29732,VAR,Lee Burton,Topics in Wildlife Ecology and Conservation: Bird Language,,,,,,,,
WIS,6934,0.0,29733,VAR,Lee Burton,Topics in Wildlife Ecology and Conservation: Bird Language,,,,,,,,
WIS,6934,0.0,29892,3,Lyn Branch,Topics in Wildlife Ecology and Conservation: Conservation Practice,W,3-5,,,,,,
WIS,6934,0.0,30334,VAR,Lee Burton,Topics in Wildlife Ecology and Conservation: Bird Langague,,,,,,,,
WIS,6934,0.0,30414,3,Lyn Branch,Topics in Wildlife Ecology and Conservation: Conservation Planning,R,3-5,,,,,,
ANG,6930,0.0,10441,3,Richard Kernaghan,Special Topics in Anthropology: Ethnographic Writing,M,3-5,TUR,2350,,,,
ANG,6930,0.0,26413,3,Stephanie Bogart,Special Topics in Anthropology: Primate Behavior,T,3,FLI,0121,R,3-4,TUR,B304
ANG,6930,0.0,26419,3,Kim Valenta,Special Topics in Anthropology: Primate Conservation,W,5-7,TUR,2305,,,,
ANG,6930,0.0,27696,3,Kim Valenta,Special Topics in Anthropology: Primate Ecology,M,4-5,WEIM,1070,W,4,FAB,0103
ANG,6930,0.0,29057,3,John Krigbaum,Special Topics in Anthropology: Hlth/Disease Human Ev,T,5-6,TUR,B304,R,6,TUR,B304
ANG,6930,0.0,29077,3,Daniel Contreras,Special Topics in Anthropology: Data Analysis,M,6,TUR,2353,W,6-7,TUR,1208H
ANG,6930,0.0,29086,3,Katherine Grillo,Special Topics in Anthropology: Cattle Cultures,T,4-5,TUR,2346,R,4,TUR,2342
ANG,6930,0.0,29090,3,Oscar Prieto,Special Topics in Anthropology: Arch of Viol & Human Sacrifice,T,6-7,TUR,2346,R,6,TUR,2333
ANG,6930,0.0,29610,3,Augusto Oyuela-Caycedo,Special Topics in Anthropology: Ancient Cultures & the Environ,M,7,WEIL,0273,W,6-7,WEIL,0273
ANG,6930,0.0,29637,3,Marit Ostebo,Special Topics in Anthropology: Feminist Anthropology,T,8-10,FLI,0101,,,,
ANG,6930,0.0,30039,3,Susan Paulson,Special Topics in Anthropology: Power and Environment,W,5-7,,,,,,
ANG,6930,0.0,30373,VAR,Jack Kugelmass,Special Topics in Anthropology: Screening the Holocaust,W,8-10,,,,,,
BOT,6935,0.0,18865,VAR,William Barbazuk,Special Topics,,,,,,,,
ENV,6935,0.0,12420,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,,,,,,,,
ENV,6935,0.0,12421,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,,,,,,,,
ENV,6935,0.0,12422,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,W,5,,,,,,
ENV,6935,0.0,12423,1,Myoseon Jang,Graduate Environmental Engineering Seminar: AIR POLLUTION SEMINAR,,,,,,,,
ENV,6935,0.0,12424,1,Michael Annable,Graduate Environmental Engineering Seminar: ENV ENG GRADUATE SEMINAR,,,,,,,,
ENV,6935,0.0,12445,1,Michael Annable,Graduate Environmental Engineering Seminar: ENV ENG GRADUATE SEMINAR,,,,,,,,
ENV,6935,0.0,21987,1,Michael Annable,Graduate Environmental Engineering Seminar: ENV ENG GRADUATE SEMINAR,F,5,CHE,0100,,,,
ENY,6166,0.0,12279,3,William Kern,Insect Classification,,,,,,,,
ENY,6166,0.0,12280,3,Marc Branham,Insect Classification,,,,,W,3-5,EYN,3118
FOR,5159,15.0,12344,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,0.0,12345,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,0.0,12413,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,15.0,12414,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,0.0,27343,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,6934,0.0,13494,3,David Fox,Topics in Forest Resources and Conservation: URBAN FORESTRY,,,,,T,6-7,NZH,0222
FOR,6934,0.0,13495,3,"Jane Bachelor,Clark Seely",Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,18.0,13496,3,"Jane Bachelor,Clark Seely",Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0.0,13497,3,"Jane Bachelor,Clark Seely",Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0.0,13498,3,Megan Ennes,Topics in Forest Resources and Conservation: Science Comm &  Public Edu,,,,,,,,
FOR,6934,0.0,13499,3,Jason Smith,Topics in Forest Resources and Conservation: FOREST HEALTH MANAGE,M,4-5,NZH,0219,R,3-5,NZH,0219
FOR,6934,0.0,13515,3,Matthew Cohen,Topics in Forest Resources and Conservation: FOREST WATER RESOURCE,"M,W",3,,,M,7-9,,
FOR,6934,18.0,18875,3,"Jane Bachelor,Clark Seely",Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0.0,20066,3,"Geraldine Klarenberg,Daniel Johnson",Topics in Forest Resources and Conservation: Visualization Ecological Data,T,4,NZH,0222,R,4-5,NZH,0222
FOR,6934,0.0,20382,2,Raelene Crandall,Topics in Forest Resources and Conservation: Fire Ecology and Mgmt,F,2-3,,,,,,
FOR,6934,18.0,21744,3,Megan Ennes,Topics in Forest Resources and Conservation: Science Comm &  Public Edu,,,,,,,,
FOR,6934,18.0,23764,3,Michael Andreu,Topics in Forest Resources and Conservation: Ecol/Restor invad Eco,,,,,,,,
FOR,6934,18.0,23766,3,Michael Andreu,Topics in Forest Resources and Conservation: Ecol/Restor Invad Eco,,,,,,,,
FOR,6934,0.0,23767,3,Michael Andreu,Topics in Forest Resources and Conservation: Ecol/Restor Invad Eco,,,,,,,,
FOR,6934,0.0,23768,3,Michael Andreu,Topics in Forest Resources and Conservation: Ecol/Restor Invad Eco,,,,,,,,
FOR,6934,0.0,23770,3,Michael Andreu,Topics in Forest Resources and Conservation: Ecol/Restor Invad Eco,,,,,,,,
FOR,6934,0.0,24524,3,"Geraldine Klarenberg,Daniel Johnson",Topics in Forest Resources and Conservation: Visualization Ecological Data,T,4,,,R,4-5,,
FOR,6934,18.0,24526,3,"Geraldine Klarenberg,Daniel Johnson",Topics in Forest Resources and Conservation: Visualization Ecological Data,T,4,,,R,4-5,,
FOR,6934,0.0,24696,3,Megan Ennes,Topics in Forest Resources and Conservation: Science Comm &  Public Edu,,,,,,,,
FOR,6934,18.0,24697,3,Megan Ennes,Topics in Forest Resources and Conservation: Science Comm &  Public Edu,,,,,,,,
FOR,6934,0.0,27628,4,Carlos Silva,Topics in Forest Resources and Conservation: Forestry Applications of Lidar,T,6-8,MCCB,3086,M,5-6,TUR,2328
HOS,6932,0.0,18107,4,"Karen Koch,Don Mccarty,Bala Rathinasabapathi",Special Topics: Plant Biochemistry,"M,T,W,R",4,FIF,2318,,,,
HOS,6932,0.0,18267,VAR,,Special Topics,,,,,,,,
HOS,6932,0.0,18509,VAR,,Special Topics,,,,,,,,
HOS,6932,0.0,25140,4,"Don Mccarty,Karen Koch,Bala Rathinasabapathi",Special Topics: Plant Biochemistry,"M,T,W,R",4,,,,,,
HOS,6932,0.0,25440,3,Kevin Folta,Special Topics: ADV HORT PHYSIOLOGY,T,2-3,FIF,2316,R,2,FIF,2316
HOS,6932,0.0,27550,3,"Patricio Munoz,Luis Ferrao,Esteban Rios,Xu (Kevin) Wang,Kevin Begcy,Fred Gmitter,Jude Grosser,Seonghee Lee,Carlos Messina",Special Topics: Survey of Breeding Tools/Meth,T,5,FIF,2316,R,5-6,FIF,2316
HOS,6932,0.0,27588,3,"Patricio Munoz,Luis Ferrao,Esteban Rios,Xu (Kevin) Wang,Kevin Begcy,Fred Gmitter,Jude Grosser,Seonghee Lee,Carlos Messina",Special Topics: Survey of Breeding Tools/Meth,T,5,,,R,5-6,,
HOS,6932,0.0,13286,VAR,Satya Swathi Nadakuduti,Special Topics: Princ & Apps Omics Plant Bio,W,8,,,,,,
HOS,6932,0.0,13290,2,"J Unruh,Pablo Boeri",Special Topics: ADV TURFGRASS RESEARCH,W,5-6,,,,,,
HOS,6932,0.0,24859,VAR,Satya Swathi Nadakuduti,Special Topics: Princ & Apps Omics Plant Bio,,,,,W,8,,
HOS,6932,0.0,30171,2,"J Unruh,Pablo Boeri",Special Topics: ADV TURFGRASS RESEARCH,W,5-6,,,,,,
LAA,6231,0.0,14069,3,,Landscape Architecture Theory,T,9,RNK,0230,R,8-9,RNK,0230
MCB,6670C,20.94,14806,3,Luiz Fernando Wurdig Roesch,The Microbiome,,,,,,,,
PHC,6937,0.0,16251,VAR,Keith Benson,Special Topics in Public Health: Introduction to Public Health,F,3-4,,,,,,
PHC,6937,0.0,16015,VAR,Robert Parker,Special Topics in Public Health: Frontiers in Biostat,W,5-6,HPNP,G114,F,5,HPNP,G114
PHC,6937,0.0,20195,VAR,Ira Longini,Special Topics in Public Health: Analytic Methods for I.D.,T,8,AND,0019,R,8-9,MAT,0006
PHC,6937,0.0,29462,VAR,Feifei Xiao,Special Topics in Public Health: Causal Inference,T,2,,,R,2-3,,
PHC,6937,0.0,30205,VAR,Li Chen,Special Topics in Public Health: Stat. & Comp. An. Genomic data,W,5-6,HPNP,G112,F,6,HPNP,G112
PHC,6937,0.0,18169,VAR,Deepthi Varma,Special Topics in Public Health: Mixed Methods,M,2-4,HPNP,G110,,,,
PHC,6937,0.0,22251,VAR,Cindy Prins,Special Topics in Public Health: Hospital Epidemiology,W,2-3,HPNP,G110,,,,
PHC,6937,0.0,27202,VAR,Deepthi Varma,Special Topics in Public Health: Mixed Methods,M,2-4,HPNP,G110,,,,
PHC,6937,0.0,18782,VAR,Leah Stuchal,Special Topics in Public Health: INDEPENDENT STUDY,,,,,,,,
PHC,6937,0.0,21060,VAR,"Tara Sabo-Attwood,Anthony Maurelli",Special Topics in Public Health: MECH OF ENV DISEASE,T,7,HPNP,G105,R,8-9,HPNP,G105
PHC,6937,0.0,29433,VAR,,Special Topics in Public Health: AI in Tox and EH,F,3-5,HPNP,G105,,,,
SWS,5247,0.0,16564,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0.0,16565,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0.0,16566,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0.0,16567,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0.0,20808,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0.0,24785,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5308,0.0,16568,3,Julie Meyer,Ecology of Waterborne Pathogens,W,3,MCCB,3096,,,,
SWS,5308,12.99,16569,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5308,0.0,16570,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5308,12.99,16571,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5308,0.0,16587,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5551,0.0,16589,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,12.99,16590,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0.0,16591,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0.0,16592,3,Andrew Ogram,"Soils, Water, and Public Health","M,W,F",3,MCCD,G001,,,,
SWS,5551,12.99,25310,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0.0,27411,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0.0,27933,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0.0,28130,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,6932,0.0,16678,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,W,5,PHL,0101,,,,
SWS,6932,0.0,16696,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,16697,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,16699,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,16724,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,21884,3,Matthew Deitch,Topics in Soils: WATERSHED PLANNING & MGMT,,,,,,,,
SWS,6932,0.0,21885,3,Matthew Deitch,Topics in Soils: WATERSHED PLANNING & MGMT,,,,,,,,
SWS,6932,0.0,21886,3,Matthew Deitch,Topics in Soils: WATERSHED PLANNING & MGMT,,,,,,,,
SWS,6932,0.0,21887,3,Matthew Deitch,Topics in Soils: WATERSHED PLANNING & MGMT,,,,,,,,
SWS,6932,0.0,24786,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,25233,3,Matthew Deitch,Topics in Soils: WATERSHED PLANNING & MGMT,,,,,,,,
SWS,6932,0.0,27614,VAR,Gabriel Maltais-Landry,Topics in Soils: AGROECOLOGY SEMINAR,,,,,,,,
SWS,6932,0.0,30415,3,Matthew Deitch,Topics in Soils: WATERSHED PLANNING & MGMT,,,,,,,,
GEO,5305,0.0,19688,3,Michael Binford,Environmental Biogeography,T,7-8,TUR,3012,R,7,TUR,3012
VME,6934,0.0,18210,VAR,Patrick Larkin,Topics in Veterinary Medical Sciences: THE HORSE,,,,,,,,
VME,6934,0.0,20441,VAR,Nancy Denslow,Topics in Veterinary Medical Sciences: Ecotoxicology/Risk Assessment,W,6-8,,,,,,
VME,6934,0.0,27473,VAR,Jason Byrd,Topics in Veterinary Medical Sciences: Special Topics in Vet Forensic,,,,,,,,
VME,6934,0.0,27474,VAR,Terry Spencer,Topics in Veterinary Medical Sciences: Shelter Med Grand Rounds,,,,,,,,
AGR,5444,0.0,10302,3,James Estrada,Ecophysiology of Crop Production,"M,W,F",4,MCCB,1108,,,,
AGR,5444,0.0,10303,3,James Estrada,Ecophysiology of Crop Production,,,,,,,,
AGR,5444,12.99,10304,3,James Estrada,Ecophysiology of Crop Production,,,,,,,,
AGR,5444,12.99,10305,3,James Estrada,Ecophysiology of Crop Production,,,,,,,,
AGR,5444,0.0,10306,3,"James Estrada,Hannah Rusch",Ecophysiology of Crop Production,,,,,,,,
AGR,5444,12.99,24908,3,James Estrada,Ecophysiology of Crop Production,,,,,,,,
AGR,6932,12.99,10310,VAR,Edzard Van Santen,Topics in Agronomy: SAS - EXPR DESIGN & DATA ANALY,R,4-5,MCCC,0426,,,,
AGR,6932,12.99,18079,VAR,Edzard Van Santen,Topics in Agronomy: SAS - EXPR DESIGN & DATA ANALY,R,4-5,,,,,,
AGR,6932,12.99,18080,VAR,Edzard Van Santen,Topics in Agronomy: JMP as a Research Tool,T,4-5,MCCC,0426,,,,
AGR,6932,12.99,18081,VAR,Edzard Van Santen,Topics in Agronomy: JMP as a Research Tool,T,4-5,,,,,,
AGR,6932,0.0,18522,VAR,Edzard Van Santen,Topics in Agronomy: JMP as a Research Tool,T,4-5,,,,,,
AGR,6932,0.0,24599,VAR,Edzard Van Santen,Topics in Agronomy: SAS - EXPR DESIGN & DATA ANALY,R,4-5,,,,,,
AGR,6932,12.99,26439,VAR,James Estrada,Topics in Agronomy: Communicating Science,T,8,,,R,8-9,,
AGR,6932,12.99,26440,VAR,James Estrada,Topics in Agronomy: Communicating Science,T,8,,,R,8-9,,
AGR,6932,0.0,27910,VAR,James Estrada,Topics in Agronomy: Communicating Science,T,8,,,R,8-9,,
FOR,6340,15.0,27057,3,Timothy Martin,Physiology of Forest Trees,,,,,,,,
FOR,6340,0.0,27093,3,Timothy Martin,Physiology of Forest Trees,,,,,,,,
FOR,6340,15.0,27094,3,Timothy Martin,Physiology of Forest Trees,,,,,,,,
FOR,6340,0.0,27356,3,Timothy Martin,Physiology of Forest Trees,,,,,,,,
FOR,6340,0.0,30159,3,Timothy Martin,Physiology of Forest Trees,,,,,,,,
GEO,6255,18.0,19690,3,Corene Matyas,Climatology,,,,,,,,
GEO,6938,0.0,21334,VAR,Stephen Mullens,Selected Topics in Geography: COMMUNICATING SCIENCE,M,6-7,TUR,3018,W,6,TUR,3018
GEO,6938,0.0,27456,VAR,Brian Child,Selected Topics in Geography: Comm. Conservation in Africa,M,4-6,TUR,3012,,,,
GEO,6938,0.0,30099,VAR,David Keellings,Selected Topics in Geography: GEO AI,T,4-5,,,R,5,,
GEO,6938,0.0,30152,VAR,Jane Southworth,Selected Topics in Geography: Data Fusion & AI in Savannas,,,,,,,,
SWS,5605C,0.0,28791,3,Ebrahim Babaeian,Environmental Soil Physics,"T,R",6,MCCD,G001,T,7-9,MCCB,3108
SWS,5605C,0.0,29050,3,Ebrahim Babaeian,Environmental Soil Physics,,,,,,,,
SWS,5605C,0.0,29051,3,Ebrahim Babaeian,Environmental Soil Physics,,,,,,,,
SWS,5605C,0.0,29052,3,Ebrahim Babaeian,Environmental Soil Physics,,,,,,,,
SWS,5605C,0.0,29053,3,Ebrahim Babaeian,Environmental Soil Physics,,,,,,,,
SWS,5605C,0.0,29054,3,Ebrahim Babaeian,Environmental Soil Physics,,,,,,,,
FYC,6330,0.0,29046,3,Marilyn Swisher,Theories of Community Development,T,5-6,FLI,0117,R,6,MCCB,1108
FYC,6330,0.0,29914,3,Marilyn Swisher,Theories of Community Development,,,,,,,,
FYC,6330,0.0,29915,3,Marilyn Swisher,Theories of Community Development,,,,,,,,
SYA,7933,0.0,19445,3,Rebecca Hanson,Special Study in Sociology: ADV QUALTITATIVE METHODS,M,8-10,MAT,0151,,,,
SYA,7933,0.0,23576,3,Tanya Koropeckyj-Cox,Special Study in Sociology: RESEARCH DESIGN,T,8-10,MAT,0004,,,,
SYA,7933,0.0,28240,3,Marian Borg,Special Study in Sociology: DEVIANCE AND SOCIAL CONTROL,W,7-9,LIT,0125,,,,
LAW,6460,0.0,27358,3,Michael Wolf,Land Use Plan and Cont,"T,R",,HOL,0382,,,,
LAW,6472,0.0,29960,3,James Van Nostrand,Natural Resources Law,"M,W",,HOL,0355C,,,,
LAW,6930,0.0,20117,1,"Stephen Liverpool,Gareth McKibben",Selected Legal Probs: Emerging Issues Financial Reg,"M,T,W,R",,,,F,,,
LAW,6930,0.0,20118,1,Leonard Brown,Selected Legal Probs: Going for the Green,"M,T,W,R",,,,,,,
LAW,6930,0.0,20119,1,Ira Mccollum,Selected Legal Probs: The Role of State Attorney,"M,T,W,R",,,,F,,,
LAW,6930,0.0,20305,1,David Lancelot,Selected Legal Probs: International In-House Legal,"M,T,W,R",,,,F,,,
LAW,6930,0.0,20306,1,,Selected Legal Probs: Lawyer Regulation & Discipline,"M,T,W,R",,,,F,,,
LAW,6930,0.0,20349,1,"Eric Bustillo,Lisa Trueba",Selected Legal Probs: Securities Law Enforcement,"M,T,W,R",,,,F,,,
LAW,6930,0.0,23580,1,Jennifer Dweck,Selected Legal Probs: Debt Finance,M,,,,"T,W,R,F",,,
LAW,6930,0.0,24200,1,,Selected Legal Probs: Law Firm Management,"M,T,W,R",,,,,,,
LAW,6930,0.0,24222,1,Robert Denham,Selected Legal Probs: Deposition Strategy & Practice,M,,,,"T,W,R,F",,,
LAW,6930,0.0,13910,3,Michael Colitz,Selected Legal Probs: Patent Prosecution,M,,HOL,0270,,,,
LAW,6930,0.0,14077,3,Lars Noah,Selected Legal Probs: Public Health Law,"M,T",,HOL,0283,,,,
LAW,6930,0.0,14078,3,,Selected Legal Probs: Pre-Trial Practice §B,"T,R",,HOL,0284,,,,
LAW,6930,0.0,14103,3,Michael Wolf,Selected Legal Probs: U.S. Constitutional History II,T,8-9,HOL,0355C,R,8,HOL,0355C
LAW,6930,0.0,14122,2,Annie Brett,Selected Legal Probs: Big Data and the Law,T,,HOL,0180A,,,,
LAW,6930,0.0,20088,3,Barbara Evans,Selected Legal Probs: Health Law Survey,"M,T",-3,HOL,0355C,,,,
LAW,6930,0.0,20089,3,Sabrina Lopez,Selected Legal Probs: Real Estate Transactions,"T,R",,HOL,0270,,,,
LAW,6930,0.0,20095,3,Paige Carlos,Selected Legal Probs: Pre-Trial Practice §A,"T,R",,HOL,0355B,,,,
LAW,6930,0.0,20160,3,"Yariv Brauner,Berta Hernandez-Truyol",Selected Legal Probs: International Law Simulation,"T,W",,HOL,0284,,,,
LAW,6930,0.0,20304,2,Joan Stearns Johnsen,Selected Legal Probs: Mediation Advocacy,M,,HOL,0345,,,,
LAW,6930,0.0,22788,2,Joseph Pack,Selected Legal Probs: Applied Bankruptcy,F,,,,,,,
LAW,6930,0.0,23641,2,Rachel Arnow-Richman,Selected Legal Probs: Workplace Law: Skills & Draft,W,,HOL,0285A,,,,
